Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 8 in. Soil Tmp °F, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2020-03-05,00:15,32.3,20.2,60.6,0.0,0,30.16,SE,8.5,11.6,39.7,-14.7,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-12-15 22:20:59.384456
2020-03-05,00:30,31.8,20.4,62.6,0.0,0,30.16,SE,7.8,10.0,39.7,-14.8,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-12-15 22:20:59.384456
2020-03-05,00:45,32.3,20.9,62.3,0.0,0,30.15,SE,8.7,12.5,39.6,-14.7,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-12-15 22:20:59.384456
2020-03-05,01:00,33.0,21.6,62.5,0.0,0,30.15,SE,9.0,12.0,39.6,-14.8,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-12-15 22:20:59.384456
2020-03-05,01:15,33.8,22.2,61.9,0.0,0,30.15,SE,11.2,16.0,39.4,-14.8,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-12-15 22:20:59.384456
2020-03-05,01:30,33.8,22.2,62.2,0.0,0,30.15,SE,10.4,16.0,39.4,-14.8,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-12-15 22:20:59.384456
2020-03-05,01:45,33.4,21.7,61.9,0.0,0,30.15,SE,8.7,13.2,39.3,-14.8,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-12-15 22:20:59.384456
2020-03-05,02:00,33.6,21.7,61.4,0.0,0,30.14,SE,11.8,17.9,39.2,-14.8,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-12-15 22:20:59.384456
2020-03-05,02:15,33.7,21.7,61.1,0.0,0,30.13,S,11.1,14.6,39.2,-14.8,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-12-15 22:20:59.384456
2020-03-05,02:30,33.0,21.8,62.8,0.0,0,30.14,S,8.5,12.0,39.0,-14.9,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-12-15 22:20:59.384456
2020-03-05,02:45,32.5,21.7,64.3,0.0,0,30.13,SE,8.3,13.3,39.0,-14.8,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-12-15 22:20:59.384456
2020-03-05,03:00,32.3,21.7,64.6,0.0,0,30.12,SE,9.1,12.2,39.0,-14.9,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-12-15 22:20:59.384456
