Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2014-02-23,00:15,32.3,32.5,24.3,72.0,0.0,NE@3.1,4.6,37.7,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,00:30,32.1,32.4,24.6,73.4,0.0,NE@3.9,6.0,37.6,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,00:45,31.9,32.2,24.8,75.2,0.0,NE@4.6,6.4,37.6,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,01:00,31.8,32.2,25.0,75.9,0.0,NE@4.5,6.4,37.5,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,01:15,31.7,32.0,25.1,76.7,0.0,NE@4.3,5.3,37.5,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,01:30,31.5,31.8,25.1,77.4,0.0,N@4.4,5.7,37.4,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,01:45,31.4,31.8,25.1,77.8,0.0,N@4.4,6.0,37.4,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,02:00,31.4,31.7,25.0,77.6,0.0,NE@4.4,6.0,37.3,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,02:15,31.3,31.7,24.9,77.5,0.0,N@4.4,6.0,37.3,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,02:30,31.2,31.6,24.9,77.9,0.0,N@4.9,6.4,37.2,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,02:45,31.1,31.5,24.9,78.5,0.0,N@5.1,6.4,37.2,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,03:00,30.9,31.2,24.9,79.0,0.0,N@4.7,6.0,37.2,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,03:15,30.7,31.1,24.8,79.3,0.0,N@4.6,6.4,37.1,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,03:30,30.8,31.1,24.8,79.3,0.0,N@3.9,4.9,37.1,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,03:45,30.7,31.0,24.8,79.3,0.0,N@3.2,4.6,37.0,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,04:00,30.6,30.9,24.7,79.6,0.0,N@3.4,4.6,37.0,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,04:15,30.7,31.0,24.9,79.8,0.0,N@3.9,5.7,36.9,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,04:30,30.7,31.0,25.0,80.1,0.0,N@4.5,6.0,36.9,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,04:45,30.6,30.9,25.1,80.8,0.0,N@5.2,6.4,36.8,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,05:00,30.6,31.0,25.2,81.0,0.0,N@4.4,5.7,36.8,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,05:15,30.6,31.0,25.1,80.9,0.0,N@3.6,4.9,36.8,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,05:30,30.6,30.9,25.1,80.9,0.0,N@3.3,4.2,36.7,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,05:45,30.5,30.8,25.0,81.0,0.0,N@3.6,4.9,36.7,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,06:00,30.5,30.8,25.0,81.1,0.0,N@4.1,6.0,36.6,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
2014-02-23,06:15,30.4,30.7,25.0,81.2,0.0,N@5.0,6.7,36.6,0.0,0,"Royal City East, Grant County",330041,Royal City East,2017-12-08 13:32:41.085895
