Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-12-15,00:15,32.6,32.5,E@1.5,3.4,0.0,0,32.6,99.8,29.97,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2020-01-21 14:02:45.904405
2019-12-15,00:30,32.9,32.5,NE@0.6,2.3,0.0,0,32.7,99.2,29.97,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2020-01-21 14:02:45.904405
2019-12-15,00:45,32.7,32.4,E@0.9,1.8,0.0,0,32.6,99.8,29.97,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2020-01-21 14:02:45.904405
2019-12-15,01:00,32.9,32.4,E@1.3,2.9,0.0,0,32.7,99.3,29.98,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2020-01-21 14:02:45.904405
2019-12-15,01:15,33.5,32.7,E@1.3,2.9,0.0,0,32.9,97.5,29.98,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2020-01-21 14:02:45.904405
2019-12-15,01:30,33.6,33.2,E@1.6,4.0,0.0,0,33.4,99.2,29.98,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2020-01-21 14:02:45.904405
2019-12-15,01:45,33.9,33.3,E@0.9,2.3,0.0,0,33.5,98.8,29.99,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2020-01-21 14:02:45.904405
2019-12-15,02:00,33.9,33.4,E@1.5,2.8,0.0,0,33.7,99.1,29.99,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2020-01-21 14:02:45.904405
2019-12-15,02:15,33.7,33.6,E@1.3,2.2,0.0,0,33.7,100.0,30.0,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2020-01-21 14:02:45.904405
2019-12-15,02:30,33.7,33.4,E@1.6,2.9,0.0,0,33.7,99.9,30.0,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2020-01-21 14:02:45.904405
2019-12-15,02:45,33.7,33.4,E@1.7,3.0,0.0,0,33.6,99.6,30.01,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2020-01-21 14:02:45.904405
2019-12-15,03:00,33.8,33.4,E@1.1,2.5,0.0,0,33.7,99.4,30.01,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2020-01-21 14:02:45.904405
