Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-04-28,00:15,40.8,26.6,56.8,SW@1.2,4.6,0.0,0,30.12,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,00:30,39.9,26.3,58.1,SW@1.0,3.9,0.0,0,30.13,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,00:45,41.1,26.1,54.9,W@2.3,4.8,0.0,0,30.13,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,01:00,39.1,26.4,60.1,SE@1.0,2.6,0.0,0,30.13,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,01:15,39.1,26.2,59.5,S@0.9,4.0,0.0,0,30.13,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,01:30,39.1,26.1,59.3,S@1.1,3.6,0.0,0,30.13,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,01:45,39.2,26.1,59.1,S@1.3,4.7,0.0,0,30.14,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,02:00,39.1,26.1,59.2,S@1.2,3.3,0.0,0,30.14,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,02:15,39.3,26.1,58.9,S@1.3,3.7,0.0,0,30.14,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,02:30,39.1,25.9,58.7,S@1.1,3.9,0.0,0,30.14,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,02:45,39.3,25.8,58.1,S@1.1,3.3,0.0,0,30.14,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,03:00,39.2,26.1,59.1,S@1.2,4.3,0.0,0,30.15,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,03:15,38.7,26.1,60.2,S@1.2,3.8,0.0,0,30.15,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,03:30,38.4,26.1,60.8,S@1.2,3.7,0.0,0,30.15,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,03:45,38.3,26.1,61.2,SE@1.1,2.6,0.0,0,30.15,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,04:00,38.3,26.1,61.1,SE@0.9,2.4,0.0,0,30.16,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,04:15,37.8,26.1,62.5,SE@0.7,2.5,0.0,0,30.17,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,04:30,34.8,26.0,70.0,SW@0.6,1.9,0.0,0,30.17,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,04:45,33.6,25.6,72.0,SE@0.4,1.3,0.0,0,30.17,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,05:00,33.4,25.5,72.6,SE@0.7,2.0,0.0,0,30.17,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,05:15,32.8,25.5,74.4,SE@0.7,2.5,0.0,0,30.18,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,05:30,32.0,25.5,76.6,SE@0.8,1.8,0.0,0,30.18,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,05:45,32.1,25.6,76.6,SE@1.1,2.6,0.0,0,30.18,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,06:00,32.5,25.6,75.3,E@1.0,2.2,0.0,1,30.18,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,06:15,31.7,25.5,77.8,E@0.8,1.7,0.0,5,30.18,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,06:30,31.3,25.4,79.1,E@1.3,3.4,0.0,10,30.19,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,06:45,32.0,25.7,77.9,SE@0.8,2.3,0.0,14,30.19,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,07:00,32.0,26.0,78.7,SE@0.8,2.5,0.0,19,30.2,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,07:15,33.2,26.8,76.9,E@1.3,3.4,0.0,112,30.2,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,07:30,34.7,27.9,75.7,E@1.3,3.6,0.0,192,30.2,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,07:45,37.5,29.3,71.8,NE@1.1,3.5,0.0,240,30.2,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,08:00,40.1,29.9,66.6,NE@1.0,2.8,0.0,283,30.2,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,08:15,41.7,31.4,66.6,NW@1.3,2.6,0.0,325,30.2,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,08:30,42.4,31.2,64.2,NW@1.5,2.8,0.0,367,30.2,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,08:45,44.0,31.5,61.2,NW@1.5,3.0,0.0,410,30.2,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,09:00,45.2,30.9,57.0,NW@1.5,5.0,0.0,452,30.2,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,09:15,45.8,31.1,56.3,NW@1.5,3.0,0.0,492,30.2,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,09:30,46.8,31.3,54.7,NW@1.4,3.1,0.0,532,30.19,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,09:45,48.1,30.9,51.2,NW@1.3,3.8,0.0,570,30.19,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,10:00,47.5,30.6,51.5,NW@2.0,4.3,0.0,604,30.19,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,10:15,48.1,31.2,51.8,NW@2.0,4.7,0.0,637,30.18,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,10:30,49.3,32.1,51.2,NW@1.8,4.3,0.0,667,30.18,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,10:45,49.6,32.7,51.9,NW@1.9,4.9,0.0,697,30.18,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,11:00,50.7,33.0,50.6,NW@1.8,4.0,0.0,704,30.18,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,11:15,52.0,33.4,49.0,NW@1.9,5.5,0.0,749,30.19,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
2019-04-28,11:30,54.6,32.2,42.2,N@1.9,5.0,0.0,774,30.18,"Dog.River, Hood River, Hood River County",100002,"Dog.River, OR",2019-06-25 19:00:13.255968
