Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph,Location,Station ID,Station Name,Download Timestamp
2020-09-27,00:15,53.2,49.8,88.2,0.0,0,30.25,SW,0.8,2.0,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,00:30,53.4,49.6,87.0,0.0,0,30.26,S,1.1,2.8,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,00:45,53.4,49.6,86.9,0.0,0,30.26,S,0.8,1.8,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,01:00,53.7,49.6,85.9,0.0,0,30.26,SW,0.8,1.9,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,01:15,54.8,49.1,80.9,0.0,0,30.26,SW,2.1,8.0,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,01:30,55.3,48.4,77.6,0.0,0,30.25,SW,2.6,7.4,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,01:45,53.8,48.0,80.8,0.0,0,30.26,NW,1.2,4.7,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,02:00,52.3,48.1,85.4,0.0,0,30.27,SW,1.0,2.2,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,02:15,52.2,48.0,85.2,0.0,0,30.28,SW,1.0,2.0,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,02:30,52.2,48.1,85.9,0.0,0,30.28,S,1.4,2.5,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,02:45,52.1,48.4,87.1,0.0,0,30.29,SE,1.3,4.5,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,03:00,52.9,48.8,85.7,0.0,0,30.29,S,1.7,4.8,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,03:15,53.8,47.9,80.4,0.0,0,30.28,SW,1.9,5.1,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,03:30,54.1,47.1,77.1,0.0,0,30.28,SW,2.5,7.2,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,03:45,54.2,46.6,75.3,0.0,0,30.28,SW,2.3,5.7,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,04:00,53.7,46.4,76.2,0.0,0,30.29,W,2.1,6.6,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,04:15,51.3,46.4,83.4,0.0,0,30.3,SW,1.3,3.0,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,04:30,51.0,46.3,83.7,0.0,0,30.3,SW,0.9,2.4,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,04:45,50.0,45.9,85.6,0.0,0,30.3,S,1.2,2.4,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,05:00,49.8,45.4,84.7,,0,30.3,S,1.4,2.5,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,05:15,49.3,45.3,85.9,0.0,0,30.31,SE,1.5,4.8,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
2020-09-27,05:30,48.8,45.0,86.3,0.0,0,30.31,SE,1.7,3.8,"Dog.River*, Hood River, Hood River County",100002,Dog.River*,2020-12-17 09:10:44.064022
