Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2011-11-03,00:15,43.8,39.0,82.8,0.01,0,,S,5.1,8.9,,47.5,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,00:30,43.7,39.0,83.2,0.01,0,,SE,4.7,8.5,,47.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,00:45,43.3,38.8,83.8,0.0,0,,SE,7.2,11.7,,47.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,01:00,43.1,38.2,82.6,0.01,0,,S,8.1,12.1,,47.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,01:15,43.1,37.7,80.8,0.01,0,,S,8.4,14.6,,47.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,01:30,42.7,38.1,83.6,0.0,0,,S,7.7,11.7,,47.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,01:45,42.5,38.1,84.1,0.0,0,,S,7.0,11.0,,47.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,02:00,42.2,38.0,85.0,0.0,0,,S,6.6,8.9,,47.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,02:15,42.0,38.0,85.3,0.0,0,,S,6.9,10.3,,47.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,02:30,41.7,38.0,86.5,0.0,0,,S,7.2,10.7,,47.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,02:45,42.3,37.7,83.5,0.0,0,,S,8.6,12.1,,47.3,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,03:00,42.3,37.2,82.0,0.0,0,,S,8.1,14.6,,47.3,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,03:15,42.6,36.9,80.3,0.0,0,,S,7.8,13.9,,47.3,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,03:30,42.3,36.8,80.7,0.0,0,,S,7.2,11.0,,47.3,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,03:45,42.6,36.8,79.5,0.0,0,,S,8.1,15.0,,47.3,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,04:00,42.4,36.8,80.5,0.0,0,,S,6.5,11.0,,47.3,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,04:15,42.2,36.9,81.2,0.0,0,,S,5.6,7.8,,47.3,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,04:30,42.1,36.8,81.2,0.0,0,,S,6.5,10.3,,47.2,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,04:45,42.4,36.5,79.3,0.0,0,,S,7.0,10.3,,47.2,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,05:00,41.9,36.4,80.7,0.0,0,,S,6.4,9.6,,47.2,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,05:15,41.3,36.4,82.4,0.0,0,,S,6.0,8.9,,47.2,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,05:30,41.1,36.5,83.5,0.0,0,,S,4.9,9.6,,47.2,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,05:45,41.2,36.8,84.1,0.0,0,,S,4.5,7.4,,47.1,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,06:00,41.1,36.9,84.9,0.0,0,,S,4.7,7.1,,47.1,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,06:15,40.3,37.0,87.6,0.0,0,,SE,4.8,7.4,,47.1,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,06:30,41.4,37.1,84.6,0.0,0,,S,6.3,9.9,,47.1,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,06:45,41.2,36.7,83.6,0.0,0,,S,5.0,7.8,,47.0,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,07:00,39.9,36.1,86.3,0.0,2,,SE,3.3,4.6,,47.0,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,07:15,38.1,35.4,89.7,0.0,8,,NE,3.0,5.7,,47.0,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,07:30,37.1,34.9,91.6,0.0,16,,S,1.2,2.4,,47.0,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,07:45,37.5,35.6,92.7,0.0,30,,E,1.3,2.8,,47.0,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,08:00,37.7,35.9,93.0,0.0,36,,E,1.5,2.8,,46.9,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,08:15,37.4,35.6,93.1,0.0,37,,S,1.4,2.8,,46.9,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,08:30,37.4,35.7,93.5,0.0,62,,SE,0.5,2.1,,46.9,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,08:45,39.2,37.5,93.3,0.0,182,,SW,0.7,1.7,,46.9,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,09:00,40.9,38.7,91.7,0.0,139,,S,2.8,4.6,,46.8,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,09:15,41.8,38.9,89.3,0.0,85,,S,3.4,5.3,,46.8,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,09:30,42.5,39.2,87.9,0.0,134,,SE,2.6,4.2,,46.8,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,09:45,43.6,39.6,85.5,0.0,154,,SE,2.7,4.6,,46.8,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,10:00,44.0,39.3,83.5,0.0,161,,S,3.8,5.3,,46.8,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,10:15,44.4,39.1,81.5,0.0,116,,S,3.0,6.0,,46.8,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,10:30,44.9,39.1,80.0,0.0,145,,SW,2.0,3.1,,46.7,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,10:45,46.2,39.5,77.3,0.0,332,,W,1.5,3.5,,46.8,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,11:00,48.2,40.2,73.8,0.0,503,,W,2.5,3.9,,46.8,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,11:15,49.0,39.6,69.9,0.0,343,,W,2.3,4.2,,46.8,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,11:30,47.7,40.4,75.7,0.0,395,,NE,3.6,5.7,,46.8,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,11:45,47.7,40.6,76.3,0.02,128,,N,4.1,6.0,,46.8,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,12:00,46.2,41.4,83.2,0.01,95,,N ,4.1,5.7,,46.9,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,12:15,46.2,42.0,85.1,0.0,134,,NE,3.9,5.7,,46.9,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,12:30,46.2,41.9,84.8,0.0,149,,E,3.8,5.7,,47.0,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,12:45,47.1,40.6,77.9,0.0,341,,E,3.1,4.9,,47.0,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,13:00,47.8,39.7,73.2,0.0,185,,NE,3.7,5.3,,47.1,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,13:15,47.4,39.5,73.7,0.0,133,,NE,2.6,3.5,,47.1,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,13:30,47.3,40.1,76.1,0.0,121,,N ,3.0,4.2,,47.2,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,13:45,47.3,40.6,77.3,0.0,231,,NE,2.6,3.9,,47.3,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,14:00,49.1,39.5,69.3,0.0,325,,NE,3.1,4.9,,47.3,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,14:15,49.9,39.2,66.4,0.0,332,,NE,2.7,5.3,,47.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,14:30,50.2,38.6,64.1,0.0,228,,NE,2.5,6.0,,47.5,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
2011-11-03,14:45,50.1,39.0,65.4,0.0,324,,E,2.9,4.9,,47.5,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-26 17:16:42.233062
