Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2019-03-07,00:15,36.8,32.3,83.7,0.01,0,,S,5.9,9.2,,33.5,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,00:30,36.8,32.1,82.8,0.02,0,,S,6.5,9.9,,33.5,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,00:45,36.6,32.2,83.7,0.02,0,,S,7.5,13.2,,33.5,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,01:00,36.5,32.4,84.8,0.02,0,,S,6.8,11.0,,33.5,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,01:15,36.0,32.1,85.6,0.01,0,,S,6.9,11.4,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,01:30,36.4,31.5,82.0,0.01,0,,S,7.2,11.7,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,01:45,36.1,31.3,82.5,0.0,0,,S,7.3,13.2,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,02:00,35.5,31.6,85.4,0.0,0,,S,6.8,10.7,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,02:15,35.4,31.5,85.8,0.01,0,,S,7.4,11.4,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,02:30,35.4,31.5,85.6,0.0,0,,S,7.4,11.0,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,02:45,34.9,31.2,86.1,0.0,0,,S,6.6,9.6,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,03:00,35.0,30.8,84.5,0.0,0,,S,6.1,8.9,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,03:15,36.0,31.4,83.0,0.01,0,,S,6.0,9.6,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,03:30,36.5,31.5,81.9,0.01,0,,S,6.4,10.3,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,03:45,36.7,31.6,81.3,0.01,0,,S,7.4,12.1,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,04:00,36.6,32.0,83.0,0.01,0,,S,6.5,9.9,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,04:15,35.9,32.1,85.8,0.01,0,,S,6.1,9.6,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,04:30,35.6,31.9,86.5,0.0,0,,S,5.6,8.9,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,04:45,35.3,31.8,87.0,0.0,0,,S,4.9,6.7,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,05:00,35.5,31.8,86.2,0.01,0,,S,4.0,5.7,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,05:15,35.1,31.9,87.9,0.0,0,,S,4.4,7.4,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,05:30,35.5,32.3,87.8,0.01,0,,S,4.7,7.1,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,05:45,35.1,32.1,88.7,0.0,0,,S,3.1,5.7,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,06:00,34.1,31.5,90.0,0.0,0,,NE,1.8,3.9,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,06:15,33.1,31.0,91.9,0.0,0,,E,1.0,3.9,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,06:30,32.7,30.8,92.6,0.0,0,,NW,1.5,4.2,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,06:45,32.7,31.1,93.6,0.0,2,,W,2.1,4.2,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,07:00,32.8,31.3,94.0,0.0,5,,SW,0.7,3.5,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,07:15,32.9,31.5,94.3,0.0,10,,E,0.3,3.1,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,07:30,33.4,32.0,94.6,0.0,19,,S,0.9,4.9,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,07:45,34.6,32.4,91.5,0.0,20,,SE,3.8,6.7,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,08:00,34.7,32.4,91.1,0.01,34,,S,1.9,3.9,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,08:15,35.2,32.9,91.4,0.0,70,,SW,2.9,4.6,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,08:30,36.1,33.0,88.4,0.01,162,,S,4.1,7.1,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
2019-03-07,08:45,36.6,32.7,85.5,0.01,168,,S,7.5,12.4,,33.4,,,"Lawrence, Lawrence, Whatcom County",330024,Lawrence,2020-12-23 00:34:30.300401
