Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg, 8 in. SWP kPa, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-04-12,00:15,34.4,E@7.0,9.6,0.0,,21.3,58.5,30.14,-27.4,49.4,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
2020-04-12,00:30,34.4,E@5.6,8.5,0.0,,21.3,58.5,30.15,-27.3,49.3,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
2020-04-12,00:45,32.0,SE@3.4,5.6,0.0,,21.1,63.7,30.15,-27.3,49.2,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
2020-04-12,01:00,32.7,SE@3.3,5.1,0.0,,21.0,61.5,30.15,-27.3,49.1,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
2020-04-12,01:15,32.1,E@3.2,4.8,0.0,,21.0,63.1,30.15,-27.3,48.9,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
2020-04-12,01:30,31.4,E@5.2,7.8,0.0,,19.9,62.6,30.15,-27.3,48.8,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
2020-04-12,01:45,31.3,SE@4.9,7.8,0.0,,19.3,61.2,30.17,-27.2,48.7,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
2020-04-12,02:00,32.0,SE@3.1,5.7,0.0,,19.9,60.6,30.17,-27.3,48.6,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
2020-04-12,02:15,29.8,E@3.9,5.5,0.0,,19.4,65.9,30.17,-27.2,48.5,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
2020-04-12,02:30,30.7,E@6.1,7.7,0.0,,19.4,63.2,30.18,-27.2,48.4,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
2020-04-12,02:45,30.7,E@8.9,12.4,0.0,,19.0,62.2,30.18,-27.2,48.2,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
2020-04-12,03:00,30.2,E@10.3,11.9,0.0,,18.9,63.4,30.18,-27.2,48.2,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
2020-04-12,03:15,29.4,E@8.3,10.9,0.0,,18.8,65.4,30.18,-27.2,48.0,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
2020-04-12,03:30,28.0,E@6.2,9.3,0.0,,18.4,68.9,30.19,-27.1,47.9,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
2020-04-12,03:45,28.5,E@5.4,8.3,0.0,,18.1,66.3,30.19,-27.2,47.8,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 21:55:44.050443
