Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg, 8 in. SWP kPa, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-02-11,23:15,34.8,W@13.4,18.5,0.0,0,31.5,87.5,30.12,-9.5,35.1,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 20:34:07.711569
2020-02-11,23:30,34.4,W@13.6,18.9,0.0,0,31.2,87.8,30.12,-9.4,35.1,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 20:34:07.711569
2020-02-11,23:45,34.4,W@14.5,19.4,0.0,0,31.6,89.2,30.12,-9.4,35.1,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 20:34:07.711569
2020-02-11,24:00,34.4,W@12.4,15.8,0.0,0,31.2,87.9,30.13,-9.5,35.1,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 20:34:07.711569
2020-02-12,00:15,34.3,W@12.5,16.9,0.0,0,31.1,88.2,30.13,-9.4,35.0,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 20:34:07.711569
2020-02-12,00:30,34.3,W@13.7,19.8,0.0,0,31.1,88.0,30.13,-9.4,34.9,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 20:34:07.711569
2020-02-12,00:45,34.0,W@13.1,17.1,0.0,0,31.1,88.9,30.13,-9.4,34.9,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 20:34:07.711569
2020-02-12,01:00,33.8,W@13.0,17.9,0.0,0,30.8,88.7,30.14,-9.5,34.9,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 20:34:07.711569
2020-02-12,01:15,33.5,W@12.0,16.1,0.0,0,30.7,89.3,30.14,-9.5,34.9,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 20:34:07.711569
2020-02-12,01:30,33.2,W@11.4,15.4,0.0,0,30.7,90.6,30.15,-9.5,34.9,"Pomeroy.E, Pomeroy, Garfield County",100022,Pomeroy.E,2020-06-01 20:34:07.711569
