Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-12-13,23:15,38.6,38.5,99.4,0.0,0,30.11,NE,0.4,2.1,0.85,41.2,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:28:19.691867
2020-12-13,23:30,38.4,38.3,99.5,0.0,0,30.11,SE,0.8,2.4,0.85,41.2,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:28:19.691867
2020-12-13,23:45,38.0,37.9,99.5,0.0,0,30.11,SE,0.6,2.1,0.85,41.2,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:28:19.691867
2020-12-13,24:00,39.1,39.0,99.6,0.0,0,30.12,S,1.3,3.1,0.85,41.2,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:28:19.691867
2020-12-14,00:15,41.7,41.6,99.5,0.0,0,30.12,SE,1.1,5.7,0.85,41.2,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:28:19.691867
2020-12-14,00:30,42.9,41.9,96.3,0.0,0,30.12,S,1.4,3.9,0.85,41.2,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:28:19.691867
2020-12-14,00:45,43.2,41.8,94.6,0.0,0,30.13,SE,1.3,2.8,0.85,41.2,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:28:19.691867
2020-12-14,01:00,43.0,41.4,94.0,0.0,0,30.13,SE,0.5,4.2,0.85,41.2,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:28:19.691867
2020-12-14,01:15,42.6,41.1,94.3,0.0,0,30.14,SE,0.3,2.4,0.84,41.2,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:28:19.691867
2020-12-14,01:30,43.0,41.3,93.6,0.0,0,30.14,S,0.1,1.7,0.84,41.2,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:28:19.691867
