Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2013-12-12,00:15,30.6,29.8,29.5,96.7,0.02,N@0.0,0.0,32.8,0.0,0,30.19,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,00:30,30.1,29.5,29.0,96.9,0.0,SE@0.8,2.8,32.8,0.0,0,30.18,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,00:45,29.9,29.3,28.7,97.0,0.0,N@0.0,0.0,32.8,0.0,0,30.17,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,01:00,29.7,29.1,28.5,97.1,0.0,W@0.4,2.4,32.8,0.0,0,30.17,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,01:15,29.5,28.8,28.3,97.1,0.0,S@0.1,1.7,32.8,0.0,0,30.16,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,01:30,29.2,28.6,28.0,97.1,0.0,W@0.3,1.7,32.8,0.0,0,30.16,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,01:45,29.2,28.5,28.0,97.2,0.0,SE@0.2,2.4,32.8,0.0,0,30.15,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,02:00,29.1,28.4,27.9,97.2,0.0,W@1.2,2.4,32.8,0.0,0,30.15,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,02:15,28.7,28.1,27.5,97.3,0.0,W@0.9,2.4,32.8,0.0,0,30.15,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,02:30,28.8,28.2,27.6,97.4,0.0,W@1.5,2.8,32.8,0.0,0,30.15,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,02:45,29.0,28.4,27.8,97.5,0.0,W@1.5,3.1,32.8,0.0,0,30.15,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,03:00,29.1,28.4,27.9,97.5,0.0,W@1.3,2.4,32.8,0.0,0,30.15,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,03:15,28.9,28.2,27.7,97.5,0.0,W@0.6,2.8,32.8,0.0,0,30.15,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,03:30,28.8,28.0,27.6,97.4,0.0,SE@0.5,2.4,32.8,0.0,0,30.15,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,03:45,28.4,27.7,27.1,97.4,0.0,SE@1.3,3.1,32.8,0.0,0,30.14,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,04:00,28.3,27.9,27.1,97.5,0.0,SE@0.3,2.4,32.8,0.0,0,30.14,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,04:15,28.2,27.7,26.9,97.5,0.0,SE@0.8,2.8,32.8,0.0,0,30.13,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,04:30,28.2,27.5,27.0,97.7,0.0,SE@0.0,1.4,32.8,0.0,0,30.13,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,04:45,28.1,27.4,26.7,97.2,0.0,SE@0.5,3.5,32.8,0.0,0,30.13,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,05:00,28.1,27.5,26.7,97.1,0.0,SE@1.6,3.1,32.8,0.0,0,30.13,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,05:15,28.2,27.6,26.7,97.0,0.0,S@0.9,3.1,32.8,0.0,0,30.13,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,05:30,28.2,27.5,26.8,96.9,0.0,S@0.5,2.1,32.8,0.0,0,30.13,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,05:45,28.1,27.4,26.6,96.8,0.0,N@0.0,0.0,32.8,0.0,0,30.13,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,06:00,28.0,27.3,26.4,96.7,0.0,S@0.0,1.4,32.8,0.0,0,30.13,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,06:15,27.7,27.1,26.2,96.6,0.0,SE@1.4,2.4,32.8,0.0,0,30.12,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,06:30,27.3,26.8,25.7,96.5,0.0,SE@2.1,3.5,32.8,0.0,0,30.12,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,06:45,27.2,26.7,25.6,96.5,0.0,SE@1.9,2.8,32.8,0.0,0,30.11,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,07:00,27.3,26.8,25.6,96.5,0.0,SE@1.3,2.4,32.8,0.0,0,30.11,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,07:15,27.2,26.5,25.5,96.2,0.0,SE@0.0,1.4,32.8,0.0,0,30.11,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,07:30,26.1,25.5,24.1,95.7,0.0,W@2.1,2.8,32.8,0.0,0,30.11,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,07:45,26.4,25.8,24.4,95.7,0.0,SE@0.0,2.1,32.8,0.0,4,30.1,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,08:00,26.6,25.9,24.6,95.8,0.0,E@0.5,2.4,32.8,0.0,3,30.1,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,08:15,26.9,26.3,25.1,96.0,0.0,N@0.4,2.4,32.8,0.0,16,30.1,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,08:30,26.8,26.2,24.9,95.9,0.0,W@1.5,2.8,32.8,0.0,27,30.1,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,08:45,27.4,26.9,25.7,96.2,0.0,SW@0.6,2.1,32.8,0.0,42,30.11,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,09:00,27.9,27.3,26.3,96.4,0.0,SE@0.6,2.4,32.8,0.0,52,30.11,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,09:15,28.5,27.9,27.1,96.6,0.0,SE@1.2,2.8,32.8,0.0,64,30.11,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,09:30,28.9,28.3,27.6,96.8,0.0,SE@1.5,3.9,32.8,0.0,75,30.11,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,09:45,29.6,29.0,28.4,97.1,0.05,SE@1.9,3.1,32.8,0.0,95,30.12,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,10:00,30.3,29.6,29.2,97.2,0.09,SE@2.5,3.9,32.8,0.0,104,30.12,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,10:15,30.7,30.0,29.7,97.4,0.15,SE@2.0,3.5,32.8,0.0,67,30.12,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,10:30,31.0,30.2,30.1,97.6,0.24,E@0.5,2.4,32.8,0.0,66,30.13,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,10:45,31.3,30.6,30.6,97.7,0.35,SE@1.2,3.1,32.8,0.0,66,30.12,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,11:00,31.9,31.2,31.2,97.9,0.62,SE@2.2,3.9,32.8,0.0,84,30.11,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,11:15,32.3,31.6,31.8,98.0,0.89,E@2.3,4.2,32.8,0.0,84,30.11,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,11:30,32.8,32.1,32.3,98.1,0.84,W@2.3,4.2,32.8,0.0,85,30.1,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,11:45,33.3,32.7,32.9,98.2,0.73,E@1.9,3.1,32.8,0.0,101,30.1,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,12:00,34.2,33.6,33.8,98.3,0.7,SE@1.7,3.5,32.8,0.0,89,30.09,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,12:15,34.2,33.5,33.8,98.3,0.73,SE@1.3,3.1,32.8,0.0,31,30.09,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,12:30,34.5,33.9,34.1,98.4,0.85,E@1.7,3.5,32.8,0.0,38,30.08,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,12:45,34.7,34.0,34.3,98.4,0.86,W@2.7,5.3,32.8,0.0,32,30.08,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,13:00,34.8,34.1,34.4,98.4,0.81,SE@2.5,4.2,32.8,0.02,23,30.07,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,13:15,34.9,34.2,34.5,98.5,0.74,SE@1.7,3.9,32.8,0.02,33,30.06,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,13:30,35.0,34.3,34.6,98.5,0.68,W@3.3,6.0,32.8,0.02,31,30.07,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,13:45,34.8,34.3,34.5,98.5,0.61,W@3.5,6.4,32.8,0.02,17,30.09,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,14:00,35.1,34.5,34.7,98.5,0.58,SE@1.1,3.9,32.8,0.04,28,30.09,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,14:15,35.5,34.9,35.1,98.6,0.55,SE@2.1,3.1,32.8,0.02,24,30.08,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,14:30,35.6,35.0,35.3,98.6,0.55,SE@1.2,3.1,32.8,0.02,18,30.09,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
2013-12-12,14:45,35.6,34.9,35.3,98.6,0.54,SE@2.3,3.9,32.8,0.03,8,30.09,"WSU Puyallup, Puyallup, Pierce County",310102,WSU Puyallup,2017-11-23 01:29:34.119256
