Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2021-01-24,23:15,38.7,35.4,87.8,0.0,0,29.76,S,3.0,8.5,0.57,40.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
2021-01-24,23:30,38.6,35.2,87.5,0.0,0,29.77,S,2.9,5.7,0.56,40.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
2021-01-24,23:45,38.3,35.0,87.5,0.0,0,29.77,S,3.2,8.2,0.55,40.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
2021-01-24,24:00,38.3,34.9,87.4,0.0,0,29.77,S,3.9,8.5,0.54,40.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
2021-01-25,00:15,38.4,34.8,86.8,0.0,0,29.77,S,3.5,7.4,0.52,40.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
2021-01-25,00:30,38.2,34.7,86.9,0.0,0,29.77,S,3.8,9.9,0.51,40.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
2021-01-25,00:45,38.4,34.5,85.9,0.0,0,29.77,S,3.8,9.6,0.47,40.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
2021-01-25,01:00,38.4,34.5,85.5,0.0,0,29.78,S,3.5,11.4,0.42,40.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
2021-01-25,01:15,38.5,34.3,84.6,0.0,0,29.78,S,3.7,8.9,0.36,40.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
2021-01-25,01:30,38.5,34.1,84.1,0.0,0,29.78,S,3.6,7.4,0.28,40.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
2021-01-25,01:45,38.1,33.8,84.3,0.0,0,29.78,S,3.1,6.7,0.2,40.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
2021-01-25,02:00,37.8,33.6,84.8,0.0,0,29.79,S,2.7,7.1,0.16,40.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
2021-01-25,02:15,38.0,33.6,83.9,0.0,0,29.79,S,2.5,6.4,0.12,40.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
2021-01-25,02:30,37.8,33.5,84.0,0.0,0,29.79,SE,3.1,6.7,0.09,40.0,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
2021-01-25,02:45,37.8,33.4,83.9,0.0,0,29.8,S,2.9,5.3,0.03,39.9,"Puyallup, Puyallup, Pierce County",310102,Puyallup,2021-04-15 13:29:12.690170
