Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Bed Temp °F,Location,Station ID,Station Name,Download Timestamp
2019-03-07,00:15,36.2,31.8,83.7,0.0,0,29.83,SE,5.0,9.6,0.08,37.7,40.2,15.5,38.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-16 04:35:26.770767
2019-03-07,00:30,36.7,32.6,85.0,0.0,0,29.83,SE,4.5,7.1,0.14,37.6,40.1,15.5,46.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-16 04:35:26.770767
2019-03-07,00:45,36.9,33.4,87.1,0.01,0,29.83,SE,5.1,8.5,0.27,37.6,40.1,15.5,48.2,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-16 04:35:26.770767
2019-03-07,01:00,37.3,34.2,88.4,0.0,0,29.84,S,1.7,10.3,0.32,37.6,40.0,15.4,52.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-16 04:35:26.770767
2019-03-07,01:15,36.6,33.6,88.9,0.05,0,29.85,S,4.9,13.5,0.34,37.6,40.0,15.4,49.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-16 04:35:26.770767
2019-03-07,01:30,35.3,32.7,90.4,0.03,0,29.86,SE,3.1,7.4,0.35,37.6,40.0,15.4,47.1,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-16 04:35:26.770767
2019-03-07,01:45,34.2,32.0,91.2,0.02,0,29.86,S,1.2,10.3,0.37,37.6,39.9,15.3,45.3,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-16 04:35:26.770767
2019-03-07,02:00,33.6,31.5,91.9,0.02,0,29.86,SE,1.8,4.6,0.4,37.5,39.9,15.3,44.9,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-16 04:35:26.770767
2019-03-07,02:15,33.4,31.4,92.4,0.01,0,29.87,SE,2.5,4.6,0.42,37.4,39.9,15.3,44.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-16 04:35:26.770767
2019-03-07,02:30,33.2,31.4,92.9,0.0,0,29.87,SE,3.2,7.1,0.44,37.3,39.8,15.3,44.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-16 04:35:26.770767
2019-03-07,02:45,33.1,31.3,93.2,0.01,0,29.86,SE,3.6,5.3,0.46,37.2,39.8,15.3,44.8,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-16 04:35:26.770767
2019-03-07,03:00,33.3,31.6,93.5,0.02,0,29.86,SE,3.3,5.7,0.48,37.1,39.8,15.3,44.7,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-12-16 04:35:26.770767
