Date,Time PDT,Air Temp °F, Bed Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2017-03-08,23:15,42.8,42.0,42.1,97.4,0.0,SE@3.4,4.9,0.63,0,41.7,42.2,24.0,30.12,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-06-01 13:52:43.279295
2017-03-08,23:30,42.9,42.1,42.3,97.6,0.0,SE@2.2,5.3,0.63,0,41.8,42.2,24.0,30.12,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-06-01 13:52:43.279295
2017-03-08,23:45,43.3,42.4,42.6,97.7,0.0,SE@0.6,3.9,0.64,0,41.8,42.2,23.9,30.12,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-06-01 13:52:43.279295
2017-03-08,24:00,43.3,42.5,42.7,97.7,0.0,S@0.8,3.5,0.65,0,41.8,42.2,23.9,30.12,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-06-01 13:52:43.279295
2017-03-09,00:15,43.4,42.5,42.8,97.8,0.0,SE@0.6,3.1,0.65,0,41.8,42.2,23.8,30.12,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-06-01 13:52:43.279295
2017-03-09,00:30,43.3,42.3,42.8,97.9,0.0,NW@0.1,2.1,0.66,0,41.8,42.2,23.8,30.12,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-06-01 13:52:43.279295
2017-03-09,00:45,43.9,42.7,43.3,98.0,0.0,NW@1.0,4.2,0.67,0,41.9,42.2,23.8,30.13,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-06-01 13:52:43.279295
2017-03-09,01:00,44.1,42.8,43.5,97.9,0.0,N @0.0,0.0,0.67,0,41.9,42.2,23.8,30.14,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-06-01 13:52:43.279295
2017-03-09,01:15,43.7,42.5,43.2,97.9,0.0,N @0.0,0.0,0.67,0,41.9,42.1,23.7,30.14,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-06-01 13:52:43.279295
2017-03-09,01:30,43.2,41.6,42.7,97.9,0.0,N @0.0,0.0,0.67,0,41.9,42.1,23.7,30.14,"Grayland, Grayland, Grays Harbor County",300213,Grayland,2020-06-01 13:52:43.279295
