Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-03-06,23:15,38.7,30.5,72.1,0.0,E@4.0,5.7,0.0,0,41.8,"Boyd.Dist (Boyd District), Chelan County",330037,Boyd.Dist,2020-06-02 01:10:32.171836
2020-03-06,23:30,39.0,30.5,71.3,0.0,E@3.4,4.9,0.0,0,41.8,"Boyd.Dist (Boyd District), Chelan County",330037,Boyd.Dist,2020-06-02 01:10:32.171836
2020-03-06,23:45,39.6,30.9,70.9,0.0,S@1.7,4.2,0.0,0,41.8,"Boyd.Dist (Boyd District), Chelan County",330037,Boyd.Dist,2020-06-02 01:10:32.171836
2020-03-06,24:00,39.7,31.0,70.5,0.0,N @1.6,3.1,0.0,0,41.8,"Boyd.Dist (Boyd District), Chelan County",330037,Boyd.Dist,2020-06-02 01:10:32.171836
2020-03-07,00:15,39.1,31.2,73.0,0.0,E@1.8,2.8,0.28,0,41.8,"Boyd.Dist (Boyd District), Chelan County",330037,Boyd.Dist,2020-06-02 01:10:32.171836
2020-03-07,00:30,39.0,31.8,75.1,0.0,E@3.2,4.6,0.92,0,41.7,"Boyd.Dist (Boyd District), Chelan County",330037,Boyd.Dist,2020-06-02 01:10:32.171836
2020-03-07,00:45,38.4,32.5,79.2,0.0,E@4.0,5.7,1.0,0,41.7,"Boyd.Dist (Boyd District), Chelan County",330037,Boyd.Dist,2020-06-02 01:10:32.171836
2020-03-07,01:00,38.5,33.0,80.5,0.0,E@4.2,6.0,1.0,0,41.7,"Boyd.Dist (Boyd District), Chelan County",330037,Boyd.Dist,2020-06-02 01:10:32.171836
2020-03-07,01:15,38.2,34.0,84.7,0.01,E@4.1,6.0,0.94,0,41.7,"Boyd.Dist (Boyd District), Chelan County",330037,Boyd.Dist,2020-06-02 01:10:32.171836
2020-03-07,01:30,37.9,34.7,87.9,0.0,NE@3.2,4.9,0.93,0,41.7,"Boyd.Dist (Boyd District), Chelan County",330037,Boyd.Dist,2020-06-02 01:10:32.171836
