Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %,Location,Station ID,Station Name,Download Timestamp
2021-03-27,00:15,54.1,30.2,39.9,0.0,0,30.18,NW,9.0,21.0,0.0,50.6,52.0,13.4,"Vantage, Vantage, Kittitas County",300212,Vantage,2021-11-08 22:15:36.152240
2021-03-27,00:30,53.4,30.8,41.8,0.0,0,30.19,NW,10.3,22.5,0.0,50.5,51.9,13.4,"Vantage, Vantage, Kittitas County",300212,Vantage,2021-11-08 22:15:36.152240
2021-03-27,00:45,53.5,30.6,41.3,0.0,0,30.19,W,9.6,17.5,0.0,50.4,51.9,13.4,"Vantage, Vantage, Kittitas County",300212,Vantage,2021-11-08 22:15:36.152240
2021-03-27,01:00,53.7,30.4,40.7,0.0,0,30.19,NW,9.0,15.7,0.0,50.3,51.9,13.4,"Vantage, Vantage, Kittitas County",300212,Vantage,2021-11-08 22:15:36.152240
2021-03-27,01:15,53.5,30.5,41.1,0.0,0,30.19,NW,8.6,16.4,0.0,50.2,51.8,13.4,"Vantage, Vantage, Kittitas County",300212,Vantage,2021-11-08 22:15:36.152240
2021-03-27,01:30,53.4,30.6,41.5,0.0,0,30.2,NW,8.3,14.6,0.0,50.2,51.8,13.4,"Vantage, Vantage, Kittitas County",300212,Vantage,2021-11-08 22:15:36.152240
2021-03-27,01:45,53.1,30.8,42.3,0.0,0,30.2,W,6.3,13.2,0.0,50.1,51.8,13.4,"Vantage, Vantage, Kittitas County",300212,Vantage,2021-11-08 22:15:36.152240
2021-03-27,02:00,53.3,30.5,41.4,0.0,0,30.2,W,6.4,13.9,0.0,50.0,51.7,13.4,"Vantage, Vantage, Kittitas County",300212,Vantage,2021-11-08 22:15:36.152240
2021-03-27,02:15,53.3,30.3,41.2,0.0,0,30.21,W,5.3,11.7,0.0,49.9,51.7,13.4,"Vantage, Vantage, Kittitas County",300212,Vantage,2021-11-08 22:15:36.152240
2021-03-27,02:30,52.8,30.8,42.8,0.0,0,30.21,W,5.6,12.4,0.0,49.8,51.6,13.4,"Vantage, Vantage, Kittitas County",300212,Vantage,2021-11-08 22:15:36.152240
