Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %,Location,Station ID,Station Name,Download Timestamp
2019-03-07,00:15,27.6,22.9,84.9,0.0,0,29.73,SW,7.2,13.5,0.12,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,00:30,27.3,22.8,85.5,0.0,0,29.74,S,6.6,12.4,0.12,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,00:45,27.4,23.0,85.7,0.0,0,29.75,SW,8.8,13.5,0.12,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,01:00,27.6,23.0,85.3,0.0,0,29.75,SW,9.5,16.0,0.12,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,01:15,27.5,23.0,85.8,0.0,0,29.76,S,6.8,13.2,0.12,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,01:30,28.1,23.5,85.0,0.0,0,29.77,SW,6.7,12.1,0.12,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,01:45,28.0,23.5,85.6,0.0,0,29.77,S,9.8,13.9,0.12,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,02:00,31.5,25.9,80.1,0.0,0,29.78,SW,8.0,12.8,0.22,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,02:15,30.7,24.4,78.0,0.0,0,29.79,S,7.3,13.2,0.18,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,02:30,31.7,24.6,75.3,0.0,0,29.79,SW,6.4,10.7,0.18,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,02:45,31.6,24.1,74.2,0.0,0,29.79,SW,6.0,10.3,0.18,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,03:00,28.8,22.8,79.8,0.0,0,29.8,W,3.9,12.8,0.12,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,03:15,31.7,24.7,75.5,0.0,0,29.8,SW,8.3,15.7,0.18,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,03:30,31.4,23.7,73.5,0.0,0,29.81,W,3.1,6.4,0.14,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,03:45,28.0,21.8,79.3,0.0,0,29.82,SE,3.5,9.2,0.1,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,04:00,26.3,21.6,85.4,0.0,0,29.83,SE,6.1,12.1,0.1,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,04:15,27.9,22.1,80.7,0.0,0,29.84,SE,7.8,13.2,0.11,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,04:30,27.4,21.8,82.0,0.0,0,29.85,S,7.0,14.6,0.1,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,04:45,25.7,21.3,86.9,0.0,0,29.85,S,9.8,19.2,0.09,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,05:00,26.1,21.8,86.7,0.0,0,29.85,SE,7.6,22.5,0.09,31.8,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,05:15,28.1,21.8,79.0,0.0,0,29.86,SE,6.0,12.4,0.1,31.9,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,05:30,28.7,21.3,75.2,0.0,0,29.86,SE,7.9,15.0,0.11,31.9,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,05:45,26.7,20.4,79.5,0.0,0,29.86,SE,5.7,11.0,0.09,31.9,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,06:00,26.8,20.2,78.6,0.0,0,29.87,S,3.8,7.8,0.08,31.9,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,06:15,25.9,19.3,79.1,0.0,1,29.88,S,4.5,11.7,0.08,31.9,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,06:30,25.8,19.1,78.6,0.0,3,29.88,S,3.9,7.8,0.08,31.9,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,06:45,25.0,18.5,79.4,0.0,9,29.88,S,4.4,10.3,0.07,31.9,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,07:00,24.2,18.2,81.1,0.0,17,29.89,S,3.8,12.1,0.07,31.9,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,07:15,26.1,19.5,78.9,0.0,32,29.9,S,4.5,11.4,0.08,31.9,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
2019-03-07,07:30,26.3,19.5,78.2,0.0,126,29.9,S,7.8,13.2,0.08,31.9,33.6,22.3,"Vantage, Vantage, Kittitas County",300212,Vantage,2020-12-15 19:19:46.870978
