Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-11-12,00:15,32.1,31.5,97.6,0.0,0,NE,3.3,3.9,0.6,46.2,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,00:30,32.0,31.5,98.1,0.0,0,NE,3.3,3.9,0.62,46.2,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,00:45,32.1,31.4,97.1,0.0,0,NE,3.4,5.3,0.64,46.1,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,01:00,31.6,30.6,96.5,0.0,0,NE,3.8,5.3,0.65,46.0,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,01:15,31.8,30.6,95.6,0.0,0,NE,3.6,4.6,0.65,46.0,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,01:30,32.2,31.1,95.7,0.0,0,NE,3.6,4.2,0.65,45.9,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,01:45,31.7,30.4,95.6,0.0,0,NE,3.5,3.9,0.64,45.8,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,02:00,31.7,30.6,95.9,0.0,0,NE,3.3,3.9,0.64,45.7,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,02:15,32.1,31.1,95.8,0.0,0,NE,3.2,3.9,0.64,45.7,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,02:30,31.7,30.3,95.3,0.0,0,NE,3.1,3.5,0.65,45.6,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,02:45,32.0,30.8,95.5,0.0,0,NE,3.3,3.9,0.65,45.5,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,03:00,31.0,29.5,95.2,0.0,0,NE,3.2,3.9,0.65,45.5,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,03:15,31.5,30.1,95.2,0.0,0,NE,3.3,4.2,0.65,45.4,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,03:30,30.6,29.2,95.4,0.0,0,NE,3.3,3.9,0.65,45.3,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,03:45,30.1,29.0,96.9,0.0,0,NE,3.2,3.9,0.65,45.2,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,04:00,31.0,30.1,97.3,0.0,0,E,3.3,4.2,0.66,45.2,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,04:15,31.1,29.9,95.9,0.0,0,E,3.6,4.6,0.67,45.1,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,04:30,30.2,28.9,96.3,0.0,0,NE,3.6,4.2,0.67,45.0,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,04:45,29.6,28.6,97.6,0.0,0,NE,3.1,4.2,0.67,44.9,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,05:00,30.3,29.7,99.1,0.0,0,NE,3.4,4.2,0.69,44.9,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,05:15,30.1,29.5,99.2,0.0,0,NE,3.0,3.5,0.72,44.8,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,05:30,30.1,29.5,99.2,0.0,0,NE,3.1,3.5,0.74,44.7,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,05:45,30.2,29.6,99.2,0.0,0,NE,3.0,3.5,0.75,44.6,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,06:00,30.9,30.4,99.2,0.0,0,NE,3.2,3.9,0.76,44.6,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,06:15,31.0,30.5,99.0,0.0,0,NE,3.0,3.5,0.77,44.5,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,06:30,31.0,30.3,98.4,0.0,0,NE,2.8,3.5,0.76,44.4,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,06:45,31.6,30.9,97.8,0.0,0,NE,2.6,3.1,0.76,44.4,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,07:00,31.0,29.8,96.2,0.0,4,NW,2.3,2.8,0.75,44.3,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,07:15,30.5,29.4,97.2,0.0,9,N ,2.5,3.5,0.75,44.2,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
2020-11-12,07:30,30.9,29.8,97.0,0.0,26,NE,2.5,3.1,0.75,44.1,"Plymouth, Plymouth, Benton County",100066,Plymouth,2020-12-15 09:08:11.136512
