Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2020-12-31,00:15,27.5,27.5,100.0,0.0,0,29.86,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,00:30,27.5,27.5,100.0,0.0,0,29.86,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,00:45,27.5,27.5,100.0,0.0,0,29.85,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,01:00,27.5,27.5,100.0,0.0,0,29.85,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,01:15,27.5,27.5,100.0,0.0,0,29.85,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,01:30,27.4,27.4,100.0,0.0,0,29.85,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,01:45,27.3,26.3,99.1,0.0,0,29.86,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,02:00,27.3,26.4,99.3,0.0,0,29.87,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,02:15,27.4,27.4,100.0,0.0,0,29.87,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,02:30,27.1,27.1,100.0,0.0,0,29.88,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,02:45,26.6,26.6,100.0,0.0,0,29.88,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,03:00,26.5,26.5,100.0,0.0,0,29.88,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,03:15,26.4,26.4,100.0,0.0,0,29.88,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,03:30,26.2,25.2,99.5,0.0,0,29.88,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,03:45,26.2,25.2,99.5,0.0,0,29.89,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,04:00,26.3,26.3,100.0,0.0,0,29.89,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,04:15,26.4,26.4,100.0,0.0,0,29.89,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,04:30,26.4,26.4,100.0,0.0,0,29.89,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,04:45,26.4,26.4,100.0,0.0,0,29.89,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,05:00,26.4,26.4,100.0,0.0,0,29.9,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,05:15,26.4,26.4,100.0,0.0,0,29.9,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,05:30,26.4,26.4,100.0,0.0,0,29.9,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,05:45,26.3,25.4,100.0,0.0,0,29.91,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,06:00,26.4,26.4,100.0,0.0,0,29.92,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,06:15,26.4,26.4,100.0,0.0,0,29.92,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,06:30,26.4,26.4,100.0,0.0,0,29.92,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,06:45,26.4,26.4,100.0,0.0,0,29.93,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,07:00,26.4,26.4,100.0,0.0,0,29.93,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,07:15,26.4,26.4,100.0,0.0,0,29.93,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,07:30,26.4,26.4,100.0,0.0,0,29.93,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,07:45,26.4,26.4,100.0,0.0,0,29.94,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,08:00,26.4,26.4,100.0,0.0,2,29.94,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,08:15,26.2,25.2,99.5,0.0,5,29.95,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,08:30,26.2,25.2,99.5,0.0,9,29.96,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,08:45,26.4,26.4,100.0,0.0,12,29.97,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,09:00,26.2,25.3,99.9,0.0,18,29.97,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,09:15,26.4,26.4,100.0,0.0,39,29.98,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,09:30,26.6,26.6,100.0,0.0,52,29.99,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,09:45,26.7,25.7,99.9,0.0,65,29.99,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,10:00,26.6,26.6,100.0,0.0,78,30.0,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,10:15,26.5,26.5,100.0,0.0,82,30.0,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,10:30,26.5,26.5,100.0,0.0,94,30.0,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,10:45,26.5,26.5,100.0,0.0,87,30.01,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,11:00,26.8,25.9,99.8,0.0,91,30.02,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,11:15,26.9,26.9,100.0,0.0,93,30.02,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,11:30,26.8,26.8,100.0,0.0,103,30.03,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,11:45,26.9,26.0,100.0,0.0,104,30.02,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,12:00,27.8,27.8,100.0,0.0,125,30.03,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,12:15,28.2,28.2,100.0,0.0,127,30.03,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,12:30,28.2,28.2,100.0,0.0,130,30.03,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,12:45,28.1,28.1,100.0,0.0,131,30.03,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,13:00,28.1,28.1,100.0,0.0,109,30.03,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,13:15,27.9,27.9,100.0,0.0,108,30.04,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,13:30,28.1,27.4,100.0,0.0,104,30.04,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,13:45,28.2,27.4,99.5,0.0,120,30.04,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,14:00,28.7,28.1,99.9,0.0,112,30.05,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,14:15,29.5,29.5,100.0,0.0,90,30.05,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,14:30,30.6,30.6,100.0,0.0,50,30.06,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,14:45,29.4,29.4,100.0,0.0,41,30.07,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,15:00,29.3,29.3,100.0,0.0,40,30.07,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,15:15,29.2,28.6,99.9,0.0,30,30.08,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,15:30,29.2,28.6,99.7,0.0,18,30.08,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,15:45,29.2,29.2,100.0,0.0,12,30.08,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,16:00,29.5,28.9,99.8,0.0,6,30.08,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,16:15,29.4,28.9,100.0,0.0,3,30.1,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,16:30,29.3,29.3,100.0,0.0,0,30.11,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,16:45,29.3,29.3,100.0,0.0,0,30.11,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,17:00,29.3,29.3,100.0,0.0,0,30.11,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,17:15,29.3,29.3,100.0,0.0,0,30.11,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,17:30,29.2,29.2,100.0,0.0,0,30.11,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,17:45,29.1,28.4,99.4,0.0,0,30.11,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,18:00,29.1,28.4,99.4,0.0,0,30.11,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
2020-12-31,18:15,29.2,28.6,100.0,0.0,0,30.11,,,0.0,33.1,-13.8,,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:41.391089
