Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2020-12-19,00:15,33.9,33.7,98.9,0.0,0,29.89,S,10.9,15.0,0.0,33.4,-14.6,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,00:30,34.0,33.2,96.8,0.0,0,29.89,S,11.5,16.2,0.0,33.4,-14.5,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,00:45,34.6,33.7,96.7,0.0,0,29.88,S,13.3,18.9,0.0,33.4,-14.5,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,01:00,34.6,33.9,97.3,0.0,0,29.89,S,11.3,18.0,0.0,33.4,-14.4,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,01:15,34.1,33.5,97.5,0.0,0,29.89,S,9.7,14.6,0.0,33.4,-14.4,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,01:30,34.5,33.5,96.1,0.0,0,29.89,S,11.8,16.3,0.0,33.4,-14.4,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,01:45,33.7,33.4,99.0,0.0,0,29.89,S,10.6,14.7,0.0,33.4,-14.3,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,02:00,32.9,32.7,99.2,0.0,0,29.89,S,9.8,14.6,0.0,33.4,-14.3,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,02:15,32.7,32.3,98.7,0.0,0,29.91,S,10.1,13.5,0.0,33.4,-14.3,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,02:30,33.2,32.4,97.0,0.0,0,29.91,S,9.7,15.1,0.0,33.4,-14.2,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,02:45,34.3,33.3,96.2,0.0,0,29.91,S,11.4,19.7,0.0,33.4,-14.2,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,03:00,36.2,34.1,92.2,0.0,0,29.91,SW,11.2,20.2,0.0,33.4,-14.2,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,03:15,40.5,36.3,84.9,0.0,0,29.93,W,12.8,21.4,0.0,33.4,-14.1,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,03:30,43.1,37.7,81.2,0.0,0,29.93,W,18.4,32.3,0.0,33.4,-14.1,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,03:45,41.2,37.2,85.5,0.0,0,29.95,W,18.7,25.5,0.0,33.4,-14.0,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,04:00,41.5,35.9,80.3,0.0,0,29.95,W,33.0,48.8,0.0,33.4,-14.0,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,04:15,41.1,35.6,80.4,0.0,0,29.96,W,25.1,37.7,0.0,33.4,-14.0,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,04:30,39.8,34.6,81.2,0.0,0,29.97,W,29.9,44.1,0.0,33.4,-13.9,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,04:45,40.3,33.8,77.5,0.0,0,29.98,W,31.5,46.7,0.0,33.4,-13.9,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
2020-12-19,05:00,39.6,33.5,78.6,0.0,0,29.98,W,24.3,35.5,0.0,33.4,-13.9,"St.Andrews, Douglas County",100073,St.Andrews,2021-11-11 15:17:25.437171
