Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %,Location,Station ID,Station Name,Download Timestamp
2018-03-08,00:15,35.5,30.1,80.5,0.0,0,30.03,N ,5.8,7.1,0.0,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,00:30,35.4,30.2,80.9,0.0,0,30.03,N ,4.5,6.0,0.0,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,00:45,35.7,29.9,79.1,0.0,0,30.03,N,4.2,6.0,0.0,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,01:00,35.5,29.9,79.9,0.0,0,30.03,N,4.4,5.3,0.0,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,01:15,35.0,30.1,82.0,0.0,0,30.03,N,5.8,9.2,0.0,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,01:30,35.2,30.1,81.4,0.0,0,30.02,N ,7.0,9.6,0.0,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,01:45,34.8,30.5,84.1,0.0,0,30.02,N ,6.6,9.2,0.02,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,02:00,35.2,30.5,82.9,0.0,0,30.01,NE,7.3,11.4,0.21,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,02:15,35.5,30.3,81.3,0.0,0,30.01,NE,5.8,8.5,0.04,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,02:30,35.8,30.3,80.0,0.0,0,30.01,NE,5.5,7.4,0.16,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,02:45,35.7,30.7,81.9,0.0,0,30.01,NE,6.3,8.9,0.89,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,03:00,35.6,31.0,83.1,0.0,0,30.0,NE,7.1,9.2,1.0,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,03:15,35.5,31.4,85.1,0.0,0,29.99,NE,7.0,9.2,0.97,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,03:30,35.4,31.7,86.3,0.0,0,29.99,E,7.4,10.7,0.91,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,03:45,35.2,32.2,88.6,0.01,0,29.99,E,6.9,8.5,0.85,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,04:00,35.3,32.5,89.4,0.02,0,29.99,E,7.2,9.6,0.81,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,04:15,35.0,32.6,90.9,0.01,0,29.98,E,8.1,10.7,0.81,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,04:30,34.7,32.9,92.9,0.01,0,29.97,E,8.8,11.0,0.8,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,04:45,34.5,33.1,94.8,0.0,0,29.97,E,9.5,13.2,0.8,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,05:00,34.6,33.3,95.0,0.0,0,29.96,E,9.1,12.4,0.81,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,05:15,34.6,33.5,95.7,0.0,0,29.96,E,8.6,11.0,0.82,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,05:30,34.5,33.7,96.9,0.0,0,29.96,E,8.2,11.4,0.82,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,05:45,34.4,33.7,97.3,0.0,0,29.95,E,8.1,10.7,0.82,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,06:00,34.3,33.5,97.1,0.0,0,29.95,E,8.2,12.1,0.81,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,06:15,33.9,33.1,97.1,0.0,1,29.95,E,8.4,11.0,0.81,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,06:30,33.6,33.0,97.8,0.0,9,29.95,E,8.4,10.7,0.81,31.9,31.9,25.2,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,06:45,33.9,33.5,98.5,0.0,26,29.95,E,8.7,12.4,0.81,31.9,31.9,25.3,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,07:00,34.6,34.2,98.6,0.0,63,29.94,E,9.6,12.8,0.8,31.9,31.9,25.3,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,07:15,34.9,34.5,98.6,0.0,51,29.94,E,9.0,11.4,0.79,31.9,31.9,25.3,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,07:30,35.5,35.0,98.1,0.0,61,29.94,E,8.7,11.7,0.78,31.9,31.9,25.3,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,07:45,36.1,35.5,97.7,0.0,91,29.93,E,7.8,10.7,0.75,31.9,31.9,25.3,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,08:00,37.2,36.3,96.4,0.0,117,29.93,E,6.6,8.9,0.68,31.9,31.9,25.3,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,08:15,37.7,36.6,95.7,0.0,116,29.93,E,7.1,10.3,0.49,31.9,31.9,25.3,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,08:30,38.3,37.0,94.8,0.0,148,29.93,SE,7.0,9.6,0.21,31.9,31.9,25.3,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,08:45,38.9,37.5,94.6,0.0,179,29.93,E,6.5,8.9,0.01,31.9,31.9,25.3,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,09:00,39.8,37.9,92.8,0.0,227,29.93,SE,7.0,9.9,0.0,31.9,31.9,25.3,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,09:15,40.7,38.3,91.0,0.0,233,29.92,SE,6.9,10.7,0.0,31.9,31.9,25.3,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,09:30,41.3,38.4,89.3,0.0,214,29.91,SE,8.1,11.4,0.0,31.9,31.9,25.3,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,09:45,41.7,38.2,87.2,0.0,189,29.91,SE,8.7,11.0,0.0,31.9,31.9,25.3,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,10:00,42.3,38.4,86.0,0.0,214,29.91,SE,9.0,11.4,0.0,31.9,31.9,25.3,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,10:15,43.0,38.8,84.8,0.0,247,29.9,SE,9.2,11.7,0.0,31.9,31.9,25.4,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,10:30,43.4,38.7,83.3,0.0,214,29.91,SE,7.9,11.7,0.0,31.9,31.9,25.4,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,10:45,43.6,38.8,83.1,0.0,155,29.91,S,5.6,9.6,0.0,31.9,31.9,25.4,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,11:00,43.5,39.1,84.5,0.0,128,29.91,S,4.3,6.4,0.03,31.9,31.9,25.4,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,11:15,43.6,38.9,83.2,0.0,121,29.91,S,4.8,7.1,0.0,31.9,31.9,25.4,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,11:30,42.6,38.8,86.2,0.01,57,29.92,SW,6.3,8.5,0.67,31.9,31.9,25.4,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,11:45,41.5,40.0,94.1,0.0,80,29.91,NW,2.9,5.3,0.89,31.9,31.9,25.4,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,12:00,41.9,40.3,93.9,0.0,134,29.91,NE,2.6,3.9,0.88,31.9,31.9,25.4,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
2018-03-08,12:15,42.2,40.0,92.0,0.0,102,29.9,E,3.7,7.4,0.88,31.9,31.9,25.4,"Harrington, Harrington, Lincoln County",300202,Harrington,2020-12-16 04:26:48.929215
