Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2020-03-04,23:15,34.9,16.3,46.2,0.0,E@9.3,11.7,0.0,0,38.6,39.3,27.4,30.28,"Harrington (Harrington South), Harrington, Lincoln County",300202,Harrington,2020-06-01 13:45:32.220838
2020-03-04,23:30,34.8,16.6,47.0,0.0,E@10.2,13.2,0.0,0,38.5,39.3,27.4,30.28,"Harrington (Harrington South), Harrington, Lincoln County",300202,Harrington,2020-06-01 13:45:32.220838
2020-03-04,23:45,34.6,16.9,47.8,0.0,E@10.1,12.4,0.0,0,38.3,39.3,27.4,30.27,"Harrington (Harrington South), Harrington, Lincoln County",300202,Harrington,2020-06-01 13:45:32.220838
2020-03-04,24:00,34.7,16.9,47.9,0.0,E@9.8,12.4,0.0,0,38.2,39.2,27.4,30.27,"Harrington (Harrington South), Harrington, Lincoln County",300202,Harrington,2020-06-01 13:45:32.220838
2020-03-05,00:15,34.2,17.3,49.6,0.0,E@9.3,11.7,0.0,0,38.1,39.2,27.4,30.27,"Harrington (Harrington South), Harrington, Lincoln County",300202,Harrington,2020-06-01 13:45:32.220838
2020-03-05,00:30,34.3,17.6,50.1,0.0,E@10.1,13.5,0.0,0,38.0,39.2,27.4,30.27,"Harrington (Harrington South), Harrington, Lincoln County",300202,Harrington,2020-06-01 13:45:32.220838
2020-03-05,00:45,34.5,18.0,50.4,0.0,E@10.4,12.8,0.0,0,37.9,39.1,27.4,30.27,"Harrington (Harrington South), Harrington, Lincoln County",300202,Harrington,2020-06-01 13:45:32.220838
2020-03-05,01:00,34.4,18.4,51.6,0.0,E@10.6,13.5,0.0,0,37.8,39.1,27.4,30.27,"Harrington (Harrington South), Harrington, Lincoln County",300202,Harrington,2020-06-01 13:45:32.220838
2020-03-05,01:15,34.8,18.6,51.1,0.0,E@11.3,14.2,0.0,0,37.7,39.0,27.4,30.26,"Harrington (Harrington South), Harrington, Lincoln County",300202,Harrington,2020-06-01 13:45:32.220838
2020-03-05,01:30,34.5,18.9,52.3,0.0,E@10.7,13.9,0.0,0,37.6,39.0,27.4,30.26,"Harrington (Harrington South), Harrington, Lincoln County",300202,Harrington,2020-06-01 13:45:32.220838
