Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2000-10-26,00:15,36.3,34.0,91.0,0.0,0.0,,S,0.9,,,48.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,00:30,35.6,33.5,92.1,0.0,0.0,,SW,0.9,,,48.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,00:45,35.3,33.7,93.6,0.0,0.0,,S,0.9,,,48.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,01:00,35.6,34.0,93.8,0.0,0.0,,SW,0.9,,,48.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,01:15,36.2,34.2,92.2,0.0,0.0,,S,0.9,,,48.6,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,01:30,36.0,34.1,92.6,0.0,0.0,,W,0.9,,,48.6,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,01:45,36.0,34.4,94.1,0.0,0.0,,SW,0.9,,,48.5,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,02:00,37.1,35.1,92.4,0.0,0.0,,S,0.9,,,48.5,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,02:15,36.5,34.5,92.2,0.0,0.0,,NW,0.9,,,48.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,02:30,36.5,34.8,93.4,0.0,0.0,,SW,0.9,,,48.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,02:45,36.8,35.0,93.0,0.0,0.0,,SW,0.9,,,48.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,03:00,35.9,33.9,92.4,0.0,0.0,,W,0.9,,,48.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,03:15,34.8,33.1,93.6,0.0,0.0,,SW,0.9,,,47.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,03:30,35.0,33.3,93.7,0.0,0.0,,S,0.9,,,47.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,03:45,34.3,32.4,92.9,0.0,0.0,,SW,0.9,,,47.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,04:00,33.8,32.3,94.2,0.0,0.0,,S,0.9,,,47.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,04:15,34.5,33.3,95.4,0.0,0.0,,SW,0.9,,,47.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,04:30,34.9,33.2,93.3,0.0,0.0,,S,0.9,,,47.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,04:45,33.6,31.9,93.4,0.0,0.0,,SW,0.9,,,47.6,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,05:00,33.6,32.4,95.2,0.0,0.0,,S,0.9,,,47.5,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,05:15,33.7,32.3,94.6,0.0,0.0,,S,0.9,,,47.5,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,05:30,33.8,32.5,95.2,0.0,0.0,,S,0.9,,,47.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,05:45,33.5,32.1,94.3,0.0,0.0,,SW,0.9,,,47.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,06:00,33.7,32.5,95.6,0.0,0.0,,S,0.9,,,47.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,06:15,33.8,32.6,95.4,0.0,0.0,,S,0.9,,,47.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,06:30,33.6,32.4,95.5,0.0,0.0,,S,0.9,,,47.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,06:45,33.7,32.6,96.0,0.0,3.0,,S,0.9,,,47.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,07:00,34.6,33.8,96.8,0.0,8.0,,SW,0.9,,,47.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,07:15,35.4,34.5,96.3,0.0,14.0,,S,0.9,,,47.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,07:30,35.9,34.7,95.4,0.0,28.0,,S,0.9,,,47.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,07:45,36.9,35.8,95.8,0.0,42.0,,SW,0.9,,,47.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,08:00,38.3,36.9,94.5,0.0,65.0,,SW,0.9,,,47.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,08:15,39.5,37.3,91.7,0.0,88.0,,SW,0.9,,,47.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,08:30,41.1,37.6,87.0,0.0,109.0,,S,0.9,,,47.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,08:45,41.9,37.4,83.7,0.0,113.0,,S,0.9,,,47.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,09:00,42.6,37.8,82.7,0.0,115.0,,SE,0.9,,,47.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,09:15,43.0,37.9,81.9,0.0,118.0,,S,0.9,,,47.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,09:30,43.6,37.9,80.2,0.0,151.0,,SE,0.9,,,47.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,09:45,44.0,37.9,78.9,0.0,131.0,,NE,0.9,,,47.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,10:00,44.7,38.2,77.7,0.0,213.0,,S,0.9,,0.0,47.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,10:15,45.6,38.0,74.7,0.0,194.0,,SE,0.9,,0.0,47.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,10:30,46.0,38.3,74.3,0.0,131.0,,NE,0.9,,0.0,47.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,10:45,46.2,38.2,73.4,0.0,133.0,,E,0.9,,0.0,47.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,11:00,46.4,38.1,72.5,0.0,118.0,,SW,0.9,,0.0,47.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,11:15,46.7,38.5,72.9,0.0,105.0,,SW,0.9,,0.0,47.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,11:30,46.8,38.8,73.5,0.0,73.0,,N ,0.9,,0.0,47.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,11:45,46.8,38.9,73.7,0.0,79.0,,NE,0.9,,0.0,47.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,12:00,47.2,38.9,72.7,0.0,160.0,,NE,0.9,,0.0,47.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,12:15,48.1,38.6,69.5,0.0,240.0,,N ,0.9,,0.0,47.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,12:30,49.1,38.8,67.5,0.0,235.0,,E,0.9,,0.0,47.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,12:45,49.4,38.8,66.6,0.0,127.0,,E,0.9,,0.0,47.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
2000-10-26,13:00,49.4,38.5,65.9,0.0,87.0,,E,0.9,,0.0,47.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:39:59.303671
