Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2015-03-05,00:15,32.5,26.2,77.3,0.0,0,30.26,SW,0.8,2.4,0.0,41.0,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,00:30,32.0,26.1,78.3,0.0,0,30.26,SW,1.2,2.8,0.0,40.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,00:45,31.8,26.0,79.2,0.0,0,30.26,SW,0.2,2.4,0.0,40.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,01:00,31.7,26.1,80.0,0.0,0,30.26,SW,0.6,2.4,0.0,40.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,01:15,31.3,26.0,81.0,0.0,0,30.27,S,0.0,1.4,0.0,40.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,01:30,32.0,26.4,79.9,0.0,0,30.27,SW,1.8,3.5,0.0,40.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,01:45,31.9,25.8,78.2,0.0,0,30.27,SW,0.8,3.5,0.0,40.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,02:00,31.4,25.7,79.9,0.0,0,30.27,W,0.3,2.1,0.0,40.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,02:15,30.5,25.3,81.8,0.0,0,30.27,N ,0.0,0.0,0.0,40.6,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,02:30,30.3,25.3,82.7,0.0,0,30.27,SW,0.4,2.1,0.0,40.6,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,02:45,30.1,25.3,83.4,0.0,0,30.27,N ,0.0,0.0,0.0,40.5,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,03:00,30.6,25.8,83.3,0.0,0,30.26,N ,0.0,0.0,0.0,40.5,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,03:15,30.9,26.1,83.0,0.0,0,30.26,N ,0.0,0.0,0.0,40.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,03:30,30.8,26.1,83.3,0.0,0,30.26,S,0.2,2.1,0.0,40.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,03:45,30.6,25.8,83.2,0.0,0,30.26,S,0.0,1.7,0.0,40.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,04:00,30.4,25.6,83.3,0.0,0,30.27,SW,0.0,1.4,0.0,40.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,04:15,30.0,25.3,83.9,0.0,0,30.27,N ,0.0,0.0,0.0,40.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,04:30,29.8,25.5,84.9,0.0,0,30.27,SW,0.2,2.4,0.0,40.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,04:45,30.0,25.5,84.8,0.0,0,30.28,SW,0.3,2.4,0.0,40.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,05:00,30.2,25.7,84.3,0.0,0,30.28,N ,0.0,0.0,0.0,40.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,05:15,30.3,25.8,84.5,0.0,0,30.28,N ,0.0,0.0,0.0,40.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,05:30,30.4,26.0,84.6,0.0,0,30.28,S,1.0,3.1,0.0,40.0,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,05:45,30.8,26.1,83.5,0.0,0,30.28,S,0.7,2.8,0.0,40.0,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,06:00,30.4,25.9,84.3,0.0,0,30.29,N,0.1,1.7,0.0,39.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,06:15,30.1,25.8,85.1,0.0,0,30.29,SW,0.5,2.8,0.0,39.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,06:30,30.2,25.8,84.7,0.0,0,30.29,SW,1.1,3.1,0.0,39.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,06:45,30.3,25.7,83.9,0.0,4,30.29,SW,1.2,3.9,0.0,39.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
2015-03-05,07:00,30.6,25.9,83.7,0.0,17,30.3,SW,0.4,2.8,0.0,39.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-15 18:43:38.962222
