Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-08-23,00:15,65.1,47.4,52.8,0.0,0,29.94,W,1.2,3.1,0.0,83.6,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,00:30,63.1,48.0,57.8,0.0,0,29.94,NW,0.2,3.5,0.0,83.5,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,00:45,61.6,48.6,62.2,0.0,0,29.94,NW,0.3,3.9,0.0,83.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,01:00,60.9,48.4,63.3,0.0,0,29.94,SW,1.3,4.2,0.0,83.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,01:15,61.0,48.7,63.8,0.0,0,29.95,W,0.8,3.5,0.0,83.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,01:30,60.3,48.5,64.9,0.0,0,29.95,W,0.2,2.1,0.0,83.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,01:45,59.8,48.6,66.4,0.0,0,29.95,SW,1.1,4.2,0.0,83.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,02:00,58.9,47.9,66.7,0.0,0,29.95,SW,0.7,2.8,0.0,83.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,02:15,58.3,48.3,69.0,0.0,0,29.95,SW,0.0,1.7,0.0,83.0,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,02:30,57.8,48.7,71.6,0.0,0,29.95,W,0.1,2.1,0.0,82.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,02:45,56.7,48.4,73.5,0.0,0,29.95,S,0.5,3.1,0.0,82.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,03:00,56.2,48.4,75.0,0.0,0,29.96,S,0.2,2.1,0.0,82.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,03:15,54.8,48.3,78.4,0.0,0,29.96,N ,0.0,0.0,0.0,82.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,03:30,55.2,48.6,78.3,0.0,0,29.96,SW,0.0,1.4,0.01,82.6,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,03:45,55.2,48.4,77.8,0.0,0,29.97,SW,0.0,1.7,0.02,82.5,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,04:00,55.4,48.2,76.6,0.0,0,29.97,W,0.1,1.7,0.0,82.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
2020-08-23,04:15,54.8,48.0,77.9,0.0,0,29.97,S,0.2,2.4,0.0,82.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 21:58:32.320442
