Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2021-08-21,00:15,61.4,55.6,81.0,0.0,0,29.76,W,0.4,1.7,0.0,81.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,00:30,61.0,55.4,81.9,0.0,0,29.76,SW,0.7,2.1,0.0,81.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,00:45,62.1,54.0,74.7,0.0,0,29.77,NW,2.0,6.4,0.0,81.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,01:00,64.3,52.5,65.6,0.0,0,29.77,N,4.4,7.4,0.0,81.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,01:15,64.1,52.4,65.7,0.0,0,29.77,N,2.6,6.0,0.0,81.0,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,01:30,63.6,52.9,67.9,0.0,0,29.77,N,2.3,5.3,0.0,80.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,01:45,62.2,53.6,73.5,0.0,0,29.77,SW,1.5,2.8,0.0,80.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,02:00,61.1,54.6,79.3,0.0,0,29.77,SW,0.5,1.7,0.0,80.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,02:15,59.9,54.8,83.2,0.0,0,29.77,W,1.1,3.1,0.0,80.5,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,02:30,59.8,54.8,83.7,0.0,0,29.77,SW,0.6,1.7,0.0,80.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,02:45,59.7,54.8,83.6,0.0,0,29.77,W,0.4,2.4,0.0,80.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,03:00,60.5,55.2,82.5,0.0,0,29.78,SW,1.0,2.1,0.0,80.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,03:15,60.6,54.8,81.2,0.0,0,29.78,W,1.1,2.1,0.0,80.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,03:30,60.3,55.2,83.3,0.0,0,29.78,SW,0.6,2.1,0.0,80.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,03:45,60.3,56.0,85.4,0.0,0,29.78,SE,0.8,3.5,0.0,80.0,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,04:00,61.4,56.6,84.3,0.0,0,29.79,S,0.8,2.4,0.0,79.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,04:15,61.1,56.8,85.8,0.0,0,29.79,W,1.4,2.1,0.02,79.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,04:30,60.9,57.3,87.8,0.01,0,29.79,W,1.7,3.1,0.38,79.6,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,04:45,60.6,57.9,90.5,0.02,0,29.79,N ,0.4,1.7,0.43,79.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,05:00,60.3,58.4,93.2,0.01,0,29.79,SW,0.6,1.7,0.44,79.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,05:15,59.9,58.0,93.5,0.0,0,29.79,N,1.3,3.9,0.47,79.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,05:30,59.8,57.4,91.7,0.0,7,29.8,S,0.6,2.4,0.48,79.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,05:45,59.7,57.3,91.7,0.0,20,29.8,SW,0.4,2.1,0.5,79.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,06:00,59.9,57.6,92.2,0.0,25,29.8,SW,0.3,1.7,0.46,79.0,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,06:15,60.0,58.1,93.2,0.0,40,29.8,N ,0.0,0.0,0.18,78.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,06:30,60.8,58.7,92.9,0.01,63,29.8,W,1.1,2.4,0.07,78.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,06:45,61.8,57.9,86.9,0.0,120,29.8,NW,1.3,2.8,0.04,78.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
2021-08-21,07:00,63.1,56.5,79.1,0.0,145,29.8,SE,1.4,3.1,0.0,78.6,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:42:32.156849
