Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2021-07-10,00:15,69.0,43.4,39.5,0.0,0,29.98,NW,0.0,1.7,0.0,87.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,00:30,67.8,44.0,42.1,0.0,0,29.98,SW,1.1,4.2,0.0,87.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,00:45,68.9,43.7,40.0,0.0,0,29.98,W,1.6,4.9,0.0,87.6,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,01:00,68.7,44.3,41.4,0.0,0,29.98,SW,2.0,3.9,0.0,87.5,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,01:15,67.7,44.6,43.4,0.0,0,29.98,W,1.6,3.5,0.0,87.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,01:30,67.1,44.1,43.4,0.0,0,29.98,W,1.1,3.5,0.0,87.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,01:45,67.9,44.4,42.7,0.0,0,29.99,SW,1.9,4.9,0.0,87.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,02:00,67.4,44.2,43.0,0.0,0,29.99,W,1.7,4.2,0.0,87.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,02:15,66.5,44.9,45.6,0.0,0,29.99,W,0.7,2.8,0.0,87.0,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,02:30,65.8,46.1,48.9,0.0,0,29.99,W,0.7,3.1,0.0,86.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,02:45,64.7,46.3,51.1,0.0,0,29.99,W,0.4,2.8,0.0,86.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,03:00,64.1,46.5,52.6,0.0,0,29.99,SW,0.3,2.4,0.0,86.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,03:15,64.8,46.3,51.0,0.0,0,29.99,SW,0.5,2.4,0.0,86.6,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,03:30,64.3,46.1,51.6,0.0,0,29.99,SW,0.5,2.8,0.0,86.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,03:45,64.8,46.6,51.7,0.0,0,29.99,SW,1.6,4.6,0.0,86.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,04:00,64.3,47.3,53.9,0.0,0,30.0,W,0.7,2.8,0.0,86.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,04:15,63.6,47.8,56.3,0.0,3,30.01,S,0.1,2.1,0.0,86.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,04:30,62.2,47.9,59.4,0.0,7,30.01,S,0.4,3.1,0.0,86.0,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,04:45,64.4,49.2,57.8,0.0,12,30.01,SW,0.4,3.5,0.0,85.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,05:00,65.6,49.4,55.7,0.0,42,30.01,SE,0.8,4.6,0.0,85.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,05:15,68.9,49.6,50.1,0.0,77,30.02,S,1.3,4.2,0.0,85.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,05:30,70.2,50.2,49.1,0.0,108,30.02,S,0.8,3.1,0.0,85.5,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,05:45,71.9,50.8,47.3,0.0,143,30.01,SW,0.6,3.1,0.0,85.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,06:00,72.1,51.7,48.6,0.0,179,30.01,S,2.5,5.7,0.0,85.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,06:15,73.5,52.2,47.2,0.0,216,30.02,S,1.1,3.9,0.0,85.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,06:30,74.9,52.8,46.0,0.0,255,30.01,SE,1.4,6.4,0.0,85.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,06:45,75.7,53.5,46.0,0.0,297,30.01,E,3.1,8.5,0.0,85.0,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,07:00,77.8,53.3,42.5,0.0,339,30.02,SE,3.4,6.7,0.0,84.9,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,07:15,82.0,51.0,34.1,0.0,382,30.02,NW,3.8,9.6,0.0,84.8,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,07:30,82.7,50.1,32.2,0.0,425,30.02,NW,4.4,9.6,0.0,84.7,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,07:45,83.7,49.5,30.6,0.0,468,30.03,NW,3.3,8.2,0.0,84.6,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,08:00,84.3,47.9,28.2,0.0,510,30.03,NW,4.3,8.9,0.0,84.5,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,08:15,85.0,48.1,27.8,0.0,548,30.03,NW,3.7,8.9,0.0,84.4,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,08:30,85.6,46.6,25.8,0.0,589,30.03,NW,5.2,11.4,0.0,84.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,08:45,86.1,45.8,24.6,0.0,625,30.02,W,5.7,13.2,0.0,84.3,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
2021-07-10,09:00,86.9,45.7,23.9,0.0,661,30.02,NW,5.3,10.7,0.0,84.2,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2021-11-09 17:41:43.069127
