Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-12-07,00:15,30.6,27.3,88.4,0.0,0,30.57,S,1.0,2.8,0.0,35.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 22:00:46.817616
2020-12-07,00:30,30.6,27.4,88.7,0.0,0,30.57,SW,0.1,1.7,0.0,35.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 22:00:46.817616
2020-12-07,00:45,30.7,27.4,88.5,0.0,0,30.57,SE,1.2,3.1,0.0,35.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 22:00:46.817616
2020-12-07,01:00,30.8,27.3,87.7,0.0,0,30.58,SE,1.0,3.1,0.0,35.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 22:00:46.817616
2020-12-07,01:15,30.7,27.4,88.2,0.0,0,30.57,S,1.5,3.5,0.0,35.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 22:00:46.817616
2020-12-07,01:30,30.9,27.2,87.0,0.0,0,30.57,SE,2.0,3.9,0.0,35.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 22:00:46.817616
2020-12-07,01:45,30.8,27.2,87.1,0.0,0,30.57,SE,1.1,2.8,0.0,35.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 22:00:46.817616
2020-12-07,02:00,30.7,27.1,87.4,0.0,0,30.56,S,2.2,4.2,0.0,35.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 22:00:46.817616
2020-12-07,02:15,30.7,27.1,87.4,0.0,0,30.55,SE,2.2,4.2,0.0,35.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 22:00:46.817616
2020-12-07,02:30,30.7,27.2,87.5,0.0,0,30.55,SE,2.1,4.2,0.0,35.1,"Wenatch.W, Wenatchee, Chelan County",330141,Wenatch.W,2020-12-13 22:00:46.817616
