Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-10-10,00:15,68.3,46.4,45.3,0.0,0,W,13.4,21.0,0.0,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,00:30,68.0,47.0,47.0,0.0,0,W,14.5,23.2,0.0,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,00:45,67.3,47.3,48.6,0.0,0,W,11.7,18.5,0.0,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,01:00,66.8,47.6,50.1,0.0,0,W,11.3,17.8,0.0,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,01:15,66.5,47.4,50.2,0.0,0,W,6.9,10.7,0.0,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,01:30,66.4,47.3,50.1,0.0,0,NW,5.6,9.9,0.01,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,01:45,65.9,48.2,52.7,0.0,0,W,5.6,11.4,0.27,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,02:00,64.3,50.4,60.5,0.0,0,NW,3.9,7.4,0.7,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,02:15,64.1,50.5,61.2,0.0,0,NW,4.5,8.9,0.27,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,02:30,63.8,51.7,64.8,0.0,0,W,3.5,9.9,0.35,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,02:45,62.0,54.0,75.1,0.0,0,S,3.5,8.2,0.67,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,03:00,61.1,55.0,80.2,0.0,0,SW,4.7,10.3,0.21,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,03:15,61.0,55.2,81.0,0.0,0,SW,5.5,12.8,0.12,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,03:30,60.7,55.7,83.2,0.0,0,S,4.3,7.4,0.57,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,03:45,60.3,57.2,89.4,0.0,0,S,4.4,7.4,0.29,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,04:00,61.7,53.0,73.0,0.0,0,W,5.5,11.7,0.01,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,04:15,61.7,51.9,70.0,0.0,0,W,7.3,13.5,0.08,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,04:30,61.2,52.3,72.3,0.0,0,W,10.3,16.0,0.0,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,04:45,61.6,52.2,71.1,0.0,0,W,10.3,15.7,0.0,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,05:00,62.0,52.0,69.6,0.0,0,W,8.8,15.0,0.0,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,05:15,62.1,52.1,69.5,0.0,0,SW,11.2,17.5,0.0,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,05:30,61.9,52.2,70.5,0.0,0,SW,8.1,14.6,0.0,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,05:45,61.2,53.0,74.3,0.0,0,E,3.4,5.7,0.0,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,06:00,60.5,54.2,79.6,0.0,0,NE,2.8,4.6,0.95,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,06:15,58.9,58.5,98.3,0.0,1,E,3.0,4.9,1.0,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,06:30,59.4,59.2,99.3,0.01,2,SW,2.8,7.1,1.0,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
2020-10-10,06:45,59.6,59.4,99.2,0.0,3,W,5.1,8.5,1.0,71.2,"Mattawa.E, Grant County",330121,Mattawa.E,2020-12-14 05:37:06.020775
