Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2021-03-10,23:15,37.5,34.7,89.7,0.0,0,30.12,N ,1.6,2.8,0.75,47.6,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-10,23:30,37.2,34.5,89.9,0.0,0,30.12,N ,1.2,2.4,0.8,47.6,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-10,23:45,36.9,34.3,90.1,0.0,0,30.13,N ,0.4,2.8,0.83,47.5,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-10,24:00,36.0,33.9,91.9,0.0,0,30.13,N ,0.0,0.0,0.86,47.5,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,00:30,35.8,33.6,91.6,0.0,0,30.14,NE,0.3,2.1,0.89,47.4,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,00:45,34.9,33.2,93.5,0.0,0,30.14,N ,0.0,0.0,0.91,47.4,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,01:00,35.3,33.5,93.0,0.0,0,30.15,N,1.1,3.1,0.92,47.3,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,01:15,34.7,32.9,93.1,0.0,0,30.16,NE,0.0,1.4,0.92,47.3,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,01:30,34.5,32.9,93.8,0.0,0,30.16,N ,0.0,0.0,0.93,47.2,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,01:45,34.0,32.5,94.2,0.0,0,30.17,N ,0.0,0.0,0.93,47.2,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,02:00,33.8,32.4,94.7,0.0,0,30.17,N ,0.0,0.0,0.94,47.1,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,02:15,33.2,32.0,95.1,0.0,0,30.18,NE,0.0,1.4,0.94,47.1,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,02:30,33.5,32.3,95.4,0.0,0,30.18,N ,0.0,0.0,0.95,47.0,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,02:45,33.6,32.3,95.1,0.0,0,30.19,N ,0.0,0.0,0.95,47.0,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,03:00,33.4,32.2,95.3,0.0,0,30.19,N ,0.0,0.0,0.98,46.9,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,03:15,33.5,32.2,95.2,0.0,0,30.19,N ,0.0,1.4,1.0,46.9,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,03:30,33.3,32.1,95.2,0.0,0,30.2,N ,0.6,2.8,1.0,46.8,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,03:45,32.9,31.8,95.7,0.0,0,30.2,NE,0.1,1.4,1.0,46.8,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,04:00,32.4,31.5,96.4,0.0,0,30.2,N ,0.0,0.0,1.0,46.7,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,04:15,32.3,31.4,96.5,0.0,0,30.21,N ,0.0,0.0,1.0,46.6,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,04:30,32.3,31.4,96.5,0.0,0,30.21,N ,0.0,0.0,1.0,46.6,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,04:45,32.5,31.5,96.1,0.0,0,30.21,N ,0.0,0.0,1.0,46.5,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,05:00,32.3,31.3,96.2,0.0,0,30.21,NE,1.5,2.8,1.0,46.5,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,05:15,31.7,30.7,96.5,0.0,0,30.22,NE,2.2,3.5,0.92,46.4,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,05:30,31.4,30.5,96.8,0.0,0,30.22,NE,0.7,2.4,0.45,46.4,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,05:45,31.3,30.3,96.7,0.0,0,30.23,NE,0.1,2.4,0.4,46.3,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,06:00,31.1,30.0,96.7,0.0,0,30.23,NE,2.0,3.1,0.41,46.3,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,06:15,31.0,30.0,97.0,0.0,0,30.23,N ,0.3,2.4,0.32,46.2,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,06:30,31.2,30.2,97.0,0.0,2,30.23,NE,0.0,1.4,0.33,46.2,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,06:45,31.6,30.6,96.6,0.0,8,30.24,N ,0.0,0.0,0.43,46.1,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,07:00,31.4,30.2,96.3,0.0,16,30.25,N ,0.0,0.0,0.38,46.1,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,07:15,31.3,30.3,96.8,0.0,46,30.25,N ,0.0,0.0,0.41,46.0,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,07:30,32.2,31.4,96.9,0.0,51,30.26,N ,0.0,0.0,0.59,45.9,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,07:45,34.5,33.6,96.2,0.0,74,30.27,N,1.6,4.6,0.95,45.9,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,08:00,36.5,34.0,90.5,0.0,178,30.28,N,3.3,4.9,1.0,45.9,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,08:15,38.0,33.9,85.0,0.0,249,30.28,NE,1.3,3.9,1.0,45.8,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,08:30,39.1,34.5,83.4,0.0,289,30.3,SW,0.3,2.8,1.0,45.8,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,08:45,39.6,34.6,81.9,0.0,309,30.31,S,2.0,4.6,0.98,45.7,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
2021-03-11,09:00,41.1,34.9,78.4,0.0,361,30.31,S,2.2,3.9,0.98,45.7,"Seattle, King County",330092,Seattle,2021-04-15 12:28:12.625108
