Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-04-28,00:15,37.7,22.9,54.7,SW@4.2,9.7,0.0,0,30.12,"Wamic.S, WAMIC, Wasco County",100003,"Wamic.S, OR",2019-06-24 21:02:55.299697
2019-04-28,00:30,37.4,22.9,55.4,SW@5.3,11.1,0.0,0,30.12,"Wamic.S, WAMIC, Wasco County",100003,"Wamic.S, OR",2019-06-24 21:02:55.299697
2019-04-28,00:45,37.4,23.3,56.3,SW@4.9,11.3,0.0,0,30.12,"Wamic.S, WAMIC, Wasco County",100003,"Wamic.S, OR",2019-06-24 21:02:55.299697
2019-04-28,01:00,37.1,23.8,58.5,SW@5.5,10.3,0.0,0,30.12,"Wamic.S, WAMIC, Wasco County",100003,"Wamic.S, OR",2019-06-24 21:02:55.299697
2019-04-28,01:15,37.0,24.4,60.0,SW@4.8,10.1,0.0,0,30.13,"Wamic.S, WAMIC, Wasco County",100003,"Wamic.S, OR",2019-06-24 21:02:55.299697
2019-04-28,01:30,36.3,24.0,60.6,SW@4.1,9.5,0.0,0,30.13,"Wamic.S, WAMIC, Wasco County",100003,"Wamic.S, OR",2019-06-24 21:02:55.299697
2019-04-28,01:45,35.9,24.0,61.5,SW@4.1,8.7,0.0,0,30.13,"Wamic.S, WAMIC, Wasco County",100003,"Wamic.S, OR",2019-06-24 21:02:55.299697
2019-04-28,02:00,36.0,24.0,61.3,W@4.8,10.4,0.0,0,30.14,"Wamic.S, WAMIC, Wasco County",100003,"Wamic.S, OR",2019-06-24 21:02:55.299697
2019-04-28,02:15,35.8,24.0,61.8,W@5.9,10.2,0.0,0,30.14,"Wamic.S, WAMIC, Wasco County",100003,"Wamic.S, OR",2019-06-24 21:02:55.299697
2019-04-28,02:30,35.5,24.0,62.7,W@4.9,9.3,0.0,0,30.14,"Wamic.S, WAMIC, Wasco County",100003,"Wamic.S, OR",2019-06-24 21:02:55.299697
