Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-11-12,00:15,28.0,23.3,84.7,0.0,0,E,2.4,3.9,,41.1,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,00:30,27.4,22.6,84.4,0.0,0,NE,2.2,3.9,,41.1,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,00:45,25.3,21.3,88.7,0.0,0,NW,1.1,2.8,,41.1,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,01:00,25.1,22.0,91.9,0.0,0,NE,1.6,2.8,,41.0,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,01:15,27.0,22.1,84.6,0.0,0,E,2.8,4.6,,41.0,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,01:30,26.3,21.2,83.9,0.0,0,E,1.4,4.6,,41.0,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,01:45,23.6,19.0,87.0,0.0,0,NW,0.4,2.1,,41.0,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,02:00,22.0,18.7,92.4,0.0,0,E,1.0,2.8,,40.9,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,02:15,23.2,20.4,93.9,0.0,0,S,0.5,2.8,,40.9,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,02:30,23.4,19.9,91.1,0.0,0,SW,1.5,2.8,,40.9,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,02:45,21.8,18.1,90.8,0.0,0,NE,1.3,3.1,,40.9,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,03:00,21.8,19.1,94.8,0.0,0,SE,0.2,1.7,,40.9,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,03:15,21.5,18.4,93.3,0.0,0,S,0.7,2.4,,40.8,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,03:30,21.8,19.0,94.5,0.0,0,NE,0.1,1.4,,40.8,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,03:45,22.0,18.9,93.0,0.0,0,E,1.5,2.4,,40.8,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,04:00,20.9,17.3,91.5,0.0,0,NE,0.1,1.7,,40.8,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,04:15,20.2,16.8,92.6,0.0,0,W,1.0,2.8,,40.7,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,04:30,19.8,16.6,93.8,0.0,0,SE,0.4,2.4,,40.7,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,04:45,19.8,16.6,93.6,0.0,0,NE,0.3,1.7,,40.7,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,05:00,20.1,16.8,93.0,0.0,0,N,0.1,1.7,,40.6,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,05:15,20.1,16.7,92.9,0.0,0,NW,0.5,2.1,,40.6,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,05:30,20.3,17.2,93.6,0.0,0,NE,0.0,1.4,,40.6,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,05:45,20.8,17.9,94.2,0.0,0,E,0.3,1.7,,40.5,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,06:00,22.8,19.7,92.9,0.0,0,E,0.8,3.1,,40.5,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,06:15,22.4,18.9,91.6,0.0,0,N ,0.3,1.7,,40.5,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,06:30,21.1,17.9,93.0,0.0,0,SW,0.8,2.4,,40.5,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,06:45,22.0,19.0,93.6,0.0,0,N ,0.0,0.0,,40.4,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,07:00,21.7,18.4,92.4,0.0,1,NW,0.4,2.1,,40.4,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,07:15,21.3,18.2,93.2,0.0,5,SW,0.3,2.1,,40.4,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,07:30,21.1,17.8,92.5,0.0,17,NE,0.1,1.7,,40.3,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,07:45,20.9,17.8,93.7,0.0,27,NE,0.9,2.8,,40.3,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,08:00,22.8,19.9,93.6,0.0,34,S,1.0,4.2,,40.3,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,08:15,23.1,19.6,91.3,0.0,54,SW,2.6,4.2,,40.2,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,08:30,23.6,20.2,91.4,0.0,57,SW,1.2,2.8,,40.2,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,08:45,24.3,20.8,90.4,0.0,93,NW,1.4,3.1,,40.2,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,09:00,25.8,22.1,89.2,0.0,118,NW,1.0,3.9,,40.1,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,09:15,26.4,21.9,85.8,0.0,100,W,0.8,2.8,,40.1,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,09:30,27.6,22.9,85.0,0.0,133,SE,0.5,2.4,,40.1,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,09:45,28.1,23.3,84.3,0.0,139,SE,1.9,3.1,,40.0,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,10:00,28.7,23.6,82.7,0.0,87,E,0.9,3.1,,40.0,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,10:15,29.7,24.0,80.3,0.0,94,E,0.9,2.4,,40.0,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,10:30,31.3,25.2,78.7,0.0,151,NW,1.1,2.8,,39.9,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,10:45,31.9,25.8,78.3,0.0,157,NW,1.5,2.4,,39.9,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,11:00,32.5,26.3,77.8,0.0,160,W,1.5,2.8,,39.8,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,11:15,33.2,26.3,75.4,0.0,286,NW,1.5,3.1,,39.8,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,11:30,34.6,25.9,70.0,0.0,355,SW,1.7,3.9,,39.8,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,11:45,35.0,25.2,66.9,0.0,173,SE,1.4,3.1,,39.7,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,12:00,35.3,24.9,65.6,0.0,223,S,1.8,4.6,,39.7,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,12:15,36.5,25.4,63.8,0.0,395,SW,3.1,4.9,,39.7,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,12:30,37.6,25.5,61.1,0.0,271,SW,2.3,4.9,,39.6,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,12:45,38.2,25.7,60.4,0.0,283,SW,2.0,3.5,,39.6,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,13:00,39.4,26.4,59.3,0.0,340,SW,2.1,4.2,,39.6,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,13:15,39.4,26.2,58.8,0.0,222,NW,1.8,3.1,,39.6,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,13:30,41.0,26.6,56.4,0.0,384,S,2.2,4.2,,39.5,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,13:45,41.0,26.5,56.1,0.0,201,S,2.1,3.9,,39.5,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
2020-11-12,14:00,39.8,26.3,58.1,0.0,138,SW,2.0,4.2,,39.5,"Pomona, Yakima County",310142,Pomona,2020-12-15 09:05:10.632463
