Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2020-03-04,23:15,41.8,SE@2.1,2.6,0.0,0,27.7,57.1,30.14,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-04,23:30,41.9,SE@2.1,2.6,0.0,0,28.0,57.4,30.13,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-04,23:45,41.3,SE@1.9,2.6,0.0,0,27.8,58.2,30.13,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-04,24:00,41.5,SE@2.3,3.0,0.0,0,28.0,58.6,30.13,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,00:15,41.1,SE@1.4,2.3,0.0,0,28.0,59.4,30.13,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,00:30,40.8,SE@1.3,1.9,0.0,0,28.4,60.8,30.13,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,00:45,40.1,E@1.7,3.1,0.0,0,28.1,61.8,30.12,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,01:00,40.1,SE@1.1,2.3,0.0,0,28.1,61.9,30.12,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,01:15,40.3,SE@2.0,2.8,0.0,0,28.2,61.7,30.12,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,01:30,40.2,SE@2.7,3.2,0.0,0,28.6,63.0,30.12,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,01:45,39.4,SE@2.3,2.9,0.0,0,28.5,64.7,30.12,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,02:00,39.2,SE@2.8,3.9,0.0,0,28.0,63.9,30.11,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,02:15,38.1,SE@1.0,2.3,0.0,0,28.0,66.7,30.12,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,02:30,38.1,S@0.8,1.4,0.0,0,28.2,67.1,30.11,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,02:45,38.0,SE@1.1,2.2,0.0,0,28.5,68.4,30.11,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,03:00,37.5,SE@1.9,2.6,0.0,0,28.2,68.7,30.1,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,03:15,37.2,SE@1.0,2.1,0.0,0,28.0,69.1,30.1,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,03:30,36.6,E@1.2,2.0,0.0,0,28.0,70.8,30.09,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,03:45,36.7,SE@1.1,2.2,0.0,0,27.7,69.7,30.09,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,04:00,36.5,SE@1.4,2.4,0.0,0,27.6,69.7,30.09,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,04:15,36.7,SE@2.3,3.7,0.0,0,28.0,70.6,30.09,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,04:30,36.9,S@2.3,3.5,0.0,0,28.1,70.3,30.09,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,04:45,36.9,SE@1.7,2.6,0.0,0,28.2,70.4,30.09,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,05:00,36.6,SE@1.6,2.2,0.0,0,28.0,70.8,30.08,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,05:15,36.5,SE@1.1,2.5,0.0,0,28.0,71.1,30.08,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,05:30,36.3,E@0.6,1.3,0.0,0,27.6,70.3,30.08,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,05:45,35.8,E@0.7,1.2,0.0,0,27.6,71.6,30.08,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,06:00,35.1,E@1.2,2.3,0.0,0,27.5,73.6,30.08,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,06:15,34.9,E@1.4,2.3,0.0,0,27.2,73.3,30.08,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,06:30,34.6,SE@2.2,3.5,0.0,1,27.6,75.1,30.08,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,06:45,34.7,SE@2.2,3.5,0.0,3,27.6,75.1,30.08,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,07:00,35.2,E@1.4,2.1,0.0,19,27.6,73.6,30.08,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,07:15,34.9,SE@2.3,3.3,0.0,33,27.6,74.4,30.08,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,07:30,35.5,SE@2.2,2.9,0.0,55,28.2,74.5,30.08,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,07:45,35.2,E@0.9,2.2,0.0,69,28.5,76.5,30.08,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,08:00,35.5,E@1.2,1.9,0.0,97,28.9,76.8,30.09,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,08:15,35.6,E@1.0,2.3,0.0,174,30.2,80.7,30.09,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
2020-03-05,08:30,37.1,E@1.7,3.5,0.0,288,31.9,81.3,30.08,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-06-01 00:23:14.785929
