Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-01-31,23:15,30.0,29.7,29.5,99.6,0.27,N@0.0,0.0,36.7,0.0,0,29.89,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-01-31,23:30,30.0,29.7,29.5,99.6,0.27,N@0.0,0.0,36.7,0.0,0,29.89,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-01-31,23:45,30.0,29.7,29.5,99.6,0.27,N@0.0,0.0,36.7,0.0,0,29.89,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-01-31,24:00,30.0,29.7,29.5,99.6,0.27,N@0.0,0.0,36.7,0.0,0,29.89,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,00:15,30.0,29.6,29.5,99.6,0.28,N@0.0,0.0,36.7,0.0,0,29.88,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,00:30,29.9,29.6,29.4,99.6,0.27,N@0.0,0.0,36.7,0.0,0,29.88,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,00:45,30.0,29.7,29.4,99.6,0.26,N@0.0,0.0,36.7,0.0,0,29.88,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,01:00,30.0,29.6,29.4,99.6,0.26,N@0.0,0.0,36.7,0.0,0,29.88,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,01:15,30.0,29.7,29.5,99.5,0.25,N@0.0,0.0,36.7,0.0,0,29.88,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,01:30,30.0,29.7,29.4,99.6,0.24,N@0.0,0.0,36.7,0.0,0,29.87,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,01:45,29.9,29.7,29.4,99.6,0.23,N@0.0,0.0,36.7,0.0,0,29.88,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,02:00,30.0,29.7,29.5,99.6,0.18,N@0.0,0.0,36.7,0.0,0,29.87,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,02:15,30.0,29.7,29.5,99.5,0.14,N@0.0,0.0,36.7,0.0,0,29.87,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,02:30,30.0,29.8,29.5,99.5,0.12,N@0.0,0.0,36.7,0.0,0,29.87,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,02:45,29.9,29.6,29.4,99.5,0.12,N@0.0,0.0,36.7,0.0,0,29.87,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,03:00,29.8,29.6,29.3,99.5,0.11,N@0.0,0.0,36.7,0.0,0,29.87,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,03:15,29.8,29.5,29.2,99.5,0.1,SE@0.1,3.9,36.7,0.0,0,29.87,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,03:30,29.7,29.5,29.2,99.5,0.09,SE@1.0,4.9,36.7,0.0,0,29.87,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,03:45,29.8,29.5,29.2,99.5,0.08,N@0.0,0.0,36.7,0.0,0,29.86,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,04:00,29.7,29.5,29.2,99.5,0.07,SE@0.3,4.9,36.7,0.0,0,29.86,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,04:15,29.7,29.4,29.1,99.5,0.08,SE@0.5,6.4,36.7,0.0,0,29.85,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,04:30,29.7,29.4,29.1,99.5,0.08,N@0.0,0.0,36.7,0.0,0,29.85,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,04:45,29.6,29.4,29.0,99.5,0.08,SE@0.3,4.2,36.7,0.0,0,29.85,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,05:00,29.6,29.4,29.0,99.5,0.08,N@0.0,0.0,36.7,0.0,0,29.84,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,05:15,29.6,29.3,29.0,99.5,0.09,N@0.0,0.0,36.7,0.0,0,29.85,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,05:30,29.6,29.4,29.1,99.5,0.08,N@0.0,0.0,36.7,0.0,0,29.84,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,05:45,29.8,29.5,29.2,99.5,0.09,N@0.0,0.0,36.7,0.0,0,29.84,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,06:00,29.7,29.5,29.2,99.5,0.09,NE@0.5,4.2,36.7,0.0,0,29.83,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,06:15,29.7,29.4,29.1,99.6,0.09,E@0.9,4.2,36.7,0.0,0,29.82,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,06:30,29.7,29.5,29.2,99.6,0.09,N@0.0,0.0,36.7,0.0,0,29.82,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,06:45,29.7,29.4,29.2,99.6,0.1,N@0.0,0.0,36.7,0.0,0,29.82,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,07:00,29.5,29.2,29.0,99.6,0.16,N@0.0,0.0,36.7,0.0,0,29.82,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,07:15,29.5,29.2,28.9,99.6,0.2,N@0.0,0.0,36.7,0.0,0,29.81,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,07:30,29.5,29.2,28.9,99.6,0.21,N@0.0,0.0,36.7,0.0,0,29.81,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,07:45,29.5,29.1,28.9,99.6,0.23,N@0.0,0.0,36.7,0.0,1,29.81,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,08:00,29.5,29.1,28.9,99.7,0.26,N@0.0,0.0,36.7,0.0,3,29.81,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,08:15,29.5,29.2,29.0,99.7,0.28,N@0.0,0.0,36.7,0.0,5,29.81,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,08:30,29.6,29.2,29.0,99.7,0.29,N@0.0,0.0,36.7,0.0,7,29.81,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,08:45,29.6,29.3,29.1,99.7,0.3,N@0.0,0.0,36.7,0.0,12,29.8,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,09:00,29.7,29.4,29.2,99.7,0.31,N@0.0,0.0,36.7,0.0,15,29.81,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,09:15,29.9,29.6,29.4,99.7,0.32,N@0.0,0.0,36.7,0.0,18,29.81,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,09:30,29.9,29.6,29.4,99.7,0.32,N@0.0,0.0,36.7,0.0,19,29.81,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,09:45,29.9,29.6,29.4,99.7,0.33,N@0.0,0.0,36.7,0.0,19,29.81,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,10:00,29.9,29.6,29.5,99.7,0.33,N@0.0,0.0,36.7,0.0,25,29.81,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,10:15,30.0,29.7,29.5,99.7,0.34,N@0.0,0.0,36.7,0.0,38,29.8,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,10:30,30.0,29.7,29.5,99.7,0.35,N@0.0,0.0,36.7,0.0,41,29.8,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,10:45,30.0,29.8,29.5,99.7,0.35,SW@0.0,3.5,36.7,0.0,41,29.8,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,11:00,30.1,29.8,29.7,99.8,0.37,W@1.9,4.2,36.7,0.0,41,29.81,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,11:15,30.1,29.9,29.7,99.8,0.39,NW@1.8,4.6,36.7,0.0,38,29.8,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,11:30,30.3,30.0,29.9,99.8,0.4,N@1.3,4.9,36.7,0.0,51,29.79,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,11:45,30.4,30.2,30.0,99.8,0.38,SW@0.9,3.1,36.7,0.0,59,29.78,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,12:00,30.6,30.4,30.2,99.8,0.36,W@1.9,6.0,36.7,0.0,98,29.79,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,12:15,30.8,30.6,30.4,99.8,0.35,SW@2.0,5.3,36.7,0.0,102,29.78,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,12:30,31.2,30.9,30.9,99.7,0.43,SW@1.1,2.8,36.7,0.0,147,29.78,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,12:45,31.7,31.6,31.5,99.7,0.42,SW@0.1,1.7,36.7,0.0,161,29.77,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,13:00,32.1,32.0,32.0,99.6,0.35,N@0.0,0.0,36.7,0.0,154,29.77,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
2019-02-01,13:15,32.5,32.1,32.4,99.5,0.29,N@0.0,0.0,36.7,0.0,168,29.76,"Moxee.SE (Moxee), Yakima County",310143,Moxee.SE,2019-06-25 22:04:13.644301
