Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2008-01-27,00:15,22.7,,22.7,100.0,0.02,E@0.4,1.7,,31.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 02:42:49.046317
2008-01-27,00:30,22.9,,22.9,100.0,0.03,E@0.2,0.7,,31.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 02:42:49.046317
2008-01-27,00:45,23.0,,23.0,100.0,0.03,E@0.2,1.2,,31.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 02:42:49.046317
2008-01-27,01:00,23.2,,23.2,100.0,0.03,NE@0.5,1.9,,31.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 02:42:49.046317
2008-01-27,01:15,23.6,,23.6,100.0,0.03,NE@1.9,4.0,,31.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 02:42:49.046317
2008-01-27,01:30,25.4,,25.4,100.0,0.03,N@2.4,3.8,,31.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 02:42:49.046317
2008-01-27,01:45,27.4,,27.4,100.0,0.04,N@1.5,3.6,,31.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 02:42:49.046317
2008-01-27,02:00,28.2,,28.2,100.0,0.04,NE@0.2,1.6,,31.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 02:42:49.046317
2008-01-27,02:15,27.5,,26.8,99.9,0.04,SW@2.5,4.5,,31.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 02:42:49.046317
2008-01-27,02:30,25.8,,25.8,100.0,0.03,W@0.8,3.1,,31.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 02:42:49.046317
2008-01-27,02:45,26.1,,26.1,100.0,0.03,NW@0.1,0.7,,31.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 02:42:49.046317
2008-01-27,03:00,26.6,,26.6,100.0,0.04,NE@0.3,1.6,,31.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 02:42:49.046317
2008-01-27,03:15,27.5,,27.5,100.0,0.04,NE@0.2,1.0,,31.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 02:42:49.046317
2008-01-27,03:30,28.6,,28.6,100.0,0.05,E@0.1,1.2,,31.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 02:42:49.046317
