Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2019-11-27,00:15,33.4,23.1,65.6,0.0,NE@12.4,21.8,0.0,0,35.6,38.6,33.3,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,00:30,32.8,23.7,68.6,0.0,NE@12.4,20.7,0.0,0,35.6,38.6,32.7,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,00:45,32.6,23.8,69.5,0.0,NE@11.7,19.6,0.0,0,35.6,38.6,32.5,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,01:00,32.6,23.9,69.9,0.0,NE@10.8,20.0,0.0,0,35.6,38.5,32.6,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,01:15,33.2,23.0,65.8,0.0,N @12.2,20.7,0.0,0,35.5,38.5,33.1,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,01:30,33.5,22.0,62.3,0.0,NE@10.7,18.5,0.0,0,35.5,38.5,33.4,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,01:45,33.6,21.7,61.1,0.0,NE@10.8,16.7,0.0,0,35.4,38.5,33.6,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,02:00,34.0,21.4,59.7,0.0,NE@10.6,17.8,0.0,0,35.4,38.5,33.9,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,02:15,34.3,20.6,57.0,0.0,NE@10.6,17.8,0.0,0,35.4,38.5,34.2,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,02:30,34.3,20.0,55.4,0.0,NE@10.9,18.2,0.0,0,35.4,38.5,34.3,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,02:45,34.4,19.7,54.3,0.0,NE@10.8,18.5,0.0,0,35.4,38.4,34.4,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,03:00,34.6,19.4,53.4,0.0,N @11.5,19.2,0.0,0,35.4,38.4,34.5,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,03:15,34.7,19.2,52.6,0.0,NE@11.1,18.5,0.0,0,35.4,38.4,34.7,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,03:30,34.8,18.8,51.7,0.0,NE@11.6,20.0,0.0,0,35.4,38.4,34.7,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,03:45,34.9,18.7,51.1,0.0,NE@11.1,19.6,0.0,0,35.5,38.4,34.8,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
2019-11-27,04:00,35.1,18.4,50.1,0.0,NE@11.5,18.5,0.0,0,35.5,38.4,35.0,"Sunside.N (Sunnyside), Yakima County",310136,Sunside.N,2020-01-21 15:02:27.664159
