Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2011-01-29,00:15,40.9,,36.7,84.7,0.04,N@6.6,8.5,,39.1,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,00:30,40.8,,36.6,84.8,0.03,N@7.3,9.9,,39.1,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,00:45,40.4,,36.4,85.4,0.04,N@7.0,8.5,,39.1,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,01:00,41.3,,36.8,83.7,0.03,N@6.8,8.9,,39.0,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,01:15,40.5,,36.2,84.3,0.03,N@5.1,7.8,,39.0,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,01:30,40.3,,36.2,84.9,0.04,N@5.7,6.7,,39.0,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,01:45,40.1,,36.0,85.4,0.04,N@5.9,7.4,,38.9,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,02:00,40.0,,36.1,85.5,0.05,N@6.2,7.8,,38.9,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,02:15,39.5,,35.7,86.1,0.05,N@6.6,8.9,,38.9,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,02:30,39.0,,35.5,87.2,0.05,N@7.7,9.6,,38.8,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,02:45,38.9,,35.5,87.5,0.05,N@6.8,8.9,,38.8,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,03:00,39.4,,36.0,87.2,0.04,N@7.0,8.9,,38.8,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,03:15,39.6,,36.1,87.1,0.04,N@6.7,8.5,,38.7,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,03:30,40.2,,36.6,86.8,0.03,N@7.1,8.5,,38.7,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,03:45,40.2,,36.6,86.8,0.03,N@7.5,9.6,,38.7,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,04:00,40.7,,37.0,86.5,0.03,N@6.6,8.9,,38.7,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,04:15,41.3,,37.5,86.2,0.02,N@6.1,8.5,,38.6,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,04:30,41.8,,38.0,86.0,0.02,N@5.3,7.4,,38.6,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,04:45,42.4,,38.3,85.3,0.02,N@5.0,8.2,,38.6,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,05:00,43.7,,38.8,82.6,0.01,NE@5.0,7.1,,38.6,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,05:15,44.2,,39.0,81.8,0.01,NE@3.7,5.3,,38.6,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,05:30,44.3,,39.0,81.4,0.01,NE@3.2,4.9,,38.5,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,05:45,44.6,,39.2,80.9,0.01,NE@2.9,4.6,,38.5,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,06:00,44.7,,39.1,80.5,0.01,NE@2.8,4.2,,38.5,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,06:15,44.4,,38.9,80.9,0.01,NE@3.4,4.2,,38.5,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,06:30,44.3,,39.0,81.4,0.01,N@4.3,5.3,,38.5,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,06:45,45.2,,39.1,79.1,0.01,N@3.5,6.0,,38.5,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,07:00,43.8,,38.9,82.8,0.01,N@3.6,4.6,,38.5,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,07:15,43.8,,39.2,83.6,0.02,N@4.2,5.3,,38.5,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,07:30,43.9,,39.2,83.3,0.05,N@4.7,5.7,,38.5,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,07:45,44.0,,39.3,83.2,0.25,N@4.8,6.4,,38.5,0.0,3,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,08:00,44.0,,39.7,84.6,0.39,N@5.0,6.4,,38.5,0.0,8,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,08:15,44.0,,39.9,85.3,0.51,N@5.1,6.7,,38.5,0.0,16,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,08:30,44.3,,40.4,86.0,0.92,N@4.6,6.4,,38.5,0.0,25,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,08:45,44.7,,41.0,86.5,0.92,N@4.3,5.7,,38.5,0.0,41,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,09:00,45.0,,41.3,86.8,0.9,N@3.7,4.9,,38.5,0.0,51,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,09:15,45.8,,42.0,86.4,0.85,N@3.1,4.2,,38.5,0.0,69,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,09:30,47.0,,42.6,84.6,0.65,N@2.4,3.9,,38.5,0.0,95,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,09:45,48.3,,42.7,80.8,0.17,N@0.6,2.1,,38.5,0.0,84,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,10:00,48.5,,43.2,81.9,0.73,N@0.0,1.4,,38.5,0.0,73,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,10:15,48.4,,43.6,83.2,0.97,NE@0.0,1.4,,38.5,0.0,80,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,10:30,48.7,,43.6,82.5,1.0,N@0.0,0.0,,38.6,0.0,103,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,10:45,49.0,,42.7,78.9,1.0,N@0.0,0.0,,38.6,0.0,100,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,11:00,48.6,,44.1,84.1,1.0,N@0.0,0.0,,38.6,0.0,78,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,11:15,48.0,,44.3,86.8,1.0,N@0.0,0.0,,38.6,0.0,67,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,11:30,47.7,,44.2,87.4,1.0,SW@1.7,3.5,,38.7,0.0,70,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,11:45,47.8,,43.9,86.1,1.0,SE@0.9,2.1,,38.7,0.0,77,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,12:00,47.6,,43.9,87.0,1.0,E@0.3,2.8,,38.8,0.0,63,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,12:15,47.6,,44.0,87.1,1.0,N@0.0,0.0,,38.8,0.0,65,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,12:30,47.6,,44.2,88.1,1.0,NE@2.3,4.6,,38.9,0.0,69,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,12:45,47.6,,44.5,89.1,1.0,NE@2.1,3.5,,38.9,0.0,67,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,13:00,47.6,,44.7,89.7,1.0,NE@3.3,5.3,,39.0,0.0,107,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,13:15,48.0,,44.9,88.8,1.0,E@2.6,4.9,,39.0,0.01,123,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,13:30,48.7,,44.5,85.2,1.0,NE@2.5,5.3,,39.1,0.0,132,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,13:45,48.9,,43.9,82.7,1.0,NE@4.2,6.0,,39.2,0.0,164,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,14:00,49.3,,43.9,81.4,0.95,NE@3.8,5.3,,39.2,0.0,188,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,14:15,49.5,,42.9,77.9,0.87,E@3.6,5.7,,39.3,0.0,170,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,14:30,50.4,,43.0,75.5,0.48,NE@2.5,4.2,,39.4,0.0,223,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,14:45,51.5,,42.3,70.5,0.01,N@1.3,3.9,,39.4,0.0,248,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,15:00,51.6,,41.6,68.6,0.0,NE@1.2,5.3,,39.5,0.0,165,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,15:15,51.4,,41.6,68.9,0.0,E@0.3,2.1,,39.5,0.0,125,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,15:30,51.4,,41.6,69.0,0.0,N@0.0,0.0,,39.6,0.0,132,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,15:45,51.0,,41.5,69.9,0.0,S@0.1,2.4,,39.7,0.0,95,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,16:00,50.6,,41.6,71.1,0.0,N@0.0,0.0,,39.8,0.0,48,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,16:15,50.4,,41.4,71.0,0.0,N@0.0,0.0,,39.8,0.0,31,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,16:30,51.3,,41.6,69.3,0.0,N@0.0,0.0,,39.9,0.0,55,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,16:45,50.7,,42.3,72.7,0.0,N@0.0,0.0,,40.0,0.0,37,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,17:00,49.6,,42.9,77.7,0.01,N@0.0,0.0,,40.1,0.0,8,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,17:15,48.0,,42.0,79.5,0.01,N@0.0,0.0,,40.2,0.0,1,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,17:30,47.4,,41.5,79.7,0.01,N@0.0,0.0,,40.3,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,17:45,46.3,,41.6,83.6,0.01,N@3.8,5.3,,40.3,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,18:00,46.2,,41.5,83.4,0.01,N@3.7,4.9,,40.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,18:15,46.0,,41.3,83.6,0.01,N@4.7,5.7,,40.5,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,18:30,45.5,,41.0,84.1,0.01,N@4.8,6.7,,40.5,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,18:45,45.4,,40.9,84.2,0.01,N@5.8,7.4,,40.6,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,19:00,45.4,,40.8,83.9,0.01,N@6.4,8.2,,40.6,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,19:15,45.2,,40.7,84.1,0.01,N@6.5,8.2,,40.7,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,19:30,45.4,,40.5,83.0,0.01,N@5.6,7.4,,40.7,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,19:45,45.4,,40.4,82.4,0.01,N@4.1,6.0,,40.7,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,20:00,45.4,,40.3,82.4,0.01,NW@1.1,4.2,,40.8,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,20:15,45.0,,40.2,83.0,0.01,N@4.0,5.7,,40.8,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,20:30,44.4,,40.1,84.9,0.01,N@5.3,7.1,,40.8,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,20:45,44.9,,40.4,84.1,0.01,N@5.1,6.0,,40.8,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,21:00,44.9,,40.2,83.5,0.01,NW@3.0,6.0,,40.8,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,21:15,44.6,,39.7,83.0,0.01,N@3.3,4.6,,40.9,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,21:30,43.8,,39.6,84.9,0.02,N@3.7,4.9,,40.9,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,21:45,44.3,,40.0,84.7,0.01,N@4.4,6.0,,40.9,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,22:00,45.3,,40.3,82.4,0.01,N@5.1,7.4,,40.9,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,22:15,45.4,,40.3,82.3,0.01,N@5.3,7.1,,40.9,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,22:30,44.1,,39.5,83.9,0.02,W@2.9,5.7,,40.9,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,22:45,41.0,,38.7,91.3,0.15,W@2.7,4.2,,40.9,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
2011-01-29,23:00,40.7,,38.9,93.2,0.27,S@1.4,3.5,,40.9,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 03:10:10.171677
