Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
1999-05-04,00:15,35.2,,30.2,81.7,0.0,N@1.9,99999.0,,54.0,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,00:30,34.9,,30.1,82.6,0.0,N@3.7,99999.0,,53.9,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,00:45,34.5,,29.9,83.0,0.0,N@3.6,99999.0,,53.8,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,01:00,34.5,,30.4,84.8,0.0,N@3.2,99999.0,,53.7,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,01:15,38.5,,31.6,75.9,0.0,W@3.0,99999.0,,53.7,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,01:30,39.1,,32.0,75.3,0.0,W@0.6,99999.0,,53.6,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,01:45,35.6,,30.2,80.7,0.0,NW@0.9,99999.0,,53.5,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,02:00,33.6,,29.7,85.6,0.0,N@1.7,99999.0,,53.5,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,02:15,33.0,,29.2,85.7,0.0,N@3.3,99999.0,,53.4,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,02:30,32.8,,28.8,85.3,0.0,N@2.8,99999.0,,53.3,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,02:45,32.8,,29.1,86.2,0.0,N@2.6,99999.0,,53.2,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,03:00,33.0,,29.1,85.3,0.0,N@3.4,99999.0,,53.1,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,03:15,33.3,,29.1,84.3,0.0,N@3.6,99999.0,,53.1,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,03:30,33.2,,29.2,85.1,0.0,N@2.9,99999.0,,53.0,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,03:45,33.5,,29.5,85.0,0.0,N@2.6,99999.0,,52.9,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,04:00,33.3,,29.1,84.3,0.0,N@3.5,99999.0,,52.8,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,04:15,33.5,,29.2,83.9,0.0,N@3.1,99999.0,,52.6,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,04:30,33.6,,29.1,83.4,0.0,N@2.2,99999.0,,52.0,0.0,0,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,04:45,34.2,,29.5,82.8,0.0,N@1.7,99999.0,,51.5,0.0,2,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,05:00,33.0,,29.3,85.8,0.0,N@3.2,99999.0,,51.2,0.0,8,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,05:15,33.2,,28.9,84.1,0.0,N@2.7,99999.0,,50.9,0.0,17,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,05:30,34.5,,29.3,81.1,0.0,N@2.8,99999.0,,50.5,0.0,51,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,05:45,36.3,,30.6,79.6,0.0,N@2.4,99999.0,,50.1,0.0,105,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,06:00,38.0,,31.4,76.9,0.0,N@2.0,99999.0,,49.8,0.0,129,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,06:15,40.0,,32.2,73.5,0.0,N@1.3,99999.0,,49.5,0.0,176,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,06:30,41.8,,32.5,69.3,0.0,NW@1.5,99999.0,,49.1,0.0,222,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,06:45,43.6,,32.9,65.6,0.0,SW@1.8,99999.0,,48.9,0.0,267,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,07:00,44.7,,32.5,62.0,0.0,SW@3.6,99999.0,,48.7,0.0,326,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,07:15,45.2,,31.4,58.1,0.0,W@5.2,99999.0,,48.6,0.0,390,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,07:30,46.8,,30.9,53.6,0.0,W@6.0,99999.0,,48.6,0.0,545,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
1999-05-04,07:45,47.4,,29.9,50.5,0.0,W@7.6,99999.0,,48.5,0.0,495,"Sunnyside, Yakima County",310136,Sunnyside,2017-12-06 01:22:15.586236
