Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2012-12-13,00:15,34.1,34.8,33.2,96.6,0.32,W@0.1,1.7,41.9,0.0,0,30.07,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,00:30,34.2,35.0,33.3,96.4,0.3,W@0.4,2.4,41.8,0.0,0,30.07,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,00:45,34.3,35.2,33.4,96.2,0.28,S@0.9,2.4,41.8,0.0,0,30.07,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,01:00,34.5,35.4,33.6,96.3,0.27,S@1.6,2.8,41.8,0.0,0,30.07,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,01:15,34.8,35.6,33.8,96.2,0.25,W@0.5,2.1,41.8,0.0,0,30.07,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,01:30,34.7,35.5,33.7,96.0,0.22,W@1.8,3.1,41.8,0.0,0,30.08,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,01:45,34.5,35.3,33.5,95.9,0.19,W@2.0,2.8,41.8,0.0,0,30.08,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,02:00,34.6,35.4,33.5,95.8,0.16,NW@1.0,3.1,41.7,0.0,0,30.08,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,02:15,34.5,35.3,33.4,95.5,0.14,N@2.8,4.6,41.7,0.0,0,30.08,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,02:30,34.0,34.9,32.7,95.2,0.1,NE@2.8,4.2,41.7,0.0,0,30.09,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,02:45,34.0,35.0,32.8,95.1,0.07,NE@1.7,2.8,41.7,0.0,0,30.09,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,03:00,34.2,35.0,32.9,94.9,0.06,N@1.3,2.8,41.7,0.0,0,30.09,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,03:15,34.2,34.9,32.8,94.9,0.0,E@0.2,2.4,41.7,0.0,0,30.09,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,03:30,34.1,34.9,32.8,94.9,0.0,E@0.4,1.7,41.6,0.0,0,30.09,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,03:45,34.3,35.0,32.9,94.8,0.0,N@1.0,4.9,41.7,0.0,0,30.09,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,04:00,33.6,34.5,32.3,94.9,0.0,N@3.5,5.3,41.6,0.0,0,30.1,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,04:15,33.5,34.4,32.3,95.4,0.0,NE@3.7,4.9,41.6,0.0,0,30.1,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,04:30,33.5,34.5,32.5,95.7,0.0,NE@3.8,5.3,41.6,0.0,0,30.1,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,04:45,33.4,34.4,32.4,96.0,0.02,NE@3.8,4.9,41.6,0.0,0,30.1,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,05:00,33.4,34.3,32.5,96.2,0.08,N@3.0,4.2,41.6,0.0,0,30.1,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,05:15,33.7,34.5,32.8,96.5,0.15,NE@0.8,2.1,41.6,0.0,0,30.1,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,05:30,34.0,34.8,33.2,96.6,0.17,NW@1.0,2.8,41.6,0.0,0,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,05:45,34.2,34.9,33.3,96.7,0.21,S@0.9,3.5,41.6,0.0,0,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,06:00,34.2,35.1,33.3,96.6,0.2,S@0.7,3.1,41.6,0.0,0,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,06:15,34.2,35.1,33.3,96.3,0.21,W@2.0,4.9,41.6,0.0,0,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,06:30,33.6,34.6,32.8,96.6,0.22,W@3.4,4.9,41.6,0.0,0,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,06:45,33.6,34.5,32.8,97.1,0.24,W@3.0,3.9,41.6,0.0,0,30.12,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,07:00,33.6,34.5,32.9,97.5,0.25,W@2.3,3.1,41.6,0.0,0,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,07:15,33.7,34.6,33.1,97.7,0.27,W@2.7,3.9,41.5,0.0,0,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,07:30,33.9,34.7,33.3,97.7,0.3,W@0.4,2.8,41.5,0.0,0,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,07:45,34.0,34.8,33.4,97.7,0.31,SW@0.9,3.1,41.5,0.0,1,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,08:00,34.1,35.0,33.5,97.6,0.3,E@1.7,4.2,41.5,0.0,3,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,08:15,34.3,35.1,33.6,97.3,0.3,SE@0.4,1.7,41.5,0.0,4,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,08:30,34.3,35.1,33.5,96.9,0.35,NE@1.9,4.6,41.5,0.0,9,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,08:45,34.2,35.1,33.4,96.6,0.34,NE@2.7,3.9,41.5,0.0,14,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,09:00,34.3,35.1,33.4,96.4,0.34,W@0.9,3.1,41.5,0.0,15,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,09:15,34.3,35.2,33.4,96.4,0.36,W@1.6,4.2,41.5,0.0,19,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
2012-12-13,09:30,34.4,35.2,33.5,96.3,0.39,W@1.0,4.2,41.5,0.0,21,30.11,"WSU Tri-Cities (WSU TC), Richland, Benton County",100148,WSU Tri-Cities (WSU TC),2017-11-23 23:47:35.903233
