Date,Time PST,1.5m Air Temp °F, 9m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Tot 2nd Prec in, Solar Rad W/m², Wind Speed mph, 2m Wind Gust mph, 10m Wind Direction, 10m Wind Speed mph, 10m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-03-27,00:15,39.5,,31.5,72.8,0.0,,0,3.3,4.6,,,46.7,48.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,00:30,39.7,,31.4,72.0,0.0,,0,1.0,2.8,,,46.4,48.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,00:45,39.8,,31.2,71.0,0.0,,0,1.5,3.5,,,46.0,48.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,01:00,39.0,,30.9,72.3,0.0,,0,2.7,5.3,,,45.7,48.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,01:15,41.4,,31.9,68.7,0.0,,0,2.8,4.9,,,45.5,48.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,01:30,41.9,,31.9,67.5,0.0,,0,1.7,3.1,,,45.2,48.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,01:45,42.6,,32.0,65.7,0.0,,0,2.2,4.9,,,45.0,48.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,02:00,40.9,,31.4,68.8,0.0,,0,0.2,1.7,,,44.7,48.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,02:15,40.7,,31.4,69.2,0.0,,0,2.0,3.5,,,44.5,48.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,02:30,38.2,,29.8,71.3,0.0,,0,2.1,3.9,,,44.2,48.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,02:45,37.5,,29.8,73.3,0.0,,0,2.9,4.9,,,43.9,48.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,03:00,37.6,,29.9,73.3,0.0,,0,3.1,4.6,,,43.6,48.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,03:15,37.9,,30.4,74.0,0.0,,0,3.1,4.2,,,43.4,48.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,03:30,35.6,,28.8,76.0,0.0,,0,2.6,3.5,,,43.2,48.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,03:45,33.4,,27.9,80.1,0.0,,0,1.3,3.1,,,43.0,48.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,04:00,33.7,,28.4,80.4,0.0,,0,1.6,3.1,,,42.7,48.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,04:15,34.5,,29.5,81.7,0.0,,0,1.9,3.1,,,42.5,47.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,04:30,35.6,,30.2,80.6,0.0,,0,1.2,4.2,,,42.2,47.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,04:45,33.9,,28.8,81.2,0.0,,0,1.7,3.1,,,42.0,47.8,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,05:00,32.8,,27.7,81.4,0.0,,0,2.2,3.9,,,41.8,47.7,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,05:15,31.3,,26.5,83.0,0.0,,0,3.0,3.9,,,41.6,47.7,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,05:30,32.3,,27.4,82.0,0.0,,0,2.7,3.5,,,41.4,47.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,05:45,32.7,,28.0,82.8,0.0,,1,2.5,4.2,,,41.2,47.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,06:00,31.8,,27.7,84.8,0.0,,7,2.6,3.5,,,41.0,47.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,06:15,32.0,,27.0,81.4,0.0,,30,2.2,3.9,,,40.8,47.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,06:30,33.2,,28.1,81.4,0.0,,66,2.0,3.1,,,40.7,47.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,06:45,34.1,,28.2,78.6,0.0,,104,2.1,3.1,,,40.7,47.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,07:00,35.3,,30.5,82.4,0.0,,145,3.2,4.9,,,40.8,47.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,07:15,36.4,,30.6,79.2,0.0,,186,2.6,4.2,,,40.9,47.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,07:30,39.1,,31.7,74.6,0.0,,231,0.7,2.1,,,41.0,47.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,07:45,41.3,,32.5,70.5,0.0,,274,3.1,4.9,,,41.2,47.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,08:00,43.0,,33.3,68.3,0.0,,318,3.6,5.3,,,41.4,46.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
2021-03-27,08:15,44.9,,33.8,64.9,0.0,,362,4.3,6.0,,,41.6,46.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:27:03.348814
