Date,Time PST,1.5m Air Temp °F, 9m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Tot 2nd Prec in, Solar Rad W/m², Wind Speed mph, 2m Wind Gust mph, 10m Wind Direction, 10m Wind Speed mph, 10m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-08-28,00:15,55.7,,45.9,69.7,0.0,,0,2.9,4.2,,,62.1,67.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,00:30,57.9,,45.5,63.3,0.0,,0,4.5,7.8,,,61.9,67.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,00:45,56.9,,45.7,66.2,0.0,,0,4.2,6.7,,,61.7,67.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,01:00,57.7,,45.5,63.8,0.0,,0,3.5,5.3,,,61.6,67.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,01:15,56.4,,45.6,67.1,0.0,,0,3.1,4.2,,,61.5,67.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,01:30,55.6,,45.7,69.2,0.0,,0,3.0,4.2,,,61.3,67.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,01:45,53.9,,45.8,73.8,0.0,,0,4.1,7.1,,,61.2,67.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,02:00,54.8,,45.6,70.9,0.0,,0,4.9,6.4,,,61.0,67.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,02:15,54.7,,45.5,71.1,0.0,,0,4.1,6.4,,,60.8,67.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,02:30,52.9,,45.5,75.9,0.0,,0,3.6,4.9,,,60.7,67.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,02:45,51.2,,45.4,80.3,0.0,,0,2.8,4.2,,,60.5,67.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,03:00,50.4,,45.3,82.5,0.0,,0,3.8,5.7,,,60.4,67.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,03:15,50.3,,44.9,81.6,0.0,,0,4.5,6.7,,,60.2,66.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,03:30,50.0,,44.6,81.6,0.0,,0,4.3,6.0,,,59.9,66.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,03:45,50.3,,44.4,80.0,0.0,,0,3.6,6.0,,,59.7,66.8,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,04:00,49.2,,44.3,83.2,0.0,,0,4.0,5.3,,,59.6,66.8,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,04:15,50.0,,44.2,80.3,0.0,,0,4.3,6.0,,,59.4,66.7,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,04:30,49.8,,43.7,79.3,0.0,,0,2.7,3.5,,,59.2,66.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,04:45,48.3,,43.4,83.2,0.0,,0,2.2,3.1,,,59.1,66.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,05:00,47.6,,43.6,85.8,0.0,,0,3.2,4.9,,,59.0,66.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,05:15,49.1,,43.4,80.8,0.0,,2,3.5,4.6,,,58.8,66.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,05:30,48.6,,43.3,81.8,0.0,,8,3.4,3.9,,,58.7,66.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,05:45,50.2,,42.5,74.6,0.0,,23,2.4,3.9,,,58.6,66.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,06:00,48.1,,42.8,81.5,0.0,,43,2.5,4.9,,,58.6,66.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,06:15,48.2,,43.2,82.8,0.0,,73,2.7,4.2,,,58.6,66.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,06:30,48.9,,44.2,83.6,0.0,,103,2.2,3.9,,,58.6,66.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,06:45,50.0,,44.9,82.3,0.0,,141,2.4,3.5,,,58.6,66.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,07:00,52.4,,45.9,78.3,0.0,,179,3.2,4.9,,,58.6,66.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,07:15,54.5,,46.7,74.8,0.0,,216,3.3,4.6,,,58.6,65.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,07:30,56.3,,47.6,72.5,0.0,,256,3.6,4.9,,,58.7,65.8,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,07:45,58.4,,48.3,69.1,0.0,,284,3.0,4.2,,,58.8,65.8,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,08:00,59.7,,49.0,67.5,0.0,,322,2.6,4.6,,,59.0,65.7,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,08:15,61.6,,49.2,63.5,0.0,,363,2.5,4.6,,,59.3,65.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,08:30,64.3,,47.4,54.3,0.0,,399,4.0,6.0,,,59.5,65.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,08:45,65.5,,47.6,52.3,0.0,,439,2.7,4.9,,,59.8,65.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,09:00,67.3,,49.0,51.9,0.0,,493,2.8,4.6,,,60.1,65.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,09:15,68.2,,49.3,50.8,0.0,,538,2.8,4.2,,,60.4,65.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,09:30,69.6,,46.8,44.2,0.0,,579,3.3,5.3,,,60.8,65.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
2021-08-28,09:45,71.1,,47.0,42.1,0.0,,619,3.0,5.7,,,61.3,65.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:26.544074
