Date,Time PST,1.5m Air Temp °F, 9m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Tot 2nd Prec in, Solar Rad W/m², Wind Speed mph, 2m Wind Gust mph, 10m Wind Direction, 10m Wind Speed mph, 10m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-05-29,00:15,51.5,,36.8,57.1,0.0,,0,3.4,4.6,,,56.6,62.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,00:30,51.3,,35.7,54.9,0.0,,0,3.4,6.0,,,56.4,62.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,00:45,52.0,,34.9,51.9,0.0,,0,3.1,4.9,,,56.1,62.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,01:00,52.4,,34.2,49.6,0.0,,0,5.4,9.2,,,55.9,62.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,01:15,51.5,,34.0,51.1,0.0,,0,3.6,4.9,,,55.6,61.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,01:30,50.5,,34.6,54.3,0.0,,0,3.3,4.6,,,55.3,61.8,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,01:45,50.8,,33.6,51.5,0.0,,0,4.6,6.7,,,55.1,61.8,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,02:00,51.6,,33.2,49.3,0.0,,0,5.6,7.8,,,54.8,61.7,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,02:15,51.0,,33.4,50.8,0.0,,0,4.6,6.7,,,54.5,61.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,02:30,47.5,,36.5,65.2,0.0,,0,3.8,5.7,,,54.3,61.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,02:45,44.9,,36.5,72.1,0.0,,0,4.1,6.0,,,54.1,61.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,03:00,45.8,,34.5,64.6,0.0,,0,3.9,6.0,,,53.8,61.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,03:15,44.1,,37.3,76.9,0.0,,0,2.3,3.5,,,53.6,61.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,03:30,42.3,,37.6,83.4,0.0,,0,2.7,4.2,,,53.5,61.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,03:45,43.2,,35.7,74.6,0.0,,0,2.9,3.9,,,53.2,61.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,04:00,42.8,,36.8,79.2,0.0,,0,2.8,3.9,,,53.1,61.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,04:15,43.6,,35.4,72.6,0.0,,4,3.1,3.9,,,52.9,60.8,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,04:30,43.2,,35.8,75.0,0.0,,12,2.8,4.6,,,52.7,60.8,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,04:45,43.4,,35.0,72.3,0.0,,38,3.7,4.6,,,52.5,60.7,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,05:00,43.8,,36.3,74.6,0.0,,70,3.6,5.3,,,52.3,60.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,05:15,43.8,,37.1,77.1,0.0,,104,3.6,5.7,,,52.2,60.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,05:30,45.7,,36.2,69.3,0.0,,139,3.4,4.9,,,52.2,60.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,05:45,48.2,,36.8,64.4,0.0,,179,3.7,5.7,,,52.2,60.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,06:00,50.7,,36.6,58.3,0.0,,217,4.4,6.4,,,52.2,60.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,06:15,52.0,,36.1,54.4,0.0,,272,5.1,7.1,,,52.4,60.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,06:30,53.7,,35.2,49.4,0.0,,311,5.3,8.9,,,52.6,60.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,06:45,54.8,,35.1,47.1,0.0,,300,5.6,8.2,,,52.8,59.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,07:00,55.7,,37.4,50.1,0.0,,392,5.0,7.4,,,52.9,59.8,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,07:15,56.3,,35.2,44.9,0.0,,453,5.6,9.2,,,53.2,59.7,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,07:30,57.5,,35.9,44.3,0.0,,470,5.3,8.2,,,53.5,59.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,07:45,58.1,,35.3,42.3,0.0,,487,4.6,7.8,,,53.9,59.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,08:00,59.3,,36.5,42.5,0.0,,542,5.2,8.2,,,54.3,59.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,08:15,60.0,,35.8,40.3,0.0,,596,3.8,6.7,,,54.8,59.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,08:30,60.8,,35.6,38.8,0.0,,632,4.6,8.9,,,55.5,59.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,08:45,61.7,,36.0,38.1,0.0,,651,3.8,7.4,,,56.2,59.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,09:00,62.7,,37.2,38.7,0.0,,712,4.3,7.8,,,57.3,59.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,09:15,63.8,,37.4,37.6,0.0,,746,4.7,9.2,,,58.6,59.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,09:30,64.7,,37.5,36.4,0.0,,774,3.7,9.2,,,60.1,59.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,09:45,65.2,,36.6,34.6,0.0,,801,3.9,7.8,,,61.7,59.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,10:00,65.8,,36.5,33.8,0.0,,827,3.4,7.4,,,63.2,58.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,10:15,66.9,,37.6,33.9,0.0,,858,3.5,6.0,,,64.9,58.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,10:30,67.7,,39.6,35.8,0.0,,863,3.4,5.3,,,66.5,58.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,10:45,68.3,,36.5,30.9,0.0,,874,3.1,6.7,,,68.1,58.8,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,11:00,68.9,,36.4,30.2,0.0,,910,3.0,5.7,,,69.7,58.8,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,11:15,69.9,,38.8,32.1,0.0,,925,3.3,6.0,,,71.2,58.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,11:30,71.0,,36.2,27.9,0.0,,928,4.0,7.1,,,71.5,58.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,11:45,71.1,,38.1,30.0,0.0,,941,3.6,8.9,,,71.8,58.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,12:00,71.3,,38.2,29.9,0.0,,955,3.7,7.4,,,73.3,59.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,12:15,71.3,,41.0,33.3,0.0,,900,4.1,7.4,,,74.6,59.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,12:30,73.2,,36.6,26.3,0.0,,924,3.7,8.5,,,75.6,59.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,12:45,72.8,,38.0,28.2,0.0,,848,3.2,9.6,,,76.6,59.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,13:00,72.5,,38.1,28.6,0.0,,760,3.1,6.4,,,77.1,59.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,13:15,72.8,,36.7,26.8,0.0,,877,2.6,4.9,,,77.4,59.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,13:30,74.5,,38.2,26.9,0.0,,888,3.1,7.1,,,78.2,59.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,13:45,74.0,,37.2,26.2,0.0,,865,3.6,7.4,,,79.1,59.7,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,14:00,74.6,,36.2,24.7,0.0,,837,3.4,7.1,,,79.7,59.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,14:15,75.5,,33.1,21.3,0.0,,807,2.1,4.2,,,80.1,60.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,14:30,75.7,,36.7,24.3,0.0,,776,3.6,6.7,,,80.2,60.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,14:45,75.4,,38.5,26.4,0.0,,747,3.3,6.4,,,80.3,60.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,15:00,75.2,,39.0,26.9,0.0,,715,3.2,5.7,,,80.4,60.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,15:15,75.4,,36.7,24.5,0.0,,684,2.9,5.3,,,80.3,60.8,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,15:30,75.7,,37.6,25.2,0.0,,647,2.8,4.6,,,80.1,61.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,15:45,75.3,,40.1,28.1,0.0,,613,3.4,6.7,,,79.9,61.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,16:00,75.7,,37.0,24.6,0.0,,575,2.9,6.0,,,79.5,61.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,16:15,77.0,,33.8,20.7,0.0,,534,3.5,6.0,,,79.2,61.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,16:30,76.1,,37.7,24.9,0.0,,494,3.2,4.6,,,78.8,61.7,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,16:45,75.8,,39.5,27.0,0.0,,452,3.0,5.3,,,78.4,62.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,17:00,76.9,,33.5,20.6,0.0,,411,2.0,4.6,,,77.8,62.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,17:15,77.7,,39.3,25.1,0.0,,369,2.3,4.9,,,77.2,62.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,17:30,75.5,,41.9,29.9,0.0,,328,2.6,4.9,,,76.5,62.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,17:45,75.3,,43.4,31.9,0.0,,287,2.8,4.6,,,75.8,62.7,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,18:00,74.9,,43.3,32.2,0.0,,247,2.5,4.2,,,75.1,62.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,18:15,74.4,,46.8,37.4,0.0,,213,1.1,3.1,,,74.3,63.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,18:30,70.9,,47.8,43.7,0.0,,179,2.7,3.9,,,73.1,63.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,18:45,70.6,,46.9,42.7,0.0,,135,2.0,2.8,,,71.6,63.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,19:00,71.0,,41.6,34.4,0.0,,98,2.5,3.1,,,70.2,63.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,19:15,70.8,,41.8,35.0,0.0,,60,1.8,2.4,,,69.5,64.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,19:30,68.3,,46.6,45.6,0.0,,19,0.6,1.7,,,69.0,64.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,19:45,66.6,,42.8,41.9,0.0,,9,0.0,0.0,,,68.4,64.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,20:00,65.0,,41.8,42.7,0.0,,2,0.0,0.0,,,67.8,64.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
2021-05-29,20:15,63.1,,38.8,40.6,0.0,,0,1.7,3.9,,,67.2,64.5,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:28:26.147219
