Date,Time PST,1.5m Air Temp °F, 9m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Tot 2nd Prec in, Solar Rad W/m², Wind Speed mph, 2m Wind Gust mph, 10m Wind Direction, 10m Wind Speed mph, 10m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-10-30,00:15,36.4,38.2,30.8,79.8,0.0,0.0,0,5.3,7.6,W,7.9,10.4,48.1,56.5,-46.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,00:30,36.4,37.8,30.2,78.0,0.0,0.0,0,6.0,8.2,W,8.3,11.8,47.9,56.3,-46.1,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,00:45,36.7,38.0,29.9,76.3,0.0,0.0,0,7.0,10.5,W,10.0,13.2,47.7,56.3,-46.2,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,01:00,38.0,39.5,29.7,71.7,0.0,0.0,0,5.9,8.2,W,8.5,11.4,47.4,56.1,-46.3,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,01:15,38.3,39.6,29.4,69.9,0.0,0.0,0,5.3,8.2,W,7.2,9.5,47.2,56.0,-46.3,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,01:30,37.8,39.3,29.3,71.2,0.0,0.0,0,5.6,8.2,W,7.6,9.9,47.0,55.9,-46.5,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,01:45,38.2,39.8,29.2,69.9,0.0,0.0,0,5.4,7.6,W,7.6,10.1,46.8,55.8,-46.6,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,02:00,35.7,37.8,29.1,76.8,0.0,0.0,0,2.3,5.2,W,4.7,7.4,46.6,55.7,-46.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,02:15,34.7,36.4,29.2,79.8,0.0,0.0,0,2.2,3.4,W,4.1,5.0,46.4,55.6,-46.8,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,02:30,33.8,35.5,28.8,81.5,0.0,0.0,0,2.6,4.0,W,4.2,5.3,46.2,55.4,-46.9,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,02:45,33.3,34.7,29.2,84.6,0.0,0.0,0,3.0,4.6,W,4.5,6.7,45.9,55.4,-47.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,03:00,32.8,34.4,28.6,84.6,0.0,0.0,0,2.3,4.6,W,4.4,7.7,45.7,55.2,-47.1,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,03:15,33.6,35.6,28.9,82.8,0.0,0.0,0,2.9,5.8,W,5.4,8.6,45.4,55.1,-47.2,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,03:30,34.2,36.9,28.2,78.2,0.0,0.0,0,3.7,6.4,W,5.8,8.5,45.1,55.0,-47.3,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,03:45,32.5,35.8,27.4,81.1,0.0,0.0,0,3.6,5.8,NW,4.6,6.4,44.9,54.9,-47.4,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,04:00,32.7,35.6,28.1,83.0,0.0,0.0,0,4.9,6.4,NW,6.4,8.0,44.7,54.8,-47.5,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,04:15,33.1,35.8,28.0,81.2,0.0,0.0,0,4.5,5.8,NW,6.1,8.0,44.4,54.7,-47.5,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,04:30,34.1,37.2,27.9,77.8,0.0,0.0,0,3.9,6.4,NW,4.6,9.6,44.2,54.5,-47.6,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,04:45,34.6,37.9,27.6,75.1,0.0,0.0,0,3.5,6.4,NW,4.2,7.4,44.0,54.5,-47.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,05:00,34.6,37.1,27.7,75.7,0.0,0.0,0,3.9,5.2,NW,5.0,6.4,43.8,54.3,-47.8,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,05:15,33.2,34.8,27.4,79.1,0.0,0.0,0,3.3,7.0,W,4.9,8.6,43.6,54.2,-47.9,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,05:30,31.6,33.2,27.0,83.4,0.0,0.0,0,3.7,5.2,W,5.7,7.7,43.4,54.1,-48.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,05:45,31.0,33.1,26.8,85.0,0.0,0.0,0,3.7,5.8,W,6.2,10.0,43.2,54.0,-48.1,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,06:00,31.2,33.1,26.7,83.8,0.0,0.0,0,2.0,4.6,W,3.3,6.8,43.0,53.8,-48.2,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,06:15,31.7,34.2,26.8,82.3,0.0,0.0,0,2.6,4.6,W,4.6,6.2,42.8,53.7,-48.3,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,06:30,31.2,33.0,26.8,84.6,0.0,0.0,0,1.6,3.4,SW,2.0,3.7,42.6,53.6,-48.3,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,06:45,30.7,33.0,26.3,84.6,0.0,0.0,5,2.7,4.6,SW,2.8,6.0,42.3,53.5,-48.5,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,07:00,32.4,34.0,26.8,79.7,0.0,0.0,29,2.9,6.4,SW,3.3,7.7,42.1,53.4,-48.5,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,07:15,34.0,35.4,26.9,74.9,0.0,0.0,62,3.6,7.0,W,4.4,8.3,41.9,53.2,-48.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,07:30,36.1,37.3,27.1,69.5,0.0,0.0,96,4.4,7.6,W,5.2,8.7,41.7,53.2,-48.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,07:45,35.5,36.1,28.0,73.9,0.0,0.0,131,6.1,9.4,W,7.7,11.1,41.7,53.1,-48.8,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,08:00,36.5,36.7,28.3,71.9,0.0,0.0,167,6.0,8.8,W,7.2,10.4,41.5,52.9,-48.9,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,08:15,39.5,39.2,27.8,62.5,0.0,0.0,203,5.5,7.6,W,6.6,9.9,41.7,52.8,-48.9,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,08:30,41.4,40.9,28.5,59.8,0.0,0.0,238,5.3,7.6,W,6.1,8.8,41.8,52.7,-49.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,08:45,43.6,42.8,28.4,54.9,0.0,0.0,272,4.8,7.6,W,5.0,8.7,42.0,52.6,-49.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,09:00,43.7,42.8,28.6,54.9,0.0,0.0,304,5.0,8.2,W,5.0,9.2,42.4,52.5,-49.1,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,09:15,44.5,43.7,28.4,53.0,0.0,0.0,336,3.9,5.8,NW,3.5,6.1,42.8,52.3,-49.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,09:30,46.2,45.1,27.0,46.8,0.0,0.0,364,5.9,9.9,NW,6.2,9.4,43.3,52.2,-49.1,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,09:45,47.0,45.8,25.5,42.7,0.0,0.0,389,7.3,10.5,NW,7.8,10.6,43.8,52.1,-49.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,10:00,47.5,46.1,25.1,41.3,0.0,0.0,416,6.4,9.9,W,7.0,10.7,44.4,52.0,-49.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,10:15,47.8,46.7,23.3,37.8,0.0,0.0,438,5.8,11.1,NW,5.7,11.3,45.0,51.9,-49.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,10:30,49.9,48.4,21.5,32.4,0.0,0.0,460,7.7,13.5,N,8.6,15.9,45.6,51.8,-49.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,10:45,50.4,48.8,20.1,30.0,0.0,0.0,477,9.3,13.5,N ,10.6,14.8,46.2,51.8,-49.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,11:00,50.7,49.1,19.6,29.0,0.0,0.0,490,9.2,13.5,NE,10.3,16.3,46.8,51.6,-48.9,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,11:15,51.3,49.7,19.8,28.6,0.0,0.0,503,9.2,14.7,NE,10.7,15.7,47.3,51.6,-48.9,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,11:30,51.5,50.0,19.1,27.5,0.0,0.0,513,10.3,14.1,NE,11.7,16.9,47.8,51.5,-48.9,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,11:45,51.7,50.1,18.7,26.8,0.0,0.0,518,8.6,12.9,NE,9.9,15.1,48.3,51.4,-48.9,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,12:00,51.7,50.3,18.0,26.0,0.0,0.0,519,6.2,10.5,E,7.6,11.5,48.8,51.4,-48.9,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,12:15,51.7,50.4,17.8,25.9,0.0,0.0,514,6.4,9.9,NE,6.9,12.4,49.3,51.4,-48.8,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,12:30,52.0,50.9,18.2,26.0,0.0,0.0,503,5.3,11.1,E,5.7,11.3,49.8,51.4,-48.8,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,12:45,51.9,50.8,17.4,25.2,0.0,0.0,497,4.6,8.2,E,4.5,8.5,50.3,51.4,-48.8,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,13:00,52.0,51.0,17.7,25.5,0.0,0.0,483,4.1,7.6,E,3.9,7.5,50.7,51.4,-48.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,13:15,52.3,51.3,18.3,25.8,0.0,0.0,465,3.5,6.4,E,3.4,6.9,51.2,51.4,-48.8,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,13:30,53.1,51.9,19.1,26.0,0.0,0.0,445,3.6,7.6,SE,3.5,8.2,51.6,51.4,-48.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,13:45,52.7,51.8,19.0,26.2,0.0,0.0,419,3.9,8.8,NE,3.9,9.0,52.0,51.4,-48.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,14:00,53.2,52.0,19.5,26.4,0.0,0.0,393,5.0,9.4,NE,5.3,9.9,52.4,51.5,-48.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,14:15,53.2,52.0,20.4,27.4,0.0,0.0,365,4.9,11.7,E,5.6,13.1,52.7,51.6,-48.6,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,14:30,53.1,52.0,19.0,25.8,0.0,0.0,336,5.2,9.9,N ,5.4,9.6,52.9,51.6,-48.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
2021-10-30,14:45,53.1,52.1,19.4,26.3,0.0,0.0,301,5.3,8.8,N,5.4,9.4,53.1,51.7,-48.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:31:51.840490
