Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-09-13,00:15,50.6,50.2,98.3,0.0,0,29.9,NW,0.6,2.4,,58.6,64.1,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,00:30,50.8,50.2,97.7,0.0,0,29.9,SE,1.7,3.9,,58.5,64.1,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,00:45,50.1,49.5,97.5,0.0,0,29.9,W,1.6,3.1,,58.4,64.0,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,01:00,49.9,49.4,97.8,0.0,0,29.9,W,1.0,3.5,,58.2,64.0,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,01:15,49.6,49.1,97.9,0.0,0,29.9,SW,1.8,4.6,,58.1,63.9,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,01:30,49.4,48.8,97.7,0.0,0,29.9,W,1.0,4.2,,58.0,63.9,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,01:45,49.1,48.5,97.7,0.0,0,29.91,W,2.9,5.3,,57.9,63.8,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,02:00,49.3,48.7,98.1,0.0,0,29.91,W,1.4,3.1,,57.7,63.8,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,02:15,49.2,48.7,97.9,0.0,0,29.91,W,2.0,3.1,,57.6,63.8,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,02:30,49.3,48.8,97.8,0.0,0,29.91,W,1.2,3.1,,57.5,63.7,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,02:45,48.5,47.7,97.2,0.0,0,29.91,SW,0.7,2.1,,57.4,63.7,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,03:00,48.0,47.4,97.7,0.0,0,29.91,S,0.4,2.8,,57.2,63.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,03:15,47.9,47.4,98.0,0.0,0,29.91,SW,1.4,3.1,,57.1,63.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,03:30,47.6,47.0,97.8,0.0,0,29.91,S,0.6,2.1,,57.0,63.5,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,03:45,47.0,46.4,97.8,0.0,0,29.91,NW,0.4,2.1,,56.9,63.5,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,04:00,46.7,46.1,97.9,0.0,0,29.91,E,0.2,1.7,,56.7,63.4,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,04:15,45.4,44.7,97.0,0.0,0,29.9,E,0.1,2.1,,56.6,63.4,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,04:30,44.4,43.9,97.7,0.0,0,29.9,NW,0.1,1.4,,56.4,63.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,04:45,46.1,45.6,98.3,0.0,0,29.91,SE,0.6,3.1,,56.2,63.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,05:00,45.8,45.2,97.7,0.0,0,29.91,N ,0.0,0.0,,56.1,63.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
2020-09-13,05:15,45.2,44.6,97.7,0.0,0,29.91,W,0.7,2.1,,55.9,63.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:47.207361
