Date,Time PST,1.5m Air Temp °F, 9m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Tot 2nd Prec in, Solar Rad W/m², Wind Speed mph, 2m Wind Gust mph, 10m Wind Direction, 10m Wind Speed mph, 10m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-11-06,00:15,33.9,34.8,31.2,89.7,0.0,0.0,0,3.4,5.2,N ,4.1,6.4,41.8,50.0,-39.8,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,00:30,34.2,35.1,31.8,90.9,0.0,0.0,0,4.1,6.4,E,4.8,7.5,41.7,49.9,-39.8,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,00:45,34.0,35.3,32.3,93.4,0.0,0.0,0,3.0,5.8,S,4.1,6.6,41.7,49.8,-39.9,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,01:00,34.0,34.8,32.4,94.1,0.0,0.0,0,2.6,5.2,S,2.9,7.0,41.5,49.7,-40.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,01:15,34.4,34.3,32.5,92.9,0.0,0.0,0,3.9,5.2,SW,5.2,7.0,41.5,49.6,-40.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,01:30,34.5,34.6,32.7,92.8,0.0,0.0,0,2.9,4.6,W,3.9,5.2,41.5,49.5,-40.1,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,01:45,34.8,35.0,32.7,91.7,0.0,0.0,0,2.8,4.0,W,3.3,4.2,41.5,49.5,-40.2,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,02:00,35.2,35.3,33.1,91.7,0.0,0.0,0,2.6,4.0,NW,2.4,3.8,41.5,49.4,-40.2,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,02:15,35.6,35.6,33.3,91.4,0.0,0.0,0,1.5,2.8,NW,0.9,2.6,41.5,49.3,-40.2,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,02:30,35.3,35.4,33.6,93.3,0.0,0.0,0,2.7,4.0,SE,2.7,3.9,41.5,49.3,-40.3,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,02:45,35.2,35.1,33.5,93.4,0.0,0.0,0,1.7,3.4,SE,1.2,3.3,41.5,49.1,-40.3,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,03:00,35.1,35.0,33.5,93.6,0.0,0.0,0,1.5,3.4,E,1.3,3.4,41.5,49.1,-40.4,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,03:15,35.4,35.4,33.8,93.7,0.0,0.0,0,2.9,4.0,NE,3.3,4.4,41.5,49.0,-40.4,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,03:30,35.9,35.9,34.3,93.7,0.0,0.0,0,2.6,4.0,NE,3.3,4.7,41.7,48.9,-40.5,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,03:45,36.3,36.2,34.7,94.1,0.0,0.0,0,2.1,4.0,NE,2.2,3.7,41.7,48.9,-40.5,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,04:00,36.2,36.5,34.4,93.3,0.0,0.0,0,2.0,3.4,E,1.5,3.9,41.7,48.7,-40.6,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,04:15,35.6,36.3,34.1,93.9,0.0,0.0,0,2.4,4.0,SE,2.6,4.4,41.7,48.7,-40.6,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,04:30,35.2,35.9,33.7,94.1,0.0,0.0,0,2.8,4.0,S,2.7,3.9,41.7,48.6,-40.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,04:45,35.3,35.8,33.9,94.6,0.0,0.0,0,2.0,3.4,SE,3.0,4.8,41.7,48.6,-40.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,05:00,35.2,35.9,33.6,93.5,0.0,0.0,0,2.5,4.0,NW,0.8,2.8,41.5,48.5,-40.8,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,05:15,35.0,36.3,33.1,92.6,0.0,0.0,0,1.7,4.6,N ,1.2,4.7,41.5,48.4,-40.9,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,05:30,34.4,35.9,33.2,95.0,0.0,0.0,0,1.9,4.0,N,2.9,4.7,41.5,48.4,-40.9,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,05:45,35.1,37.1,33.7,94.5,0.0,0.0,0,1.5,4.0,N ,2.4,3.5,41.4,48.3,-41.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,06:00,35.2,36.9,33.5,93.2,0.0,0.0,0,1.9,4.0,NE,2.8,4.6,41.4,48.2,-41.0,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,06:15,35.9,36.8,33.9,92.4,0.0,0.0,0,2.6,4.6,NE,3.7,5.7,41.2,48.2,-41.1,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,06:30,36.2,36.8,34.0,91.7,0.0,0.0,0,2.3,4.6,NE,3.6,6.0,41.2,48.2,-41.1,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,06:45,35.6,36.4,33.8,93.1,0.0,0.0,0,3.0,5.8,SE,3.5,6.0,41.2,48.0,-41.2,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,07:00,35.9,36.7,34.0,92.6,0.0,0.0,2,2.5,4.0,NW,1.8,3.8,41.2,48.0,-41.2,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,07:15,36.0,36.6,34.4,93.6,0.0,0.0,13,2.0,4.6,SW,1.6,4.7,41.0,48.0,-41.2,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,07:30,36.0,36.6,34.3,93.4,0.0,0.0,27,3.1,5.8,SW,3.8,7.2,41.0,47.9,-41.3,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,07:45,35.9,35.8,34.4,94.0,0.0,0.0,37,4.6,6.4,SW,5.6,7.9,41.0,47.8,-41.3,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,08:00,35.7,35.4,34.2,94.4,0.0,0.0,39,3.0,5.8,W,3.1,7.3,41.0,47.8,-41.4,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,08:15,36.1,35.8,34.5,94.0,0.0,0.0,60,1.6,5.2,N ,1.4,5.1,41.1,47.8,-41.5,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,08:30,36.5,36.3,34.9,93.8,0.0,0.0,56,2.3,4.6,NE,2.0,3.9,41.2,47.7,-41.5,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,08:45,37.8,37.6,35.7,92.0,0.0,0.0,92,3.7,5.8,SE,4.2,5.8,41.3,47.7,-41.5,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,09:00,38.8,38.3,35.8,88.8,0.0,0.0,174,4.0,5.8,SE,3.9,5.7,41.4,47.7,-41.6,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,09:15,40.8,40.0,37.4,87.5,0.0,0.0,296,4.2,8.2,E,4.8,9.3,41.5,47.7,-41.6,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,09:30,43.0,41.9,38.3,83.3,0.0,0.0,326,5.7,9.9,SE,6.1,11.0,41.7,47.5,-41.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,09:45,43.4,42.3,37.9,80.9,0.0,0.0,359,7.8,12.3,S,8.5,14.2,42.1,47.5,-41.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,10:00,46.6,45.5,38.9,74.4,0.0,0.0,387,7.5,12.9,SW,9.0,15.2,42.5,47.5,-41.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,10:15,51.0,50.3,36.5,57.4,0.0,0.0,407,10.1,21.9,SW,13.8,28.6,43.0,47.5,-41.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,10:30,52.0,51.3,34.7,51.4,0.0,0.0,425,12.6,23.7,W,15.8,27.9,43.6,47.4,-41.7,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,10:45,52.2,50.9,34.3,50.3,0.0,0.0,440,8.2,14.7,W,9.6,16.7,44.2,47.3,-41.6,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,11:00,53.1,52.1,34.8,49.8,0.0,0.0,363,12.0,23.7,SW,15.2,27.3,44.7,47.3,-41.6,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
2021-11-06,11:15,53.5,52.4,34.7,48.7,0.0,0.0,513,12.0,18.9,SW,15.9,22.4,45.2,47.3,-41.6,Too Dry/NA,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:32:00.025550
