Date,Time PST,1.5m Air Temp °F, 9m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Tot 2nd Prec in, Solar Rad W/m², Wind Speed mph, 2m Wind Gust mph, 10m Wind Direction, 10m Wind Speed mph, 10m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2021-08-21,00:15,59.8,,50.3,70.7,0.0,,0,3.5,4.9,,,65.2,69.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:17.056609
2021-08-21,00:30,59.9,,49.9,69.3,0.0,,0,1.1,3.5,,,65.1,69.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:17.056609
2021-08-21,00:45,60.3,,49.5,67.5,0.0,,0,0.2,2.1,,,65.0,69.4,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:17.056609
2021-08-21,01:00,58.4,,49.7,72.8,0.0,,0,1.9,3.9,,,65.0,69.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:17.056609
2021-08-21,01:15,57.3,,51.0,79.5,0.0,,0,2.7,3.9,,,64.8,69.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:17.056609
2021-08-21,01:30,56.6,,50.9,81.0,0.0,,0,2.3,3.5,,,64.7,69.3,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:17.056609
2021-08-21,01:45,56.4,,50.2,79.8,0.0,,0,3.1,3.9,,,64.6,69.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:17.056609
2021-08-21,02:00,56.9,,49.5,76.2,0.0,,0,3.2,3.9,,,64.4,69.2,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:17.056609
2021-08-21,02:15,57.1,,49.3,75.0,0.0,,0,1.7,2.8,,,64.3,69.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:17.056609
2021-08-21,02:30,55.8,,49.7,79.9,0.0,,0,2.5,3.1,,,64.2,69.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:17.056609
2021-08-21,02:45,55.2,,50.0,82.3,0.0,,0,2.7,3.5,,,64.1,69.1,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:17.056609
2021-08-21,03:00,54.6,,49.5,82.5,0.0,,0,2.5,3.1,,,64.0,69.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:17.056609
2021-08-21,03:15,55.3,,49.1,79.7,0.0,,0,2.6,3.5,,,63.8,69.0,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:17.056609
2021-08-21,03:30,54.2,,49.3,83.5,0.0,,0,3.4,4.6,,,63.7,68.9,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:30:17.056609
