Date,Time PDT,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2019-06-18,00:15,70.9,71.1,49.4,46.6,0.0,NW@6.1,9.6,67.0,73.0,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2019-06-26 13:04:42.899765
2019-06-18,00:30,70.0,70.3,49.8,48.6,0.0,W@8.0,11.0,66.7,72.9,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2019-06-26 13:04:42.899765
2019-06-18,00:45,69.2,69.5,49.9,50.3,0.0,NW@6.9,11.0,66.4,72.8,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2019-06-26 13:04:42.899765
2019-06-18,01:00,68.9,69.2,50.1,51.1,0.0,NW@6.4,8.2,66.1,72.7,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2019-06-26 13:04:42.899765
2019-06-18,01:15,67.6,68.0,50.1,53.4,0.0,NW@4.8,7.1,65.8,72.6,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2019-06-26 13:04:42.899765
2019-06-18,01:30,66.9,67.3,50.3,55.1,0.0,NW@5.9,8.2,65.6,72.5,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2019-06-26 13:04:42.899765
2019-06-18,01:45,67.5,67.8,50.0,53.4,0.0,NW@5.6,9.2,65.3,72.4,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2019-06-26 13:04:42.899765
2019-06-18,02:00,66.4,66.7,50.1,55.6,0.0,NW@4.0,6.7,65.1,72.3,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2019-06-26 13:04:42.899765
2019-06-18,02:15,65.6,65.8,50.2,57.5,0.0,NW@4.4,6.7,64.9,72.2,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2019-06-26 13:04:42.899765
2019-06-18,02:30,66.2,66.6,50.1,56.0,0.0,NW@6.0,10.3,64.6,72.1,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2019-06-26 13:04:42.899765
2019-06-18,02:45,67.6,67.9,49.6,52.5,0.0,NW@5.3,10.3,64.4,72.0,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2019-06-26 13:04:42.899765
2019-06-18,03:00,64.3,64.3,50.8,61.5,0.0,W@4.0,6.0,64.2,71.9,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2019-06-26 13:04:42.899765
2019-06-18,03:15,61.1,61.3,52.1,72.0,0.0,W@3.2,4.9,64.0,71.8,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2019-06-26 13:04:42.899765
2019-06-18,03:30,60.7,60.7,51.6,72.0,0.0,SW@3.2,4.6,63.8,71.7,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2019-06-26 13:04:42.899765
