Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Atm. Press. inHg, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2019-11-27,00:15,34.9,22.7,60.9,0.0,N@3.8,7.1,0.0,0,33.2,36.3,29.54,35.0,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,00:30,35.0,22.4,59.6,0.0,NE@5.8,11.7,0.0,0,33.1,36.3,29.53,35.0,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,00:45,35.1,22.1,58.7,0.0,NE@7.7,13.5,0.0,0,33.1,36.3,29.52,35.2,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,01:00,35.3,21.9,57.8,0.0,NE@7.2,13.2,0.0,0,33.2,36.3,29.51,35.4,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,01:15,35.4,22.1,58.0,0.0,SE@6.2,15.3,0.0,0,33.2,36.3,29.52,35.5,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,01:30,35.4,22.1,58.1,0.0,SE@3.5,9.6,0.0,0,33.3,36.3,29.52,35.4,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,01:45,35.3,22.2,58.5,0.0,S@4.5,8.5,0.0,0,33.3,36.3,29.52,35.3,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,02:00,35.1,21.9,58.1,0.0,N @3.0,8.5,0.0,0,33.4,36.4,29.52,35.2,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,02:15,34.9,22.0,59.0,0.0,S@4.8,9.6,0.0,0,33.4,36.4,29.52,35.0,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,02:30,34.5,22.2,60.5,0.0,SW@4.3,6.0,0.0,0,33.5,36.4,29.52,34.6,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,02:45,35.0,21.6,57.6,0.0,S@4.5,12.1,0.0,0,33.5,36.4,29.52,35.1,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,03:00,35.3,21.0,55.7,0.0,E@3.2,7.1,0.0,0,33.5,36.4,29.52,35.4,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,03:15,35.5,20.6,54.3,0.0,NE@4.4,9.2,0.0,0,33.6,36.4,29.51,35.6,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,03:30,35.8,20.2,52.6,0.0,NE@5.8,12.4,0.0,0,33.6,36.4,29.51,35.9,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,03:45,36.1,19.7,50.8,0.0,NE@5.7,11.7,0.0,0,33.6,36.4,29.51,36.2,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,04:00,36.4,19.3,49.6,0.0,NE@5.9,13.2,0.0,0,33.6,36.4,29.5,36.5,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,04:15,36.5,19.1,48.8,0.0,NE@4.8,9.9,0.0,0,33.6,36.4,29.5,36.7,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,04:30,36.7,19.5,49.3,0.0,N @5.7,9.6,0.0,0,33.5,36.4,29.5,36.8,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,04:45,37.0,19.9,49.6,0.0,NE@6.5,12.1,0.0,0,33.5,36.4,29.5,37.1,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,05:00,36.8,20.9,52.2,0.0,NE@7.6,14.2,0.0,0,33.6,36.4,29.5,36.9,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,05:15,36.1,21.4,54.8,0.0,NE@6.5,11.4,0.0,0,33.5,36.4,29.5,36.2,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,05:30,36.1,21.9,55.8,0.0,NE@7.6,17.8,0.0,0,33.5,36.4,29.51,36.2,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,05:45,35.9,22.1,56.9,0.0,N@6.5,17.8,0.0,0,33.5,36.4,29.51,36.0,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,06:00,36.1,22.1,56.2,0.0,N@6.2,11.0,0.0,0,33.5,36.5,29.51,36.3,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,06:15,36.8,21.4,53.3,0.0,N @6.5,15.0,0.0,0,33.5,36.5,29.5,36.9,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,06:30,37.1,21.0,51.7,0.0,N @7.5,17.1,0.0,0,33.5,36.5,29.5,37.3,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,06:45,37.5,20.2,49.3,0.0,NE@6.2,17.8,0.0,0,33.5,36.5,29.5,37.6,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,07:00,37.7,19.9,48.3,0.0,NE@7.6,15.7,0.0,0,33.5,36.5,29.5,37.8,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
2019-11-27,07:15,37.6,19.8,48.4,0.0,NE@4.5,8.5,0.0,0,33.5,36.5,29.51,37.7,"Toppenish, Yakima County",310031,Toppenish,2020-01-21 14:53:35.836577
