Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Tot Prec in, Solar Rad W/m², Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2013-11-20,00:15,38.6,38.3,25.1,58.1,0.0,NW@2.7,4.6,,48.1,0.0,0,29.92,"Toppenish, Yakima County",310031,Toppenish,2017-12-05 03:21:41.965067
2013-11-20,00:30,37.9,37.4,25.6,61.0,0.0,SW@3.8,5.7,,48.1,0.0,0,29.93,"Toppenish, Yakima County",310031,Toppenish,2017-12-05 03:21:41.965067
2013-11-20,00:45,37.4,37.2,26.6,64.6,0.0,SW@3.8,5.3,,48.1,0.0,0,29.94,"Toppenish, Yakima County",310031,Toppenish,2017-12-05 03:21:41.965067
2013-11-20,01:00,38.0,37.8,26.9,64.0,0.0,W@3.5,4.9,,48.1,0.0,0,29.95,"Toppenish, Yakima County",310031,Toppenish,2017-12-05 03:21:41.965067
2013-11-20,01:15,39.8,39.8,27.2,60.3,0.0,NW@4.5,7.8,,48.0,0.0,0,29.96,"Toppenish, Yakima County",310031,Toppenish,2017-12-05 03:21:41.965067
2013-11-20,01:30,40.8,40.7,26.9,57.3,0.0,NW@4.8,7.8,,48.0,0.0,0,29.97,"Toppenish, Yakima County",310031,Toppenish,2017-12-05 03:21:41.965067
2013-11-20,01:45,40.2,39.9,26.4,57.6,0.0,NW@3.7,5.3,,48.0,0.0,0,29.98,"Toppenish, Yakima County",310031,Toppenish,2017-12-05 03:21:41.965067
2013-11-20,02:00,40.0,39.8,25.7,56.2,0.0,W@2.8,3.9,,47.9,0.0,0,29.99,"Toppenish, Yakima County",310031,Toppenish,2017-12-05 03:21:41.965067
2013-11-20,02:15,38.3,37.7,25.9,60.6,0.0,SW@3.0,4.6,,47.9,0.0,0,30.0,"Toppenish, Yakima County",310031,Toppenish,2017-12-05 03:21:41.965067
2013-11-20,02:30,36.1,35.7,25.8,65.8,0.0,SW@3.3,4.6,,47.9,0.0,0,30.01,"Toppenish, Yakima County",310031,Toppenish,2017-12-05 03:21:41.965067
