Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-08-23,00:15,50.6,49.5,96.2,0.0,0,29.93,W,0.1,1.7,,63.7,71.7,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:21.812736
2020-08-23,00:30,51.2,49.4,93.7,0.0,0,29.93,N ,0.0,0.0,,63.5,71.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:21.812736
2020-08-23,00:45,51.4,49.4,92.7,0.0,0,29.93,W,1.7,3.1,,63.3,71.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:21.812736
2020-08-23,01:00,51.8,49.5,91.6,0.0,0,29.93,W,1.8,2.8,,63.0,71.5,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:21.812736
2020-08-23,01:15,51.8,49.3,91.1,0.0,0,29.93,W,1.7,3.1,,62.8,71.4,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:21.812736
2020-08-23,01:30,51.2,48.1,89.0,0.0,0,29.93,W,1.0,2.8,,62.7,71.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:21.812736
2020-08-23,01:45,51.4,48.2,88.7,0.0,0,29.94,W,1.3,3.1,,62.5,71.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:21.812736
2020-08-23,02:00,51.5,47.7,86.8,0.0,0,29.94,SW,2.3,3.5,,62.4,71.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:21.812736
2020-08-23,02:15,50.9,47.7,88.7,0.0,0,29.94,SW,1.8,2.8,,62.3,71.1,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:21.812736
2020-08-23,02:30,50.5,47.6,89.9,0.0,0,29.94,W,1.5,3.1,,62.1,71.0,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:21.812736
2020-08-23,02:45,50.6,47.5,89.2,0.0,0,29.94,W,1.6,3.1,,61.9,70.9,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:21.812736
2020-08-23,03:00,50.0,47.1,89.5,0.0,0,29.94,W,0.0,1.4,,61.8,70.8,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:38:21.812736
