Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2020-07-12,00:15,60.4,46.3,59.5,0.0,0,30.02,W,0.7,2.1,0.0,61.2,67.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:37:30.693088
2020-07-12,00:30,56.8,44.7,63.9,0.0,0,30.03,N ,0.3,2.1,0.0,61.0,67.5,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:37:30.693088
2020-07-12,00:45,56.2,47.4,72.2,0.0,0,30.03,W,0.5,2.1,0.01,60.8,67.4,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:37:30.693088
2020-07-12,01:00,54.9,46.9,74.3,0.0,0,30.03,NE,1.0,2.1,0.0,60.5,67.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:37:30.693088
2020-07-12,01:15,54.7,48.2,78.5,0.0,0,30.03,SE,1.0,2.8,0.07,60.3,67.3,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:37:30.693088
2020-07-12,01:30,53.5,47.7,80.7,0.0,0,30.03,SE,1.5,3.1,0.1,60.0,67.2,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:37:30.693088
2020-07-12,01:45,53.8,48.2,81.3,0.0,0,30.04,E,1.2,3.9,0.05,59.8,67.1,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:37:30.693088
2020-07-12,02:00,52.5,46.3,79.5,0.0,0,30.04,E,0.7,2.1,0.06,59.5,67.0,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:37:30.693088
2020-07-12,02:15,52.1,45.4,77.9,0.0,0,30.04,SE,0.0,1.4,0.02,59.3,66.9,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:37:30.693088
2020-07-12,02:30,51.9,44.8,76.5,0.0,0,30.04,E,0.1,1.4,0.0,59.1,66.8,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:37:30.693088
2020-07-12,02:45,52.1,46.5,81.1,0.0,0,30.04,S,0.2,2.4,0.07,58.8,66.7,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:37:30.693088
2020-07-12,03:00,51.7,48.0,86.9,0.0,0,30.05,SE,0.1,1.4,0.43,58.7,66.6,"Toppenish, Yakima County",310031,Toppenish,2020-12-13 23:37:30.693088
