Date,Time PST,1.5m Air Temp °F, 9m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Tot 2nd Prec in, Solar Rad W/m², Wind Speed mph, 2m Wind Gust mph, 10m Wind Direction, 10m Wind Speed mph, 10m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2020-12-13,00:15,30.6,,27.7,90.2,0.0,,0,2.5,3.5,,,33.7,36.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:24:26.556149
2020-12-13,00:30,30.7,,27.7,89.7,0.0,,0,1.9,3.1,,,33.7,36.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:24:26.556149
2020-12-13,00:45,30.5,,27.8,90.5,0.0,,0,2.5,4.2,,,33.7,36.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:24:26.556149
2020-12-13,01:00,30.5,,28.1,92.0,0.0,,0,3.9,5.3,,,33.7,36.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:24:26.556149
2020-12-13,01:15,30.5,,28.2,92.4,0.0,,0,3.6,4.6,,,33.7,36.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:24:26.556149
2020-12-13,01:30,30.6,,28.2,91.7,0.0,,0,3.9,4.9,,,33.7,36.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:24:26.556149
2020-12-13,01:45,30.9,,28.4,91.4,0.0,,0,3.7,4.9,,,33.7,36.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:24:26.556149
2020-12-13,02:00,31.2,,28.5,90.6,0.0,,0,3.9,4.9,,,33.7,36.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:24:26.556149
2020-12-13,02:15,31.5,,28.6,89.5,0.0,,0,3.6,4.9,,,33.7,36.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:24:26.556149
2020-12-13,02:30,31.5,,29.0,91.1,0.0,,0,4.6,6.7,,,33.7,36.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:24:26.556149
2020-12-13,02:45,31.2,,29.0,92.5,0.0,,0,5.1,7.4,,,33.7,36.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:24:26.556149
2020-12-13,03:00,31.2,,29.3,93.8,0.0,,0,5.1,7.4,,,33.7,36.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:24:26.556149
2020-12-13,03:15,31.2,,29.5,94.4,0.0,,0,5.8,7.8,,,33.7,36.6,,,,"Toppenish, Toppenish, Yakima County",310031,Toppenish,2021-11-11 14:24:26.556149
