Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa, 8 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2020-02-10,00:15,36.9,36.8,99.8,0.0,0,30.52,NE,3.9,6.2,39.0,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,00:30,36.7,36.7,99.8,0.0,0,30.52,NE,3.6,5.5,39.0,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,00:45,36.6,36.6,100.0,0.0,0,30.52,NE,2.7,4.7,38.9,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,01:00,36.2,36.2,100.0,0.0,0,30.51,NE,1.5,2.5,38.8,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,01:15,36.0,36.0,100.0,0.0,0,30.51,NE,1.6,2.2,38.8,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,01:30,35.7,35.7,100.0,0.0,0,30.51,E,1.1,1.4,38.8,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,01:45,35.3,35.3,99.9,0.0,0,30.51,NE,1.9,2.6,38.8,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,02:00,34.9,34.9,100.0,0.0,0,30.51,E,2.1,2.6,38.7,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,02:15,34.8,34.6,99.5,0.0,0,30.51,NE,2.5,3.3,38.7,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,02:30,35.2,35.0,99.3,0.0,0,30.52,N ,2.2,3.1,38.7,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,02:45,33.8,33.8,100.0,0.0,0,30.52,NE,1.7,2.9,38.5,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,03:00,34.2,33.8,98.6,0.0,0,30.51,E,2.2,3.6,38.5,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,03:15,33.6,33.6,100.0,0.0,0,30.52,E,1.9,2.9,38.4,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,03:30,33.3,33.2,99.7,0.0,0,30.52,E,1.5,2.0,38.3,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,03:45,33.6,33.5,99.6,0.0,0,30.51,E,1.8,2.5,38.1,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,04:00,32.8,32.8,100.0,0.0,0,30.51,NE,1.9,2.8,37.9,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,04:15,31.6,31.6,100.0,0.0,0,30.52,NE,1.0,2.3,37.8,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,04:30,31.8,31.6,99.8,0.0,0,30.52,E,1.6,2.5,37.6,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,04:45,31.1,30.8,99.8,0.0,0,30.52,W,1.3,2.3,37.5,41.2,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,05:00,30.5,30.2,99.9,0.0,0,30.52,NW,0.7,1.9,37.4,41.1,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,05:15,30.4,30.0,99.9,0.0,0,30.52,E,1.5,2.6,37.4,41.0,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,05:30,30.4,30.4,100.0,0.0,0,30.52,E,2.6,4.3,37.2,41.0,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,05:45,31.4,31.0,99.4,0.0,0,30.52,SE,2.7,3.8,37.2,41.0,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,06:00,31.1,30.8,100.0,0.0,0,30.52,E,1.8,3.2,37.1,41.0,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,06:15,31.4,31.2,99.8,0.0,0,30.52,NE,1.9,2.5,37.0,41.0,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,06:30,30.5,30.5,100.0,0.0,0,30.52,E,1.3,2.1,37.0,41.0,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,06:45,29.8,29.8,100.0,0.0,0,30.52,NE,1.4,3.0,36.9,41.0,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,07:00,29.7,29.7,100.0,0.0,0,30.53,NW,1.6,2.6,36.9,41.0,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,07:15,30.3,29.7,99.3,0.0,0,30.53,SE,2.0,3.5,36.9,41.0,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,07:30,30.9,30.4,99.0,0.0,4,30.54,SE,2.5,4.0,36.8,41.0,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,07:45,30.2,30.2,100.0,0.0,10,30.54,E,2.1,3.1,36.7,40.9,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,08:00,30.9,30.4,99.3,0.0,18,30.54,E,2.4,3.6,36.7,40.8,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,08:15,31.9,31.8,99.9,0.0,66,30.54,E,3.2,5.0,36.7,40.8,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,08:30,32.6,32.6,100.0,0.0,126,30.54,E,1.7,2.6,36.6,40.8,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,08:45,33.1,33.0,99.8,0.0,156,30.54,E,2.5,3.5,36.5,40.8,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,09:00,33.9,33.8,100.0,0.0,224,30.53,E,3.2,4.8,36.5,40.8,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,09:15,35.2,35.1,99.7,0.0,231,30.53,E,3.1,5.3,36.5,40.8,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,09:30,35.9,35.8,99.8,0.0,233,30.53,E,3.0,4.9,36.5,40.8,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
2020-02-10,09:45,36.6,36.6,99.9,0.0,288,30.53,E,2.5,3.8,36.5,40.6,-8.8,-8.8,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-12-14 06:16:00.070258
