Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg, 8 in. SWP kPa, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, 2 in. SWP kPa,Location,Station ID,Station Name,Download Timestamp
2019-12-30,23:15,46.7,S@7.2,15.1,0.0,0,44.8,93.1,30.19,-9.6,44.1,43.8,-9.7,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
2019-12-30,23:30,46.3,S@4.6,7.8,0.0,0,44.8,94.6,30.19,-9.5,44.1,43.9,-9.7,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
2019-12-30,23:45,45.7,SW@3.4,6.1,0.0,0,44.8,96.8,30.19,-9.5,44.1,43.9,-9.7,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
2019-12-30,24:00,45.4,SW@1.5,5.7,0.0,0,44.7,97.2,30.18,-9.5,44.1,43.9,-9.7,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
2019-12-31,00:15,45.8,S@2.4,5.2,0.01,0,44.6,95.5,30.17,-9.5,44.1,43.9,-9.7,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
2019-12-31,00:30,46.1,S@5.1,10.9,0.02,0,44.5,94.0,30.17,-9.5,,43.9,-9.7,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
2019-12-31,00:45,45.7,S@4.9,10.6,0.03,0,44.8,96.8,30.17,-9.5,,43.9,-9.7,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
2019-12-31,01:00,45.3,S@5.3,10.3,0.04,0,44.8,98.0,30.17,-9.5,,43.9,-9.6,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
2019-12-31,01:15,45.9,S@8.3,13.5,0.03,0,45.0,96.5,30.16,-9.5,,43.9,-9.6,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
2019-12-31,01:30,45.5,S@7.2,14.6,0.03,0,45.1,98.3,30.15,-9.5,,43.9,-9.6,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
2019-12-31,01:45,45.6,S@6.0,10.5,0.02,0,45.1,97.9,30.14,-9.4,,43.9,-9.6,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
2019-12-31,02:00,45.2,S@4.8,9.4,0.03,0,45.0,99.3,30.14,-9.4,,43.9,-9.6,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
2019-12-31,02:15,44.5,S@2.6,4.7,0.02,0,44.5,100.0,30.13,-9.4,,43.9,-9.6,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
2019-12-31,02:30,44.6,S@2.1,7.2,0.02,0,44.6,100.0,30.13,-9.4,,43.9,-9.6,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
2019-12-31,02:45,45.1,S@4.3,9.3,0.01,0,44.9,99.0,30.12,-9.4,,43.9,-9.6,"Lynden.N, Lynden, Whatcom County",100027,Lynden.N,2020-06-03 12:10:53.966765
