Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2021-03-10,23:15,32.7,29.0,86.0,0.0,0,NE,3.6,5.3,0.14,42.2,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-10,23:30,33.1,29.4,86.3,0.0,0,E,0.7,2.4,0.26,42.2,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-10,23:45,33.7,29.0,82.6,0.0,0,E,2.6,3.5,0.24,42.2,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-10,24:00,33.2,28.5,82.5,0.0,0,E,3.4,4.2,0.12,42.2,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,00:30,33.9,27.4,76.8,0.0,0,NE,5.2,8.2,0.03,42.1,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,00:45,33.4,27.5,78.6,0.0,0,NE,4.5,6.7,0.03,42.1,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,01:00,32.3,27.0,80.6,0.0,0,E,3.5,5.3,0.05,42.1,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,01:15,32.8,26.9,78.6,0.0,0,NE,4.0,7.4,0.04,42.1,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,01:30,35.2,27.1,72.0,0.0,0,NE,5.2,8.2,0.01,42.1,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,01:45,35.0,26.8,71.7,0.0,0,NE,5.7,7.4,0.01,42.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,02:00,32.8,26.9,78.8,0.0,0,E,3.2,4.2,0.04,42.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,02:15,32.2,26.6,79.8,0.0,0,NE,2.2,3.5,0.07,42.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,02:30,32.0,25.1,75.2,0.0,0,NE,3.3,5.3,0.03,42.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,02:45,34.1,25.6,70.8,0.0,0,NE,4.3,6.4,0.01,41.9,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,03:00,35.1,25.2,67.1,0.0,0,NE,5.8,9.2,0.01,41.9,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,03:15,34.5,25.3,68.6,0.0,0,NE,6.1,9.2,0.01,41.9,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,03:30,31.8,25.1,76.6,0.0,0,E,4.6,6.0,0.02,41.9,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,03:45,31.5,24.7,75.9,0.0,0,E,4.4,6.0,0.02,41.8,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,04:00,31.7,24.4,74.6,0.0,0,E,4.7,5.7,0.02,41.8,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,04:15,31.4,24.4,75.6,0.0,0,E,5.0,7.1,0.02,41.8,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,04:30,31.5,24.4,75.4,0.0,0,NE,5.4,7.4,0.02,41.8,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,04:45,32.3,24.6,73.1,0.0,0,NE,6.8,9.2,0.01,41.7,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,05:00,32.3,24.6,72.8,0.0,0,E,6.7,8.9,0.01,41.7,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,05:15,32.9,24.2,69.9,0.0,0,NE,6.9,9.6,0.01,41.7,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,05:30,31.6,23.8,73.1,0.0,0,NE,4.0,6.7,0.02,41.7,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,05:45,31.1,23.3,73.4,0.0,0,E,4.5,6.4,0.01,41.6,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,06:00,31.2,23.7,74.2,0.0,0,E,5.7,7.4,0.01,41.6,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,06:15,30.8,23.6,75.0,0.0,0,E,4.0,7.1,0.02,41.6,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,06:30,30.3,23.2,75.5,0.0,3,E,4.2,5.7,0.02,41.6,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,06:45,31.0,23.2,73.4,0.0,9,E,5.2,8.2,0.01,41.5,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,07:00,31.5,23.5,72.6,0.0,34,NE,4.8,6.4,0.01,41.5,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,07:15,32.0,23.7,71.4,0.0,80,NE,4.5,6.0,0.01,41.5,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,07:30,33.1,24.4,70.1,0.0,110,NE,5.5,7.4,0.01,41.5,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,07:45,34.3,25.3,69.1,0.0,155,NE,5.3,6.4,0.01,41.4,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,08:00,35.5,25.6,67.0,0.0,192,E,6.6,8.9,0.01,41.4,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,08:15,36.3,25.6,64.7,0.0,226,NE,7.9,11.7,0.0,41.4,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,08:30,37.3,25.8,62.6,0.0,271,NE,8.6,13.2,0.0,41.4,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,08:45,38.3,25.8,60.3,0.0,313,NE,9.4,13.2,0.0,41.3,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,09:00,39.4,26.3,59.1,0.0,351,NE,9.0,12.1,0.0,41.3,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,09:15,40.1,25.9,56.7,0.0,389,E,10.3,15.0,0.0,41.3,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,09:30,40.8,26.4,56.0,0.0,428,E,10.9,13.5,0.0,41.2,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
2021-03-11,09:45,41.5,26.8,55.6,0.0,464,E,9.8,13.2,0.0,41.2,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-28 23:18:12.161291
