Date,Time PDT,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2017-03-08,23:15,34.1,34.0,99.4,0.01,0,NE,4.4,5.7,0.5,38.4,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-08,23:30,34.0,33.8,99.4,0.01,0,NE,4.2,5.7,0.45,38.3,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-08,23:45,33.9,33.8,99.4,0.0,0,NE,4.2,5.7,0.46,38.3,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-08,24:00,34.0,33.8,99.4,0.0,0,NE,3.2,5.3,0.42,38.2,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,00:15,34.1,34.0,99.4,0.01,0,NE,4.2,6.0,0.45,38.2,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,00:30,34.2,34.1,99.4,0.0,0,NE,3.6,6.4,0.47,38.1,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,00:45,34.3,34.2,99.4,0.0,0,NE,4.9,6.4,0.52,38.1,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,01:00,34.4,34.3,99.4,0.0,0,NE,5.1,7.1,0.56,38.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,01:15,34.5,34.4,99.4,0.0,0,NE,2.2,3.9,0.53,38.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,01:30,34.4,34.3,99.4,0.0,0,NE,4.7,6.7,0.45,37.9,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,01:45,34.3,34.2,99.4,0.0,0,NE,5.9,8.2,0.42,37.9,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,02:00,34.4,34.2,99.4,0.01,0,NE,6.2,8.2,0.45,37.9,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,02:15,34.4,34.2,99.4,0.0,0,NE,6.9,9.9,0.54,37.8,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,02:30,34.4,34.2,99.4,0.0,0,NE,6.5,8.2,0.55,37.8,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,02:45,34.3,34.2,99.4,0.0,0,NE,7.3,9.2,0.59,37.7,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,03:00,34.3,34.2,99.4,0.0,0,NE,6.5,8.5,0.58,37.7,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,03:15,34.4,34.3,99.4,0.0,0,NE,6.1,9.6,0.61,37.7,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,03:30,34.5,34.3,99.4,0.0,0,NE,6.6,9.6,0.65,37.6,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,03:45,34.4,34.2,99.4,0.0,0,NE,6.3,7.8,0.63,37.6,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,04:00,34.1,34.0,99.4,0.0,0,NE,5.9,8.2,0.58,37.6,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,04:15,34.3,34.1,99.4,0.0,0,NE,6.2,7.8,0.58,37.5,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,04:30,34.3,34.2,99.4,0.0,0,NE,6.7,8.9,0.61,37.5,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,04:45,34.2,34.1,99.4,0.0,0,NE,6.5,8.9,0.63,37.5,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,05:00,34.1,34.0,99.4,0.0,0,NE,6.8,9.2,0.63,37.4,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,05:15,34.0,33.9,99.4,0.0,0,NE,6.6,8.9,0.65,37.4,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,05:30,34.0,33.9,99.4,0.0,0,NE,6.9,10.7,0.63,37.4,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,05:45,33.9,33.8,99.4,0.0,0,NE,6.7,9.6,0.6,37.3,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,06:00,34.0,33.9,99.4,0.0,0,NE,6.5,8.5,0.58,37.3,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,06:15,34.1,33.9,99.4,0.0,0,NE,6.6,8.5,0.55,37.3,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,06:30,34.2,34.1,99.4,0.0,0,NE,6.7,8.9,0.5,37.2,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,06:45,34.4,34.2,99.4,0.0,2,NE,7.1,9.6,0.46,37.2,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,07:00,34.4,34.3,99.4,0.0,8,NE,6.4,8.9,0.46,37.2,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,07:15,34.5,34.4,99.4,0.0,15,NE,6.5,9.2,0.47,37.2,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,07:30,34.6,34.5,99.4,0.0,21,NE,6.4,8.9,0.48,37.1,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,07:45,34.8,34.6,99.4,0.0,39,NE,7.5,9.9,0.5,37.1,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,08:00,35.1,34.9,99.4,0.0,48,NE,8.0,10.7,0.51,37.1,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,08:15,35.2,35.0,99.4,0.0,46,NE,7.9,9.9,0.52,37.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,08:30,35.5,35.4,99.4,0.0,56,NE,7.8,9.6,0.54,37.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,08:45,35.7,35.6,99.4,0.0,67,NE,8.3,11.0,0.54,37.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,09:00,36.0,35.9,99.4,0.0,95,NE,9.3,12.4,0.49,37.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,09:15,36.4,36.3,99.4,0.0,121,NE,9.1,12.1,0.44,37.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,09:30,36.8,36.5,99.1,0.0,140,NE,9.7,12.8,0.35,37.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,09:45,37.1,36.7,98.3,0.0,151,NE,9.8,15.0,0.19,36.9,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,10:00,37.3,36.6,97.6,0.0,144,NE,9.9,13.2,0.23,36.9,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,10:15,37.9,37.2,97.3,0.0,179,NE,9.3,12.8,0.11,36.9,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,10:30,38.4,37.2,95.1,0.0,183,NE,10.0,12.8,0.01,36.9,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,10:45,38.6,37.2,94.4,0.0,224,NE,11.1,16.0,0.0,37.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,11:00,39.0,37.3,93.6,0.0,207,NE,10.9,15.0,0.0,37.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,11:15,39.6,37.4,92.0,0.0,196,NE,9.9,13.9,0.0,37.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
2017-03-09,11:30,39.6,37.3,91.5,0.0,190,NE,10.0,13.9,0.0,37.0,"Nooksack, Everson, Whatcom County",330061,Nooksack,2021-04-15 12:49:09.849927
