Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2009-01-11,00:15,31.2,,30.2,96.6,0.04,SW@0.5,2.1,,34.1,880.5,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,00:30,31.2,,30.2,96.7,0.04,SE@1.0,2.8,,34.1,880.5,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,00:45,31.1,,30.1,96.7,0.04,E@1.5,3.1,,34.1,880.5,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,01:00,31.2,,30.1,96.5,0.04,S@0.1,2.1,,34.1,880.5,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,01:15,31.2,,30.1,96.3,0.04,SE@0.5,2.4,,34.1,880.5,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,01:30,31.6,,30.5,96.4,0.04,S@0.6,2.1,,34.1,880.5,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,01:45,31.7,,30.6,96.0,0.04,SE@0.4,3.1,,34.1,880.5,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,02:00,31.9,,30.7,95.8,0.05,E@1.5,3.9,,34.1,880.5,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,02:15,32.2,,31.0,95.1,0.05,S@0.0,1.4,,34.1,880.5,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,02:30,32.2,,31.1,95.8,0.05,SE@1.0,3.5,,34.1,880.5,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,02:45,32.2,,31.1,95.5,0.06,S@0.0,1.4,,34.1,880.5,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,03:00,32.3,,31.1,95.4,0.06,SW@0.3,2.1,,34.1,880.4,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,03:15,32.2,,31.0,95.3,0.06,S@0.0,1.4,,34.1,880.2,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,03:30,32.2,,31.0,95.5,0.07,SE@0.0,1.4,,34.1,880.2,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,03:45,32.2,,31.1,95.8,0.07,SE@0.3,2.8,,34.1,880.1,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,04:00,32.5,,31.4,95.4,0.07,SE@0.3,2.4,,34.1,880.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,04:15,32.2,,31.1,95.6,0.07,SE@0.9,3.1,,34.1,880.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,04:30,32.1,,31.0,95.4,0.08,S@0.5,2.8,,34.1,880.1,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,04:45,32.2,,31.0,95.2,0.08,E@0.7,2.8,,34.1,880.1,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,05:00,32.6,,31.3,95.0,0.08,S@0.1,1.4,,34.1,880.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,05:15,32.6,,31.5,95.5,0.09,E@1.2,2.8,,34.1,880.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,05:30,32.6,,31.4,95.4,0.1,SE@0.0,1.4,,34.1,879.9,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,05:45,32.7,,31.6,95.5,0.1,SE@0.0,1.4,,34.1,879.9,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,06:00,32.6,,31.5,95.8,0.11,E@0.6,2.4,,34.1,879.9,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,06:15,32.8,,31.7,95.7,0.12,SE@0.5,2.4,,34.1,880.1,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,06:30,32.8,,31.7,95.6,0.14,S@1.0,2.4,,34.2,879.9,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,06:45,32.7,,31.7,96.0,0.17,SW@1.7,3.9,,34.2,879.9,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,07:00,33.0,,32.0,95.7,0.24,SE@0.4,2.8,,34.2,879.9,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,07:15,33.0,,32.1,96.1,0.34,E@0.3,2.4,,34.2,879.9,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,07:30,33.1,,32.1,96.4,0.48,E@0.3,2.4,,34.2,879.9,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,07:45,33.0,,32.2,96.5,0.65,SE@0.5,2.8,,34.2,879.9,0.0,1,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,08:00,33.1,,32.2,96.5,0.84,SE@1.1,2.8,,34.2,879.9,0.0,2,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,08:15,33.4,,32.4,96.3,0.9,SE@0.4,2.8,,34.2,879.9,0.0,4,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,08:30,33.8,,32.6,95.4,0.91,SE@0.1,1.7,,34.2,880.0,0.0,8,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,08:45,34.1,,32.7,94.7,0.91,S@0.4,3.1,,34.2,879.9,0.0,12,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,09:00,33.9,,32.4,94.0,0.91,SW@1.9,3.9,,34.2,881.4,0.0,12,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,09:15,34.0,,32.4,93.8,0.9,S@2.1,4.6,,34.2,881.4,0.0,13,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
2009-01-11,09:30,34.5,,32.7,92.9,0.89,S@0.6,3.5,,34.2,883.0,0.0,14,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:43:11.478203
