Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2008-06-27,00:15,54.2,,48.2,80.2,0.0,E@0.8,2.9,,81.2,338.9,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,00:30,53.8,,48.4,81.9,0.0,E@1.0,3.1,,81.0,338.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,00:45,53.2,,48.7,84.7,0.0,E@1.2,2.4,,80.9,336.8,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,01:00,52.4,,48.2,85.6,0.0,E@1.8,5.4,,80.7,336.7,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,01:15,52.9,,48.0,83.6,0.0,E@1.1,5.2,,80.4,336.2,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,01:30,52.3,,48.1,85.8,0.0,E@1.3,4.1,,80.2,336.1,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,01:45,53.4,,47.9,81.5,0.0,NE@1.6,4.1,,80.0,336.2,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,02:00,55.0,,47.1,74.6,0.0,E@2.3,3.3,,79.9,335.6,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,02:15,55.5,,47.1,73.5,0.0,E@1.4,3.1,,79.8,335.8,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,02:30,53.1,,48.2,83.5,0.0,SE@0.2,2.1,,79.7,335.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,02:45,52.0,,48.2,86.9,0.0,SE@0.8,2.4,,79.4,334.6,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,03:00,51.7,,47.6,85.9,0.0,E@1.5,2.9,,79.2,334.1,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,03:15,54.5,,46.8,75.4,0.0,E@2.3,5.2,,79.0,333.5,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,03:30,55.7,,46.5,71.2,0.0,E@2.2,3.3,,79.0,333.2,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,03:45,55.7,,46.4,70.9,0.0,E@2.1,4.5,,78.9,332.9,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,04:00,56.2,,46.3,69.2,0.0,E@2.1,5.5,,78.7,332.6,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,04:15,54.2,,48.5,80.9,0.0,NE@0.3,1.9,,78.5,333.1,0.0,1,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,04:30,52.4,,48.3,85.8,0.0,E@0.7,4.8,,78.3,332.7,0.0,5,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,04:45,52.0,,48.2,86.6,0.0,N@0.4,1.9,,78.1,330.8,0.0,7,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,05:00,51.1,,48.8,91.9,0.0,SW@0.8,2.4,,77.9,331.3,0.0,9,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,05:15,50.8,,49.0,93.5,0.0,E@0.6,2.2,,77.8,330.1,0.0,11,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,05:30,50.9,,49.0,93.4,0.0,S@0.7,1.7,,77.6,330.9,0.0,12,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,05:45,51.3,,48.9,91.5,0.0,E@1.3,2.6,,77.5,328.4,0.0,14,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,06:00,54.0,,48.2,80.8,0.0,E@0.8,2.9,,77.4,329.0,0.0,14,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,06:15,55.0,,47.7,76.4,0.0,E@2.5,4.5,,77.2,329.4,0.0,15,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,06:30,57.5,,47.3,68.6,0.0,E@2.7,6.9,,77.0,329.0,0.0,17,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,06:45,56.9,,47.9,71.6,0.0,E@2.2,4.5,,76.9,329.0,0.0,19,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,07:00,57.8,,49.1,72.7,0.0,E@2.2,4.3,,76.7,329.2,0.0,345,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,07:15,61.7,,49.0,63.1,0.0,E@2.9,4.8,,76.7,328.8,0.0,423,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,07:30,64.0,,49.0,58.0,0.0,NE@2.8,8.5,,76.6,328.3,0.0,459,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,07:45,66.4,,48.6,52.5,0.0,N@2.7,10.4,,76.4,328.6,0.0,494,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,08:00,67.5,,49.2,51.8,0.0,NE@2.9,10.4,,76.3,326.8,0.0,528,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,08:15,68.2,,48.8,49.9,0.0,NE@3.1,10.0,,76.2,326.5,0.0,561,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,08:30,68.8,,48.7,48.7,0.0,N@3.2,5.4,,76.1,325.9,0.0,593,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,08:45,69.9,,49.2,47.7,0.0,NE@3.3,6.4,,75.9,325.0,0.0,623,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,09:00,70.5,,49.4,47.0,0.0,NE@3.6,6.6,,75.9,324.0,0.0,653,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,09:15,71.6,,49.8,46.1,0.0,N@3.4,6.6,,75.9,322.9,0.0,682,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,09:30,72.5,,49.4,44.2,0.0,N@3.5,6.0,,75.9,322.4,0.0,686,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,09:45,73.4,,48.9,41.8,0.0,N@3.3,8.1,,75.9,322.8,0.0,733,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,10:00,74.4,,48.6,40.2,0.0,N@2.8,6.0,,75.9,322.5,0.0,755,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,10:15,75.1,,49.0,39.8,0.0,NW@3.4,5.4,,75.9,319.8,0.0,774,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,10:30,75.6,,49.1,39.3,0.0,NW@3.8,12.3,,75.9,318.3,0.0,791,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,10:45,76.6,,49.5,38.6,0.0,NW@2.9,5.2,,75.9,317.9,0.0,808,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,11:00,77.2,,49.8,38.2,0.0,NW@3.5,7.3,,76.2,318.0,0.0,821,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,11:15,78.5,,50.3,37.3,0.0,NW@3.2,6.6,,76.4,318.1,0.0,833,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,11:30,79.1,,50.6,36.9,0.0,NW@3.2,7.4,,76.5,317.2,0.0,842,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,11:45,79.8,,49.9,35.2,0.0,NW@2.9,5.9,,76.6,316.8,0.0,848,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,12:00,80.8,,49.6,33.7,0.0,W@3.1,8.8,,76.8,317.5,0.0,852,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,12:15,81.4,,49.4,32.8,0.0,NW@2.8,6.0,,77.1,316.7,0.0,850,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,12:30,81.9,,49.5,32.4,0.0,W@2.7,6.0,,77.4,317.1,0.0,848,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,12:45,82.2,,49.7,32.4,0.0,NW@3.0,5.5,,77.5,316.8,0.0,841,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,13:00,82.8,,49.6,31.6,0.0,E@2.3,5.2,,77.8,318.2,0.0,833,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,13:15,83.7,,49.9,30.9,0.0,N@2.4,4.3,,78.3,318.0,0.0,821,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,13:30,85.2,,49.7,29.3,0.0,NE@2.5,4.1,,78.7,316.9,0.0,808,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,13:45,85.7,,49.1,28.3,0.0,N@2.0,4.3,,79.0,318.8,0.0,791,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,14:00,86.1,,45.3,24.2,0.0,NW@2.6,6.4,,79.5,319.2,0.0,772,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,14:15,87.3,,45.9,23.8,0.0,NW@2.9,6.2,,79.9,320.0,0.0,749,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,14:30,87.1,,46.8,24.8,0.0,NW@3.3,7.3,,80.2,320.5,0.0,724,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,14:45,87.6,,47.1,24.7,0.0,N@3.7,10.2,,80.6,321.4,0.0,698,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,15:00,87.9,,47.6,24.9,0.0,N@2.5,5.0,,81.1,322.1,0.0,671,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,15:15,87.9,,47.2,24.5,0.0,NE@3.1,5.4,,81.6,322.7,0.0,640,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,15:30,88.4,,47.2,24.2,0.0,N@2.1,4.1,,82.1,322.9,0.0,609,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,15:45,89.8,,46.8,22.8,0.0,N@2.4,4.7,,82.3,323.5,0.0,576,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,16:00,89.2,,47.8,24.1,0.0,NE@1.6,3.3,,82.9,324.1,0.0,542,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,16:15,89.9,,47.4,23.2,0.0,W@1.8,3.6,,83.3,324.7,0.0,504,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,16:30,89.2,,47.2,23.6,0.0,W@2.1,4.0,,83.5,325.1,0.0,468,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,16:45,89.6,,47.0,23.0,0.0,NW@1.4,3.5,,84.0,324.8,0.0,433,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,17:00,90.0,,48.1,23.7,0.0,W@1.6,3.8,,84.5,325.6,0.0,385,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,17:15,89.2,,49.6,25.7,0.0,E@1.3,2.8,,84.7,324.8,0.0,357,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,17:30,88.6,,50.2,26.8,0.0,S@1.5,4.1,,85.0,325.0,0.0,318,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,17:45,87.6,,49.8,27.3,0.0,W@2.3,6.6,,85.2,325.1,0.0,281,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,18:00,88.0,,53.7,31.1,0.0,S@1.4,3.3,,85.3,322.9,0.0,244,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,18:15,86.7,,56.3,35.7,0.0,SE@0.7,2.8,,85.9,323.2,0.0,206,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,18:30,86.2,,57.4,37.6,0.0,W@0.7,2.6,,86.0,323.5,0.0,171,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,18:45,84.9,,60.9,44.5,0.0,SE@0.4,1.2,,86.1,323.6,0.0,137,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,19:00,82.9,,63.6,52.3,0.0,E@0.5,1.6,,86.2,323.6,0.0,105,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,19:15,78.0,,66.2,67.1,0.0,E@1.2,2.1,,86.4,323.5,0.0,76,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,19:30,76.0,,64.5,67.5,0.0,E@0.9,1.9,,86.5,323.2,0.0,17,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,19:45,71.2,,63.4,76.4,0.0,E@1.1,1.9,,86.6,321.7,0.0,2,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,20:00,67.4,,63.1,86.0,0.0,E@1.6,2.2,,86.6,321.9,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,20:15,66.9,,61.1,81.7,0.0,E@0.9,1.6,,86.6,322.3,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,20:30,66.1,,60.2,81.1,0.0,E@1.2,2.6,,86.6,320.7,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,20:45,65.2,,60.0,83.3,0.0,E@1.3,2.8,,86.6,320.5,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,21:00,64.9,,58.8,80.5,0.0,E@1.2,4.0,,86.6,320.7,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,21:15,66.3,,58.3,75.3,0.0,SE@1.3,2.6,,86.5,320.8,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,21:30,64.3,,57.8,79.5,0.0,E@1.3,4.7,,86.3,320.9,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
2008-06-27,21:45,63.2,,57.2,80.7,0.0,E@1.1,2.8,,86.2,320.2,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-09 16:39:01.849487
