Date,Time PST,Air Temp °F, 2<sup>nd</sup> Air Temp °F, Dew Point °F, Rel Hum %, Leaf Wet u., Wind Dir @ Speed mph, Wind Gust mph, 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Tot Prec in, Solar Rad W/m²,Location,Station ID,Station Name,Download Timestamp
2015-02-09,00:15,43.1,42.7,42.2,96.5,0.9,E@1.4,2.8,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,00:30,42.6,42.0,41.7,96.3,0.9,W@0.9,3.1,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,00:45,42.9,42.4,42.0,96.7,0.86,NE@1.7,3.1,,40.6,0.0,0.02,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,01:00,43.1,42.6,42.2,96.8,0.85,SW@1.2,3.5,,40.6,0.0,0.01,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,01:15,42.9,42.3,42.0,96.8,0.84,N@0.0,0.0,,40.6,0.0,0.01,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,01:30,42.9,42.4,42.1,96.9,0.84,E@1.8,3.9,,40.6,0.0,0.01,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,01:45,43.5,43.1,42.8,97.3,0.85,E@2.5,3.9,,40.6,0.0,0.01,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,02:00,43.8,43.3,43.0,97.1,0.84,NE@1.3,2.8,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,02:15,43.0,42.4,42.1,96.7,0.84,SW@1.3,3.1,,40.6,0.0,0.01,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,02:30,43.0,42.6,42.3,97.1,0.84,S@1.0,2.8,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,02:45,43.2,42.7,42.4,97.2,0.84,NE@1.6,2.8,,40.6,0.0,0.02,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,03:00,43.2,42.8,42.5,97.2,0.83,E@1.4,3.1,,40.6,0.0,0.01,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,03:15,43.0,42.4,42.2,97.2,0.83,SE@0.0,1.4,,40.6,0.0,0.01,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,03:30,43.1,42.5,42.4,97.3,0.83,N@1.3,3.9,,40.6,0.0,0.01,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,03:45,43.7,43.2,43.1,97.6,0.83,N@1.9,5.7,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,04:00,43.3,42.8,42.6,97.4,0.83,NE@1.2,3.1,,40.6,0.0,0.01,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,04:15,43.7,43.2,43.0,97.6,0.84,E@0.8,2.8,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,04:30,43.3,42.7,42.6,97.3,0.84,SW@1.2,4.2,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,04:45,43.6,43.1,42.9,97.6,0.85,E@0.8,3.5,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,05:00,43.8,43.4,43.1,97.6,0.85,NE@2.2,3.9,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,05:15,43.8,43.4,43.1,97.4,0.84,E@2.4,5.3,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,05:30,44.0,43.5,43.2,97.2,0.84,N@2.0,4.9,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,05:45,44.0,43.4,43.1,96.8,0.84,NW@0.4,2.4,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,06:00,43.7,43.1,42.8,96.6,0.84,NW@1.0,3.5,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,06:15,43.6,43.0,42.7,96.7,0.85,E@0.8,3.1,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,06:30,43.5,43.0,42.7,96.9,0.85,E@2.8,4.2,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,06:45,43.4,42.8,42.6,96.7,0.85,S@1.3,2.8,,40.6,0.0,0.0,0,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,07:00,42.8,42.3,41.9,96.7,0.85,SW@3.0,5.3,,40.6,0.0,0.0,1,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
2015-02-09,07:15,42.7,42.3,41.9,97.0,0.86,SW@0.9,3.5,,40.6,0.0,0.0,2,"Ellisforde, Okanogan County",330145,Ellisforde,2017-12-14 16:53:21.014304
