Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Atm. 2m Press. inHg, Wind Direction, Wind Speed mph, 2m Wind Gust mph,Location,Station ID,Station Name,Download Timestamp
2020-07-05,00:15,59.9,46.8,62.0,0.0,0,30.13,N ,2.0,7.3,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,00:30,59.7,47.0,62.8,0.0,0,30.13,NE,1.9,5.2,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,00:45,59.9,47.1,62.7,0.0,0,30.13,N ,1.8,7.2,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,01:00,60.1,47.2,62.5,0.0,0,30.13,N,2.1,7.3,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,01:15,59.4,47.4,64.5,0.0,0,30.13,N ,1.6,5.9,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,01:30,59.3,47.4,64.8,0.0,0,30.13,NE,1.6,4.1,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,01:45,56.8,47.9,72.0,0.0,0,30.13,S,1.7,2.6,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,02:00,54.9,47.5,75.8,0.0,0,30.13,S,1.7,4.0,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,02:15,53.8,47.1,77.9,0.0,0,30.13,S,1.5,2.0,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,02:30,53.0,47.2,80.5,0.0,0,30.13,S,1.7,2.4,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,02:45,53.3,47.3,80.2,0.0,0,30.13,S,1.6,3.3,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,03:00,52.6,47.4,82.3,0.0,0,30.13,SE,1.8,2.4,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,03:15,53.1,47.2,80.1,0.0,0,30.13,SE,1.8,2.8,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,03:30,52.1,47.3,83.7,0.0,0,30.13,SE,2.1,2.6,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,03:45,51.7,47.6,85.8,0.0,0,30.13,SE,2.3,2.8,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,04:00,52.1,47.6,84.4,0.0,0,30.13,SE,2.0,2.8,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,04:15,52.1,47.5,84.3,0.0,0,30.13,SE,1.8,2.9,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,04:30,51.1,47.6,87.6,0.0,3,30.13,SE,2.3,2.8,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,04:45,50.8,47.2,87.4,0.0,11,30.13,SE,2.4,3.1,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,05:00,51.2,47.3,86.4,0.0,38,30.13,SE,1.9,2.5,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,05:15,52.8,48.2,84.3,0.0,69,30.13,SE,1.7,2.4,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,05:30,54.0,49.7,85.2,0.0,96,30.13,SE,0.9,1.6,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,05:45,55.3,51.0,85.6,0.0,124,30.13,S,0.4,1.1,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,06:00,57.1,51.8,82.2,0.0,156,30.13,E,0.9,2.3,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,06:15,58.3,51.4,77.9,0.0,191,30.13,NE,0.9,1.7,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,06:30,59.4,50.7,72.6,0.0,230,30.14,NE,1.0,2.4,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,06:45,60.0,50.7,71.2,0.0,271,30.14,N ,1.1,2.5,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,07:00,60.2,51.5,73.0,0.0,309,30.13,N,1.3,2.6,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,07:15,60.9,51.9,72.0,0.0,351,30.14,N,1.3,2.8,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,07:30,61.9,52.0,69.9,0.0,395,30.14,N,1.6,3.0,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,07:45,62.9,52.2,68.0,0.0,441,30.14,N ,1.4,2.9,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,08:00,63.9,52.8,67.1,0.0,484,30.14,N ,1.6,3.8,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,08:15,64.6,52.8,65.4,0.0,524,30.14,N,1.8,3.8,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,08:30,65.2,53.4,65.7,0.0,565,30.13,N,1.9,3.6,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,08:45,65.7,54.3,66.5,0.0,603,30.13,N ,1.9,4.8,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,09:00,65.8,53.9,65.3,0.0,643,30.12,N,2.3,6.1,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,09:15,66.7,54.0,63.6,0.0,679,30.12,N ,2.1,4.5,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,09:30,67.8,54.7,62.8,0.0,714,30.12,N,2.2,4.6,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,09:45,68.3,53.9,60.1,0.0,749,30.11,N,2.7,8.7,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,10:00,68.4,53.1,58.1,0.0,783,30.11,N,3.2,9.5,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,10:15,69.1,53.3,57.2,0.0,809,30.1,NW,2.8,7.2,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,10:30,69.2,53.3,56.8,0.0,830,30.1,N,3.1,8.8,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,10:45,69.8,53.3,55.8,0.0,852,30.1,NW,2.9,9.0,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,11:00,70.2,53.4,55.2,0.0,874,30.1,N,3.0,8.0,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,11:15,70.9,53.8,54.5,0.0,889,30.1,NW,2.8,8.3,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,11:30,71.0,53.8,54.6,0.0,904,30.09,NW,3.4,8.5,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,11:45,71.7,53.6,52.8,0.0,912,30.09,NW,3.0,7.4,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,12:00,71.8,53.0,51.5,0.0,918,30.09,NW,3.4,9.3,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,12:15,72.3,52.9,50.5,0.0,922,30.08,NW,3.5,13.0,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,12:30,72.7,52.7,49.4,0.0,923,30.08,NW,3.0,10.2,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,12:45,72.9,52.7,49.2,0.0,916,30.07,NW,4.0,15.7,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,13:00,72.8,52.2,48.2,0.0,910,30.07,N,4.1,9.4,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,13:15,73.7,52.5,47.4,0.0,899,30.07,N,3.6,8.9,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,13:30,73.6,52.0,46.6,0.0,889,30.06,N,3.8,11.5,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
2020-07-05,13:45,73.7,51.4,45.6,0.0,873,30.06,N,3.5,11.6,"Morgan*, The Dalles, Wasco County",100006,Morgan*,2020-12-14 04:47:00.834350
