Date,Time PDT,Air Temp °F, Wind Dir @ Speed mph, Wind Gust mph, Tot Prec in, Solar Rad W/m², Dew Point °F, Rel Hum %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2020-03-14,00:15,34.4,SE@3.9,6.2,0.01,0,33.0,94.7,29.63,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,00:30,34.3,SE@4.1,5.7,0.0,0,32.7,93.8,29.63,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,00:45,34.3,SE@3.8,5.4,0.0,0,32.8,94.0,29.63,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,01:00,34.0,SE@3.5,4.6,0.01,0,32.8,95.1,29.64,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,01:15,33.8,SE@2.9,4.7,0.01,0,32.6,95.3,29.63,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,01:30,33.4,SE@2.4,3.8,0.0,0,32.4,96.0,29.64,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,01:45,33.0,SE@3.0,5.0,0.0,0,32.2,96.7,29.63,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,02:00,32.9,SE@2.8,5.0,0.01,0,31.6,95.0,29.64,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,02:15,33.0,SE@2.7,5.1,0.0,0,31.6,94.3,29.64,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,02:30,33.3,S@2.7,5.9,0.0,0,31.8,94.5,29.66,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,02:45,33.1,SE@2.1,4.0,0.0,0,32.0,95.4,29.66,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,03:00,33.1,SE@2.3,4.8,0.0,0,32.0,95.4,29.66,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,03:15,32.9,E@3.4,5.7,0.0,0,32.0,96.3,29.66,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,03:30,32.5,E@3.6,7.0,0.0,0,31.7,97.1,29.67,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,03:45,32.2,E@4.5,7.5,0.0,0,31.6,97.4,29.67,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,04:00,31.9,E@6.2,13.6,0.0,0,31.0,97.1,29.67,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,04:15,31.2,E@6.6,12.4,0.0,0,30.7,99.1,29.68,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
2020-03-14,04:30,30.8,E@7.2,16.5,0.0,0,30.2,98.8,29.68,"Morgan*, The Dalles, Wasco County",100006,"Morgan, OR",2020-05-03 12:46:35.920873
