Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2017-11-02,00:15,28.6,27.3,97.3,0.0,S@1.1,2.8,0.2,0,39.8,40.6,13.3,29.79,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
2017-11-02,00:30,28.5,27.2,97.3,0.0,S@2.5,3.9,0.2,0,39.7,40.6,13.3,29.79,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
2017-11-02,00:45,28.7,27.5,97.4,0.0,S@4.4,4.9,0.21,0,39.7,40.5,13.3,29.8,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
2017-11-02,01:00,29.7,28.5,97.2,0.0,S@2.8,4.9,0.22,0,39.6,40.5,13.3,29.79,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
2017-11-02,01:15,29.6,28.4,97.0,0.0,SE@3.0,4.2,0.23,0,39.5,40.4,13.3,29.79,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
2017-11-02,01:30,30.9,29.8,96.7,0.0,S@2.6,4.2,0.26,0,39.5,40.3,13.3,29.79,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
2017-11-02,01:45,30.7,29.5,96.2,0.0,E@0.1,1.7,0.26,0,39.4,40.3,13.3,29.78,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
2017-11-02,02:00,30.7,29.4,96.2,0.0,S@0.8,2.1,0.27,0,39.4,40.2,13.3,29.78,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
2017-11-02,02:15,31.1,29.9,96.3,0.0,SW@1.3,3.1,0.28,0,39.3,40.2,13.3,29.77,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
2017-11-02,02:30,31.7,30.5,96.0,0.0,S@2.7,4.2,0.3,0,39.3,40.2,13.3,29.77,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
2017-11-02,02:45,31.4,30.1,95.7,0.0,S@0.6,2.1,0.3,0,39.2,40.1,13.3,29.77,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
2017-11-02,03:00,31.4,30.2,95.8,0.0,SW@0.3,2.1,0.3,0,39.2,40.1,13.3,29.77,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
2017-11-02,03:15,31.2,30.0,95.9,0.0,E@0.0,1.7,0.29,0,39.2,40.0,13.3,29.77,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
2017-11-02,03:30,31.1,29.9,96.2,0.0,S@1.9,3.9,0.29,0,39.2,40.0,13.3,29.77,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
2017-11-02,03:45,31.1,30.0,96.4,0.0,S@0.5,2.1,0.29,0,39.1,40.0,13.3,29.77,"Curlew (Curlew South), Curlew, Ferry County",309001,Curlew,2020-06-01 14:48:30.749380
