Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Atm. Press. inHg, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2019-12-03,00:15,26.6,25.5,99.3,0.0,S@2.7,4.6,0.0,0,31.8,34.8,10.7,30.23,26.5,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:34:20.632330
2019-12-03,00:30,26.7,25.7,99.3,0.0,S@2.5,4.2,0.0,0,31.8,34.8,10.7,30.22,26.6,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:34:20.632330
2019-12-03,00:45,26.6,25.6,99.3,0.0,S@3.3,5.7,0.0,0,31.7,34.8,10.7,30.22,26.5,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:34:20.632330
2019-12-03,01:00,26.6,25.5,99.3,0.0,S@3.3,5.3,0.0,0,31.7,34.8,10.7,30.23,26.5,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:34:20.632330
2019-12-03,01:15,26.6,25.6,99.3,0.0,S@3.1,4.6,0.0,0,31.8,34.8,10.7,30.23,26.6,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:34:20.632330
2019-12-03,01:30,26.6,25.5,99.3,0.0,SW@3.4,4.9,0.0,0,31.8,34.8,10.7,30.23,26.4,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:34:20.632330
2019-12-03,01:45,26.5,25.4,99.3,0.0,SW@2.6,4.2,0.0,0,31.8,34.8,10.7,30.23,26.4,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:34:20.632330
2019-12-03,02:00,26.5,25.4,99.3,0.0,SW@2.2,3.1,0.0,0,31.7,34.8,10.7,30.23,26.4,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:34:20.632330
2019-12-03,02:15,26.4,25.4,99.3,0.0,W@2.1,3.5,0.0,0,31.8,34.8,10.7,30.23,26.3,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:34:20.632330
2019-12-03,02:30,26.4,25.3,99.3,0.0,N@0.3,2.1,0.0,0,31.8,34.8,10.7,30.23,26.2,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:34:20.632330
2019-12-03,02:45,26.4,25.3,99.3,0.0,S@0.5,2.4,0.0,0,31.8,34.8,10.7,30.23,26.2,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:34:20.632330
2019-12-03,03:00,26.4,25.4,99.3,0.0,S@0.2,2.1,0.0,0,31.8,34.8,10.7,30.22,26.3,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:34:20.632330
2019-12-03,03:15,26.6,25.5,99.3,0.0,S@2.7,4.9,0.0,0,31.7,34.8,10.7,30.22,26.5,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:34:20.632330
2019-12-03,03:30,26.3,25.2,99.3,0.0,S@2.9,4.6,0.0,0,31.7,34.8,10.7,30.22,26.1,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:34:20.632330
