Date,Time PST,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Soil VWC %, Atm. Press. inHg, 2<sup>nd</sup> Air Temp °F,Location,Station ID,Station Name,Download Timestamp
2020-01-08,00:15,44.1,35.8,72.6,0.0,S@17.3,24.3,0.0,0,40.0,41.6,17.2,29.67,44.1,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,00:30,43.6,36.0,74.3,0.0,S@16.9,22.5,0.0,0,40.0,41.6,17.1,29.67,43.6,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,00:45,43.0,36.0,76.2,0.0,SW@14.5,21.8,0.0,0,40.0,41.6,17.1,29.68,43.0,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,01:00,42.7,36.0,77.0,0.0,SW@14.4,21.4,0.0,0,40.0,41.6,17.1,29.68,42.7,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,01:15,42.3,36.1,78.3,0.0,SW@15.0,20.3,0.0,0,40.0,41.5,17.1,29.69,42.3,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,01:30,42.6,35.9,77.1,0.0,SW@14.2,21.8,0.0,0,39.9,41.5,17.1,29.69,42.6,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,01:45,42.6,35.8,76.7,0.0,SW@13.8,18.9,0.0,0,39.9,41.5,17.1,29.69,42.6,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,02:00,42.3,35.7,77.3,0.0,SW@14.5,21.8,0.0,0,39.9,41.5,17.1,29.69,42.2,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,02:15,42.1,35.5,77.3,0.0,SW@15.6,21.8,0.0,0,39.8,41.5,17.1,29.69,42.1,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,02:30,42.0,35.3,77.0,0.0,SW@15.9,22.1,0.0,0,39.8,41.5,17.1,29.69,42.0,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,02:45,41.2,35.0,78.4,0.0,SW@14.9,20.7,0.0,0,39.7,41.5,17.1,29.68,41.2,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,03:00,41.0,35.0,78.9,0.0,S@14.7,20.3,0.0,0,39.7,41.5,17.1,29.69,41.0,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,03:15,41.1,35.2,79.4,0.0,S@15.0,21.0,0.0,0,39.6,41.5,17.1,29.69,41.1,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,03:30,41.3,35.6,79.8,0.0,S@15.1,22.1,0.0,0,39.6,41.5,17.1,29.7,41.3,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,03:45,41.2,35.7,80.5,0.0,SW@15.3,21.0,0.0,0,39.5,41.5,17.1,29.7,41.2,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,04:00,40.8,35.6,81.8,0.0,S@15.7,21.4,0.0,0,39.5,41.5,17.1,29.69,40.7,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,04:15,40.1,35.5,83.5,0.0,SW@14.0,21.0,0.0,0,39.5,41.5,17.1,29.7,40.1,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,04:30,39.7,35.5,84.7,0.0,SW@14.6,20.7,0.0,0,39.4,41.4,17.1,29.7,39.6,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,04:45,39.1,35.4,86.3,0.0,SW@13.8,20.0,0.0,0,39.4,41.4,17.1,29.71,39.0,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,05:00,38.8,35.5,87.8,0.0,SW@14.1,18.5,0.0,0,39.3,41.4,17.1,29.7,38.7,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,05:15,38.7,35.5,88.3,0.0,SW@13.5,18.9,0.0,0,39.2,41.4,17.1,29.71,38.6,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,05:30,38.3,35.6,89.9,0.0,SW@12.1,16.7,0.0,0,39.2,41.4,17.1,29.72,38.3,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,05:45,38.7,35.9,89.5,0.0,SW@13.4,17.5,0.0,0,39.1,41.4,17.1,29.72,38.7,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,06:00,38.8,35.9,89.3,0.0,SW@12.4,18.9,0.0,0,39.1,41.4,17.1,29.71,38.8,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,06:15,39.1,36.0,88.4,0.0,SW@14.7,20.7,0.0,0,39.0,41.4,17.1,29.71,39.1,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,06:30,39.2,36.0,88.1,0.0,SW@12.7,18.9,0.0,0,39.0,41.3,17.1,29.71,39.2,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,06:45,39.3,36.0,88.0,0.0,SW@12.4,16.7,0.0,0,39.0,41.3,17.1,29.71,39.2,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,07:00,39.3,36.0,87.9,0.0,SW@14.7,20.7,0.0,0,38.9,41.3,17.1,29.71,39.3,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,07:15,39.1,35.9,88.2,0.0,SW@14.5,22.5,0.0,0,38.9,41.3,17.1,29.71,39.1,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,07:30,38.5,35.7,89.6,0.0,SW@12.5,17.5,0.0,2,38.9,41.3,17.1,29.72,38.5,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,07:45,38.3,35.8,90.6,0.0,SW@12.5,18.2,0.0,7,38.9,41.2,17.1,29.72,38.3,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,08:00,38.3,35.8,90.8,0.0,SW@11.5,16.4,0.0,15,38.8,41.2,17.1,29.72,38.2,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,08:15,38.2,35.9,91.4,0.0,SW@12.4,17.5,0.0,30,38.8,41.2,17.1,29.73,38.2,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
2020-01-08,08:30,38.6,36.1,90.6,0.0,SW@11.8,17.1,0.0,73,38.8,41.2,17.1,29.74,38.5,"Washtucna (Washtucna West), Washtucna, Adams County",300143,Washtucna,2020-01-21 14:35:07.813478
